Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 6.587278842926025 ,seconds
------
The SC has, 334 , nodes and,  1245 edges.
------
The value of the objective using Pyomo is, 6320925.92 
stage, SI, time, S
Dist_0001 , 2.53 , 4.45 , -0.0
Dist_0036 , -0.0 , 4.45 , 4.0
Dist_0002 , 2.53 , 4.45 , -0.0
Dist_0037 , -0.0 , 4.45 , 4.0
Dist_0003 , 2.61 , 4.45 , -0.0
Dist_0038 , -0.0 , 4.45 , 4.0
Dist_0039 , -0.0 , 4.45 , 4.0
Dist_0004 , 2.61 , 4.45 , -0.0
Dist_0040 , -0.0 , 4.45 , 4.0
Dist_0005 , 2.61 , 4.45 , -0.0
Dist_0041 , 0.0 , 4.45 , 4.0
Dist_0042 , -0.0 , 4.45 , 4.0
Dist_0006 , 2.68 , 4.45 , -0.0
Dist_0043 , -0.0 , 4.45 , 4.0
Dist_0044 , -0.0 , 4.45 , 4.0
Dist_0007 , 2.68 , 4.45 , -0.0
Dist_0045 , -0.0 , 4.45 , 4.0
Dist_0046 , 0.0 , 4.45 , 4.0
Dist_0008 , 0.0 , 4.45 , 0.0
Dist_0047 , 0.0 , 4.45 , 4.0
Dist_0009 , 0.0 , 4.45 , 0.0
Dist_0048 , 0.0 , 4.45 , 4.0
Dist_0010 , 2.71 , 4.45 , -0.0
Dist_0049 , -0.0 , 4.45 , 4.0
Dist_0011 , 2.71 , 4.45 , 0.0
Dist_0050 , 0.0 , 4.45 , 4.0
Dist_0012 , 0.0 , 4.45 , 0.0
Dist_0051 , 0.0 , 4.45 , 4.0
Dist_0013 , 0.0 , 4.45 , 0.0
Dist_0052 , 0.0 , 4.45 , 4.0
Dist_0014 , 3.23 , 4.45 , -0.0
Dist_0053 , 36.12 , 4.45 , 1.93
Dist_0054 , -0.0 , 4.45 , 4.0
Dist_0015 , 3.23 , 4.45 , 0.0
Dist_0055 , -0.0 , 4.45 , 4.0
Dist_0016 , 3.06 , 4.45 , -0.0
