Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 38.679418087005615 ,seconds
------
The SC has, 844 , nodes and,  1685 edges.
------
The value of the objective using Pyomo is, 313613.69 
stage, SI, time, S
Dist_0001 , 0.0 , 10.2 , 1.01
Dist_0112 , 1.01 , 4.0 , 0.0
Retail_0001 , 1.01 , 0.0 , 1.0
Dist_0002 , 0.0 , 10.2 , 1.01
Dist_0113 , 1.01 , 4.0 , 0.0
Retail_0002 , 1.01 , 0.0 , 1.0
Dist_0003 , 0.0 , 10.2 , 1.01
Dist_0114 , 1.01 , 4.0 , 0.0
Retail_0003 , 1.01 , 0.0 , 1.0
Dist_0004 , 0.0 , 10.2 , 2.01
Dist_0115 , 2.01 , 4.0 , 0.0
Retail_0004 , 2.01 , 0.0 , 2.0
Dist_0005 , 0.0 , 10.2 , 2.01
Dist_0116 , 2.01 , 4.0 , 0.0
Retail_0005 , 2.01 , 0.0 , 2.0
Dist_0006 , 0.0 , 10.2 , 10.19
Dist_0117 , 10.19 , 4.0 , 0.0
Retail_0006 , 10.19 , 0.0 , 1.0
Dist_0007 , 0.0 , 10.2 , 1.01
Dist_0118 , 1.01 , 4.0 , 0.0
Retail_0007 , 1.01 , 0.0 , 1.0
Dist_0008 , 0.0 , 10.2 , 4.01
Dist_0119 , 4.01 , 4.0 , 0.0
Retail_0008 , 4.01 , 0.0 , 4.0
Dist_0009 , 0.0 , 10.2 , 2.01
Dist_0120 , 2.01 , 4.0 , 0.0
Retail_0009 , 2.01 , 0.0 , 2.0
Dist_0010 , 0.0 , 10.2 , 1.01
Dist_0121 , 1.01 , 4.0 , 0.0
Retail_0010 , 1.01 , 0.0 , 1.0
Dist_0011 , 0.0 , 10.2 , 1.01
Dist_0122 , 1.01 , 4.0 , 0.0
Retail_0011 , 1.01 , 0.0 , 1.0
Dist_0012 , 0.0 , 10.2 , 2.01
Dist_0123 , 2.01 , 4.0 , 0.0
Retail_0012 , 2.01 , 0.0 , 2.0
Dist_0013 , 0.0 , 10.2 , 2.01
Dist_0124 , 2.01 , 4.0 , 0.0
Retail_0013 , 2.01 , 0.0 , 2.0
Dist_0014 , 6.99 , 10.2 , 1.01
Dist_0125 , 1.01 , 4.0 , 0.0
Retail_0014 , 1.01 , 0.0 , 1.0
Dist_0015 , 0.0 , 10.2 , 2.01
Dist_0126 , 2.01 , 4.0 , 0.0
Retail_0015 , 2.01 , 0.0 , 2.0
Dist_0016 , 0.0 , 10.2 , 1.01
Dist_0127 , 1.01 , 4.0 , 0.0
Retail_0016 , 1.01 , 0.0 , 1.0
Dist_0017 , 0.0 , 10.2 , 2.01
Dist_0128 , 2.01 , 4.0 , 0.0
Retail_0017 , 2.01 , 0.0 , 2.0
Dist_0018 , 0.0 , 10.2 , 1.01
Dist_0129 , 1.01 , 4.0 , 0.0
Retail_0018 , 1.01 , 0.0 , 1.0
Dist_0019 , 0.0 , 10.2 , 1.01
Dist_0130 , 1.01 , 4.0 , 0.0
Retail_0019 , 1.01 , 0.0 , 1.0
Dist_0020 , 0.0 , 10.2 , 1.01
Dist_0131 , 1.01 , 4.0 , 0.0
Retail_0020 , 1.01 , 0.0 , 1.0
Dist_0021 , 0.0 , 10.2 , 1.01
Dist_0132 , 1.01 , 4.0 , 0.0
Retail_0021 , 1.01 , 0.0 , 1.0
Dist_0022 , 0.0 , 10.2 , 1.01
Dist_0133 , 1.01 , 4.0 , 0.0
Retail_0022 , 1.01 , 0.0 , 1.0
Dist_0023 , 0.0 , 10.2 , 2.01
Dist_0134 , 2.01 , 4.0 , 0.0
Retail_0023 , 2.01 , 0.0 , 2.0
Dist_0024 , 0.0 , 10.2 , 2.01
Dist_0135 , 2.01 , 4.0 , 0.0
Retail_0024 , 2.01 , 0.0 , 2.0
Dist_0025 , 0.0 , 10.2 , 3.01
Dist_0136 , 3.01 , 4.0 , 0.0
Retail_0025 , 3.01 , 0.0 , 3.0
Dist_0026 , 0.0 , 10.2 , 3.01
Dist_0137 , 3.01 , 4.0 , 0.0
Retail_0026 , 3.01 , 0.0 , 3.0
Dist_0027 , 0.0 , 10.2 , 2.01
Dist_0138 , 2.01 , 4.0 , 0.0
Retail_0027 , 2.01 , 0.0 , 2.0
Dist_0028 , 0.0 , 10.2 , 2.01
Dist_0139 , 2.01 , 4.0 , 0.0
Retail_0028 , 2.01 , 0.0 , 2.0
Dist_0029 , 0.0 , 10.2 , 2.01
Dist_0140 , 2.01 , 4.0 , 0.0
Retail_0029 , 2.01 , 0.0 , 2.0
Dist_0030 , 0.0 , 10.2 , 3.01
Dist_0141 , 3.01 , 4.0 , 0.0
Retail_0030 , 3.01 , 0.0 , 3.0
Dist_0031 , 0.0 , 10.2 , 3.01
Dist_0142 , 3.01 , 4.0 , 0.0
Retail_0031 , 3.01 , 0.0 , 3.0
Dist_0032 , 0.0 , 10.2 , 3.01
Dist_0143 , 3.01 , 4.0 , 0.0
