Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 0.8627350330352783 ,seconds
------
The SC has, 108 , nodes and,  452 edges.
------
The value of the objective using Pyomo is, 3480677.61 
stage, SI, time, S
Manuf_0001 , 0.0 , 14 , -0.0
Manuf_0099 , -0.0 , 4 , 0.0
Manuf_0101 , -0.0 , 4 , 0.0
Manuf_0102 , -0.0 , 6 , 0.0
Manuf_0103 , -0.0 , 3 , 0.0
Manuf_0104 , -0.0 , 4 , 0.0
Manuf_0107 , -0.0 , 4 , 0.0
Manuf_0002 , 0.0 , 15 , -0.0
Manuf_0106 , -0.0 , 4 , 0.0
Manuf_0003 , 0.0 , 14 , -0.0
Manuf_0004 , 0.0 , 12 , -0.0
Manuf_0005 , 0.0 , 20 , -0.0
Manuf_0006 , 0.0 , 15 , -0.0
Manuf_0007 , 0.0 , 17 , -0.0
Manuf_0100 , 0.0 , 4 , 0.0
Manuf_0108 , -0.0 , 3 , 0.0
Manuf_0008 , 0.0 , 9 , -0.0
Manuf_0009 , 0.0 , 14 , -0.0
Manuf_0010 , 0.0 , 12 , -0.0
Manuf_0011 , 0.0 , 19 , -0.0
Manuf_0012 , 0.0 , 13 , -0.0
Manuf_0105 , -0.0 , 5 , 0.0
Manuf_0013 , 0.0 , 12 , -0.0
Manuf_0014 , 0.0 , 9 , -0.0
Manuf_0015 , 0.0 , 14 , -0.0
Manuf_0016 , 0.0 , 12 , -0.0
Manuf_0017 , 0.0 , 9 , -0.0
Manuf_0018 , 0.0 , 12 , -0.0
Manuf_0019 , 0.0 , 17 , -0.0
Manuf_0020 , 0.0 , 13 , -0.0
Manuf_0021 , 0.0 , 18 , -0.0
Manuf_0022 , 0.0 , 8 , -0.0
Manuf_0023 , 0.0 , 9 , -0.0
Manuf_0024 , 0.0 , 19 , -0.0
Manuf_0025 , 0.0 , 17 , -0.0
Manuf_0026 , 0.0 , 12 , -0.0
Manuf_0027 , 0.0 , 19 , -0.0
Manuf_0028 , 0.0 , 17 , -0.0
Manuf_0029 , 0.0 , 10 , -0.0
Manuf_0030 , 0.0 , 13 , -0.0
Manuf_0031 , 0.0 , 10 , -0.0
Manuf_0032 , 0.0 , 16 , -0.0
Manuf_0033 , 0.0 , 11 , -0.0
Manuf_0034 , 0.0 , 9 , -0.0
Manuf_0035 , 0.0 , 14 , -0.0
Manuf_0036 , 0.0 , 14 , -0.0
Manuf_0037 , 0.0 , 13 , -0.0
Manuf_0038 , 0.0 , 8 , -0.0
Manuf_0039 , 0.0 , 12 , -0.0
Manuf_0040 , 0.0 , 13 , -0.0
Manuf_0041 , 0.0 , 14 , -0.0
Manuf_0042 , 0.0 , 15 , -0.0
Manuf_0043 , 0.0 , 17 , -0.0
Manuf_0044 , 0.0 , 13 , -0.0
Manuf_0045 , 0.0 , 14 , -0.0
Manuf_0046 , 0.0 , 18 , -0.0
Manuf_0047 , 0.0 , 11 , -0.0
Manuf_0048 , 0.0 , 20 , -0.0
Manuf_0049 , 0.0 , 19 , -0.0
Manuf_0050 , 0.0 , 11 , -0.0
Manuf_0051 , 0.0 , 14 , -0.0
Manuf_0052 , 0.0 , 20 , -0.0
Manuf_0053 , 0.0 , 14 , -0.0
Manuf_0054 , 0.0 , 18 , -0.0
Manuf_0055 , 0.0 , 14 , -0.0
Manuf_0056 , 0.0 , 19 , -0.0
Manuf_0057 , 0.0 , 15 , -0.0
Manuf_0058 , 0.0 , 12 , -0.0
Manuf_0059 , 0.0 , 15 , -0.0
Manuf_0060 , 0.0 , 13 , -0.0
Manuf_0061 , 0.0 , 13 , -0.0
Manuf_0062 , 0.0 , 13 , -0.0
Manuf_0063 , 0.0 , 20 , -0.0
Manuf_0064 , 0.0 , 14 , -0.0
Manuf_0065 , 0.0 , 13 , -0.0
Manuf_0066 , 0.0 , 13 , -0.0
Manuf_0067 , 0.0 , 14 , -0.0
Manuf_0068 , 0.0 , 18 , -0.0
Manuf_0069 , 0.0 , 16 , -0.0
Manuf_0070 , 0.0 , 14 , -0.0
Manuf_0071 , 0.0 , 14 , -0.0
Manuf_0072 , 0.0 , 11 , -0.0
Manuf_0073 , 0.0 , 13 , -0.0
Manuf_0074 , 0.0 , 14 , -0.0
Manuf_0075 , 0.0 , 19 , -0.0
Manuf_0076 , 0.0 , 12 , -0.0
Manuf_0077 , 0.0 , 9 , -0.0
Manuf_0078 , 0.0 , 7 , -0.0
Manuf_0079 , 0.0 , 13 , -0.0
Manuf_0080 , 0.0 , 17 , -0.0
Manuf_0081 , 0.0 , 12 , -0.0
Manuf_0082 , 0.0 , 17 , -0.0
Manuf_0083 , 0.0 , 17 , -0.0
Manuf_0084 , 0.0 , 11 , -0.0
Manuf_0085 , 0.0 , 19 , -0.0
Manuf_0086 , 0.0 , 17 , -0.0
Manuf_0087 , 0.0 , 18 , -0.0
Manuf_0088 , 0.0 , 12 , -0.0
Manuf_0089 , 0.0 , 14 , -0.0
Manuf_0090 , 0.0 , 10 , -0.0
Manuf_0091 , 0.0 , 16 , -0.0
Manuf_0092 , 0.0 , 18 , -0.0
Manuf_0093 , 0.0 , 16 , -0.0
Manuf_0094 , 0.0 , 9 , -0.0
Manuf_0095 , 0.0 , 13 , -0.0
Manuf_0096 , 0.0 , 13 , -0.0
Manuf_0097 , 0.0 , 12 , -0.0
Manuf_0098 , 0.0 , 18 , -0.0
