Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 0.6848361492156982 ,seconds
------
The SC has, 154 , nodes and,  224 edges.
------
The value of the objective using Pyomo is, 91336.88 
stage, SI, time, S
Dist_0001 , 1.17 , 8 , 1.4
Retail_0001 , 1.45 , 0 , 0.67
Dist_0002 , 0.91 , 3 , 0.77
Retail_0002 , 0.81 , 0 , 0.38
Dist_0003 , 1.03 , 3 , 0.83
Retail_0003 , 0.87 , 0 , 0.41
Dist_0004 , 1.51 , 3 , 0.98
Retail_0004 , 1.02 , 0 , 0.47
Dist_0005 , 0.69 , 4 , 0.8
Retail_0005 , 0.83 , 0 , 0.39
Dist_0006 , 1.0 , 1 , 0.58
Retail_0006 , 0.61 , 0 , 0.28
Dist_0007 , 1.03 , 11 , 1.64
Retail_0007 , 1.7 , 0 , 0.77
Dist_0008 , 0.91 , 3 , 0.77
Retail_0008 , 0.81 , 0 , 0.37
Dist_0009 , 1.24 , 7 , 1.31
Retail_0009 , 1.35 , 0 , 0.62
Dist_0010 , 2.11 , 0 , 0.8
Retail_0010 , 0.83 , 0 , 0.39
Dist_0011 , 1.68 , 1 , 0.79
Retail_0011 , 0.82 , 0 , 0.39
Dist_0012 , 1.06 , 8 , 1.35
Retail_0012 , 1.39 , 0 , 0.64
Dist_0013 , 0.67 , 3 , 0.17
Trans_0020 , 0.2 , 6 , 0.6
Dist_0014 , 0.05 , 12 , 0.7
Trans_0021 , 0.73 , 6 , 0.6
Dist_0015 , 0.04 , 4 , 0.51
Retail_0013 , 0.54 , 0 , 0.3
Dist_0016 , 0.73 , 6 , 1.0
Retail_0014 , 1.04 , 0 , 0.5
Dist_0017 , 0.82 , 6 , 1.05
Retail_0015 , 1.09 , 0 , 0.53
Dist_0018 , 0.3 , 7 , 0.94
Retail_0016 , 0.98 , 0 , 0.48
Dist_0019 , 0.13 , 9 , 1.08
Retail_0017 , 1.12 , 0 , 0.55
Dist_0020 , 0.13 , 8 , 0.98
Retail_0018 , 1.02 , 0 , 0.5
Dist_0021 , 1.32 , 2 , 0.81
Retail_0019 , 0.84 , 0 , 0.41
Dist_0022 , 1.39 , 2 , 0.82
Retail_0020 , 0.85 , 0 , 0.42
Dist_0023 , 0.29 , 6 , 0.86
Retail_0021 , 0.9 , 0 , 0.44
Dist_0024 , 0.28 , 1 , 0.34
Retail_0022 , 0.37 , 0 , 0.15
Dist_0025 , 0.26 , 6 , 0.86
Retail_0023 , 0.9 , 0 , 0.43
Dist_0026 , 0.26 , 3 , 0.57
Retail_0024 , 0.61 , 0 , 0.29
Dist_0027 , 1.62 , 5 , 1.29
Retail_0025 , 1.33 , 0 , 0.65
Dist_0028 , 1.21 , 7 , 0.84
Trans_0022 , 0.89 , 2 , 0.03
Dist_0029 , 0.63 , 1 , 0.37
Retail_0026 , 0.39 , 0 , 0.36
Dist_0030 , 0.64 , 4 , 0.77
Retail_0027 , 0.8 , 0 , 0.39
Dist_0031 , 0.06 , 12 , 1.36
Retail_0028 , 1.42 , 0 , 0.69
Manuf_0001 , 3.09 , 6 , 1.13
Manuf_0002 , 2.03 , 4 , 0.87
Manuf_0003 , 3.01 , 2 , 0.99
Manuf_0004 , 2.06 , 10 , 1.46
Manuf_0005 , 2.23 , 2 , 0.66
Manuf_0006 , 2.79 , 1 , 0.97
