Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 2.179661989212036 ,seconds
------
The SC has, 706 , nodes and,  908 edges.
------
The value of the objective using Pyomo is, 14349726.69 
stage, SI, time, S
Dist_0001 , 0.07 , 2.27 , 0.0
Retail_0001 , 0.05 , 4.98 , -0.0
Retail_0002 , 0.05 , 5.04 , -0.0
Retail_0003 , 0.04 , 3.91 , -0.0
Retail_0004 , 0.04 , 4.1 , -0.0
Retail_0005 , 0.05 , 5.24 , -0.0
Retail_0006 , 0.05 , 4.07 , -0.0
Retail_0007 , 0.05 , 4.03 , -0.0
Retail_0008 , 0.05 , 5.02 , -0.0
Retail_0009 , 0.04 , 3.59 , -0.0
Retail_0010 , 0.04 , 3.32 , -0.0
Retail_0011 , 0.04 , 3.72 , -0.0
Retail_0012 , 0.05 , 4.51 , -0.0
Retail_0013 , 0.04 , 3.63 , -0.0
Retail_0014 , 0.04 , 3.74 , -0.0
Retail_0015 , 0.04 , 3.74 , -0.0
Retail_0016 , 0.05 , 4.73 , -0.0
Retail_0017 , 0.05 , 5.22 , -0.0
Retail_0018 , 0.04 , 3.53 , -0.0
Retail_0019 , 0.05 , 3.91 , -0.0
Dist_0002 , 0.1 , 1.89 , 0.0
Retail_0020 , 0.05 , 3.38 , -0.0
Retail_0021 , 0.05 , 3.61 , -0.0
Retail_0022 , 0.05 , 3.78 , -0.0
Retail_0023 , 0.05 , 3.84 , -0.0
Retail_0024 , 0.05 , 4.55 , -0.0
Retail_0025 , 0.05 , 4.8 , -0.0
Retail_0026 , 0.04 , 3.26 , -0.0
Retail_0027 , 0.05 , 4.61 , -0.0
Retail_0028 , 0.05 , 4.48 , -0.0
Retail_0029 , 0.05 , 3.92 , -0.0
Retail_0030 , 0.05 , 5.04 , -0.0
Retail_0031 , 0.05 , 4.92 , -0.0
Retail_0032 , 0.05 , 4.73 , -0.0
Retail_0033 , 0.05 , 4.75 , -0.0
Retail_0034 , 0.05 , 4.3 , -0.0
Retail_0035 , 0.05 , 4.01 , -0.0
Retail_0036 , 0.05 , 4.49 , -0.0
Retail_0037 , 0.05 , 3.87 , -0.0
Retail_0038 , 0.05 , 4.47 , -0.0
Dist_0003 , 0.06 , 2.6 , 0.0
Retail_0039 , 0.05 , 4.86 , -0.0
Retail_0040 , 0.05 , 4.78 , -0.0
Retail_0041 , 0.04 , 4.35 , -0.0
Retail_0042 , 0.04 , 4.01 , -0.0
Retail_0043 , 0.05 , 4.31 , -0.0
Retail_0044 , 0.04 , 4.85 , -0.0
Retail_0045 , 0.04 , 4.16 , -0.0
Retail_0046 , 0.04 , 3.63 , -0.0
Retail_0047 , 0.04 , 3.68 , -0.0
Retail_0048 , 0.04 , 4.12 , -0.0
Retail_0049 , 0.04 , 3.58 , -0.0
Retail_0050 , 0.04 , 3.72 , -0.0
Retail_0051 , 0.05 , 4.84 , -0.0
Retail_0052 , 0.05 , 4.18 , -0.0
Retail_0053 , 0.05 , 5.1 , -0.0
Retail_0054 , 0.04 , 4.03 , -0.0
Retail_0055 , 0.05 , 5.11 , -0.0
Retail_0056 , 0.05 , 4.41 , -0.0
Retail_0057 , 0.04 , 4.35 , -0.0
Dist_0004 , 0.09 , 2.2 , 0.0
Retail_0058 , 0.05 , 4.66 , -0.0
Retail_0059 , 0.05 , 4.86 , -0.0
Retail_0060 , 0.05 , 4.55 , -0.0
Retail_0061 , 0.05 , 3.59 , -0.0
Retail_0062 , 0.04 , 3.36 , -0.0
Retail_0063 , 0.05 , 3.76 , -0.0
Retail_0064 , 0.05 , 5.2 , -0.0
Retail_0065 , 0.05 , 3.81 , -0.0
Retail_0066 , 0.05 , 4.24 , -0.0
Retail_0067 , 0.05 , 4.54 , -0.0
Retail_0068 , 0.05 , 4.7 , -0.0
Retail_0069 , 0.05 , 4.54 , -0.0
Retail_0070 , 0.04 , 3.7 , -0.0
Retail_0071 , 0.05 , 3.56 , -0.0
Retail_0072 , 0.05 , 4.96 , -0.0
Retail_0073 , 0.05 , 5.04 , -0.0
Retail_0074 , 0.05 , 3.52 , -0.0
Retail_0075 , 0.05 , 3.76 , -0.0
Retail_0076 , 0.05 , 4.01 , -0.0
Dist_0005 , 0.08 , 2.09 , 0.0
Retail_0077 , 0.05 , 4.38 , -0.0
Retail_0078 , 0.05 , 4.23 , -0.0
Retail_0079 , 0.05 , 4.42 , -0.0
Retail_0080 , 0.05 , 4.06 , -0.0
Retail_0081 , 0.05 , 4.69 , -0.0
Retail_0082 , 0.05 , 3.74 , -0.0
Retail_0083 , 0.05 , 4.11 , -0.0
Retail_0084 , 0.05 , 4.36 , -0.0
Retail_0085 , 0.05 , 4.56 , -0.0
Retail_0086 , 0.04 , 3.35 , -0.0
Retail_0087 , 0.05 , 4.49 , -0.0
Retail_0088 , 0.05 , 4.3 , -0.0
Retail_0089 , 0.04 , 3.66 , -0.0
Retail_0090 , 0.05 , 4.06 , -0.0
Retail_0091 , 0.05 , 5.1 , -0.0
Retail_0092 , 0.05 , 4.76 , -0.0
Retail_0093 , 0.05 , 5.14 , -0.0
Retail_0094 , 0.04 , 3.6 , -0.0
Retail_0095 , 0.04 , 3.58 , -0.0
Dist_0006 , 0.07 , 2.31 , 0.0
Retail_0096 , 0.05 , 5.03 , -0.0
Retail_0097 , 0.05 , 3.85 , -0.0
Retail_0098 , 0.05 , 4.78 , -0.0
Retail_0099 , 0.05 , 4.46 , -0.0
Retail_0100 , 0.04 , 3.85 , -0.0
Retail_0101 , 0.05 , 4.05 , -0.0
Retail_0102 , 0.05 , 4.68 , -0.0
Retail_0103 , 0.05 , 4.83 , -0.0
Retail_0104 , 0.05 , 3.84 , -0.0
Retail_0105 , 0.05 , 4.3 , -0.0
Retail_0106 , 0.05 , 3.61 , -0.0
Retail_0107 , 0.05 , 5.26 , -0.0
Retail_0108 , 0.05 , 4.35 , -0.0
Retail_0109 , 0.05 , 3.72 , -0.0
Retail_0110 , 0.05 , 3.83 , -0.0
Retail_0111 , 0.05 , 4.33 , -0.0
Retail_0112 , 0.05 , 5.15 , -0.0
Retail_0113 , 0.05 , 3.91 , -0.0
Retail_0114 , 0.05 , 4.87 , -0.0
Dist_0007 , 0.11 , 1.88 , 0.0
Retail_0115 , 0.04 , 4.03 , -0.0
Retail_0116 , 0.04 , 4.35 , -0.0
Retail_0117 , 0.05 , 4.82 , -0.0
Retail_0118 , 0.05 , 4.77 , -0.0
Retail_0119 , 0.05 , 4.39 , -0.0
Retail_0120 , 0.04 , 3.7 , -0.0
Retail_0121 , 0.05 , 4.79 , -0.0
Retail_0122 , 0.04 , 4.4 , -0.0
Retail_0123 , 0.05 , 4.02 , -0.0
Retail_0124 , 0.04 , 3.37 , -0.0
Retail_0125 , 0.04 , 3.62 , -0.0
Retail_0126 , 0.04 , 4.15 , -0.0
Retail_0127 , 0.04 , 3.61 , -0.0
Retail_0128 , 0.04 , 4.17 , -0.0
Retail_0129 , 0.04 , 4.59 , -0.0
Retail_0130 , 0.04 , 3.94 , -0.0
Retail_0131 , 0.05 , 4.76 , -0.0
Retail_0132 , 0.04 , 3.8 , -0.0
Retail_0133 , 0.04 , 3.63 , -0.0
Dist_0008 , 0.08 , 2.19 , 0.0
Retail_0134 , 0.05 , 4.26 , -0.0
Retail_0135 , 0.05 , 4.09 , -0.0
Retail_0136 , 0.04 , 3.59 , -0.0
Retail_0137 , 0.05 , 4.22 , -0.0
Retail_0138 , 0.05 , 4.99 , -0.0
Retail_0139 , 0.04 , 3.52 , -0.0
Retail_0140 , 0.04 , 4.85 , -0.0
Retail_0141 , 0.04 , 3.43 , -0.0
Retail_0142 , 0.04 , 3.56 , -0.0
Retail_0143 , 0.05 , 4.72 , -0.0
Retail_0144 , 0.05 , 4.25 , -0.0
Retail_0145 , 0.05 , 3.96 , -0.0
Retail_0146 , 0.04 , 3.8 , -0.0
Retail_0147 , 0.05 , 4.4 , -0.0
Retail_0148 , 0.05 , 3.38 , -0.0
Retail_0149 , 0.05 , 4.04 , -0.0
Retail_0150 , 0.05 , 4.77 , -0.0
Retail_0151 , 0.05 , 3.89 , -0.0
Retail_0152 , 0.05 , 3.61 , -0.0
Dist_0009 , 0.08 , 2.05 , 0.0
Retail_0153 , 0.05 , 3.44 , -0.0
Retail_0154 , 0.05 , 3.77 , -0.0
Retail_0155 , 0.05 , 4.95 , -0.0
Retail_0156 , 0.05 , 3.55 , -0.0
Retail_0157 , 0.05 , 3.58 , -0.0
Retail_0158 , 0.05 , 4.07 , -0.0
Retail_0159 , 0.05 , 4.38 , -0.0
Retail_0160 , 0.05 , 4.06 , -0.0
Retail_0161 , 0.05 , 3.76 , -0.0
Retail_0162 , 0.05 , 3.84 , -0.0
Retail_0163 , 0.05 , 4.55 , -0.0
Retail_0164 , 0.05 , 4.52 , -0.0
Retail_0165 , 0.05 , 4.16 , -0.0
Retail_0166 , 0.05 , 4.72 , -0.0
Retail_0167 , 0.05 , 3.93 , -0.0
Retail_0168 , 0.05 , 5.05 , -0.0
Retail_0169 , 0.05 , 4.34 , -0.0
Retail_0170 , 0.05 , 4.05 , -0.0
Retail_0171 , 0.05 , 3.89 , -0.0
Dist_0010 , 0.06 , 2.54 , 0.0
Retail_0172 , 0.05 , 4.03 , -0.0
Retail_0173 , 0.05 , 5.42 , -0.0
Retail_0174 , 0.04 , 3.46 , -0.0
Retail_0175 , 0.05 , 4.7 , -0.0
Retail_0176 , 0.05 , 3.88 , -0.0
Retail_0177 , 0.05 , 4.03 , -0.0
Retail_0178 , 0.05 , 4.21 , -0.0
Retail_0179 , 0.05 , 4.23 , -0.0
Retail_0180 , 0.05 , 4.23 , -0.0
Retail_0181 , 0.05 , 4.01 , -0.0
Retail_0182 , 0.05 , 4.49 , -0.0
Retail_0183 , 0.05 , 3.75 , -0.0
Retail_0184 , 0.05 , 4.28 , -0.0
Retail_0185 , 0.05 , 4.1 , -0.0
Retail_0186 , 0.05 , 5.05 , -0.0
Retail_0187 , 0.05 , 4.41 , -0.0
Retail_0188 , 0.05 , 5.19 , -0.0
Retail_0189 , 0.05 , 3.84 , -0.0
Retail_0190 , 0.05 , 4.19 , -0.0
Dist_0011 , 0.11 , 1.93 , 0.0
Retail_0191 , 0.05 , 4.5 , -0.0
Retail_0192 , 0.05 , 5.06 , -0.0
Retail_0193 , 0.04 , 3.25 , -0.0
Retail_0194 , 0.05 , 4.43 , -0.0
Retail_0195 , 0.04 , 3.75 , -0.0
Retail_0196 , 0.04 , 4.77 , -0.0
Retail_0197 , 0.05 , 4.74 , -0.0
Retail_0198 , 0.04 , 4.59 , -0.0
Retail_0199 , 0.04 , 4.61 , -0.0
Retail_0200 , 0.04 , 3.56 , -0.0
Retail_0201 , 0.05 , 3.73 , -0.0
Retail_0202 , 0.04 , 4.77 , -0.0
Retail_0203 , 0.04 , 4.63 , -0.0
Retail_0204 , 0.05 , 4.01 , -0.0
Retail_0205 , 0.05 , 5.19 , -0.0
Retail_0206 , 0.05 , 4.99 , -0.0
Retail_0207 , 0.04 , 3.63 , -0.0
Retail_0208 , 0.04 , 3.46 , -0.0
Retail_0209 , 0.04 , 4.17 , -0.0
Dist_0012 , 0.07 , 2.28 , 0.0
Retail_0210 , 0.04 , 3.81 , -0.0
Retail_0211 , 0.05 , 4.64 , -0.0
Retail_0212 , 0.05 , 5.02 , -0.0
Retail_0213 , 0.05 , 3.34 , -0.0
Retail_0214 , 0.05 , 4.15 , -0.0
Retail_0215 , 0.04 , 4.78 , -0.0
Retail_0216 , 0.04 , 3.45 , -0.0
Retail_0217 , 0.05 , 4.55 , -0.0
Retail_0218 , 0.04 , 4.35 , -0.0
Retail_0219 , 0.05 , 4.33 , -0.0
Retail_0220 , 0.04 , 3.59 , -0.0
Retail_0221 , 0.05 , 5.44 , -0.0
Retail_0222 , 0.05 , 4.12 , -0.0
Retail_0223 , 0.05 , 4.38 , -0.0
Retail_0224 , 0.05 , 3.96 , -0.0
Retail_0225 , 0.05 , 5.47 , -0.0
Retail_0226 , 0.05 , 3.86 , -0.0
Retail_0227 , 0.05 , 3.97 , -0.0
Retail_0228 , 0.04 , 3.89 , -0.0
Dist_0013 , 0.08 , 2.31 , 0.0
Retail_0229 , 0.05 , 4.63 , -0.0
Retail_0230 , 0.05 , 4.17 , -0.0
Retail_0231 , 0.05 , 4.09 , -0.0
Retail_0232 , 0.05 , 4.39 , -0.0
Retail_0233 , 0.05 , 3.74 , -0.0
Retail_0234 , 0.05 , 3.61 , -0.0
Retail_0235 , 0.05 , 4.43 , -0.0
Retail_0236 , 0.05 , 4.47 , -0.0
Retail_0237 , 0.05 , 4.6 , -0.0
Retail_0238 , 0.05 , 4.67 , -0.0
Retail_0239 , 0.05 , 4.61 , -0.0
Retail_0240 , 0.05 , 4.27 , -0.0
Retail_0241 , 0.05 , 4.18 , -0.0
Retail_0242 , 0.05 , 4.96 , -0.0
Retail_0243 , 0.05 , 4.34 , -0.0
Retail_0244 , 0.05 , 5.5 , -0.0
Retail_0245 , 0.05 , 5.06 , -0.0
Retail_0246 , 0.05 , 4.84 , -0.0
Retail_0247 , 0.05 , 3.51 , -0.0
Dist_0014 , 0.07 , 2.23 , 0.0
Retail_0248 , 0.04 , 3.4 , -0.0
Retail_0249 , 0.04 , 3.35 , -0.0
Retail_0250 , 0.04 , 4.41 , -0.0
Retail_0251 , 0.05 , 4.88 , -0.0
Retail_0252 , 0.05 , 4.81 , -0.0
Retail_0253 , 0.05 , 4.33 , -0.0
Retail_0254 , 0.05 , 4.27 , -0.0
Retail_0255 , 0.04 , 3.57 , -0.0
Retail_0256 , 0.05 , 4.66 , -0.0
Retail_0257 , 0.04 , 3.45 , -0.0
Retail_0258 , 0.04 , 4.36 , -0.0
Retail_0259 , 0.05 , 4.41 , -0.0
Retail_0260 , 0.05 , 4.25 , -0.0
Retail_0261 , 0.04 , 4.61 , -0.0
Retail_0262 , 0.04 , 4.9 , -0.0
Retail_0263 , 0.05 , 5.49 , -0.0
Retail_0264 , 0.05 , 5.0 , -0.0
Retail_0265 , 0.05 , 4.42 , -0.0
Retail_0266 , 0.04 , 3.6 , -0.0
Dist_0015 , 0.07 , 2.31 , 0.0
Retail_0267 , 0.05 , 5.07 , -0.0
Retail_0268 , 0.05 , 4.56 , -0.0
Retail_0269 , 0.04 , 3.76 , -0.0
Retail_0270 , 0.04 , 4.94 , -0.0
Retail_0271 , 0.04 , 3.4 , -0.0
Retail_0272 , 0.04 , 4.77 , -0.0
Retail_0273 , 0.04 , 4.18 , -0.0
Retail_0274 , 0.04 , 4.4 , -0.0
Retail_0275 , 0.04 , 3.97 , -0.0
Retail_0276 , 0.05 , 3.78 , -0.0
Retail_0277 , 0.05 , 4.03 , -0.0
Retail_0278 , 0.04 , 3.66 , -0.0
Retail_0279 , 0.04 , 4.41 , -0.0
Retail_0280 , 0.05 , 4.45 , -0.0
Retail_0281 , 0.04 , 3.74 , -0.0
Retail_0282 , 0.05 , 4.71 , -0.0
Retail_0283 , 0.05 , 4.63 , -0.0
Retail_0284 , 0.04 , 3.61 , -0.0
Retail_0285 , 0.04 , 3.64 , -0.0
Dist_0016 , 0.06 , 1.8 , 0.0
Retail_0286 , 0.05 , 4.84 , -0.0
Retail_0287 , 0.05 , 5.26 , -0.0
Retail_0288 , 0.05 , 4.05 , -0.0
Retail_0289 , 0.04 , 3.27 , -0.0
Retail_0290 , 0.05 , 4.41 , -0.0
Retail_0291 , 0.04 , 3.92 , -0.0
Retail_0292 , 0.05 , 4.53 , -0.0
Retail_0293 , 0.04 , 4.37 , -0.0
Retail_0294 , 0.04 , 4.29 , -0.0
Retail_0295 , 0.04 , 4.6 , -0.0
Retail_0296 , 0.04 , 4.37 , -0.0
Retail_0297 , 0.05 , 4.15 , -0.0
Retail_0298 , 0.05 , 4.6 , -0.0
Retail_0299 , 0.04 , 4.04 , -0.0
Retail_0300 , 0.04 , 3.82 , -0.0
Retail_0301 , 0.05 , 3.82 , -0.0
Retail_0302 , 0.05 , 5.26 , -0.0
Retail_0303 , 0.05 , 4.72 , -0.0
Retail_0304 , 0.05 , 4.46 , -0.0
Dist_0017 , 0.07 , 2.43 , 0.0
Retail_0305 , 0.04 , 4.2 , -0.0
Retail_0306 , 0.04 , 4.15 , -0.0
Retail_0307 , 0.04 , 3.89 , -0.0
Retail_0308 , 0.04 , 3.47 , -0.0
Retail_0309 , 0.04 , 3.67 , -0.0
Retail_0310 , 0.04 , 3.87 , -0.0
Retail_0311 , 0.04 , 4.0 , -0.0
Retail_0312 , 0.04 , 3.48 , -0.0
Retail_0313 , 0.04 , 4.75 , -0.0
Retail_0314 , 0.04 , 4.07 , -0.0
Retail_0315 , 0.04 , 4.18 , -0.0
Retail_0316 , 0.05 , 4.47 , -0.0
Retail_0317 , 0.04 , 3.6 , -0.0
Retail_0318 , 0.04 , 3.85 , -0.0
Retail_0319 , 0.04 , 3.64 , -0.0
Retail_0320 , 0.04 , 4.44 , -0.0
Retail_0321 , 0.04 , 4.43 , -0.0
Retail_0322 , 0.05 , 4.48 , -0.0
Retail_0323 , 0.05 , 4.25 , -0.0
Dist_0018 , 0.07 , 2.35 , 0.0
Retail_0324 , 0.05 , 3.77 , -0.0
Retail_0325 , 0.04 , 3.83 , -0.0
Retail_0326 , 0.05 , 4.02 , -0.0
Retail_0327 , 0.05 , 4.51 , -0.0
Retail_0328 , 0.04 , 3.55 , -0.0
Retail_0329 , 0.05 , 4.34 , -0.0
Retail_0330 , 0.05 , 4.13 , -0.0
Retail_0331 , 0.05 , 3.85 , -0.0
