Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 0.23929715156555176 ,seconds
------
The SC has, 28 , nodes and,  28 edges.
------
The value of the objective using Pyomo is, 259.30 
stage, SI, time, S
Manuf_0001 , 0.0 , 53 , 0.0
Trans_0001 , 0.0 , 2 , 1.99
Manuf_0002 , 0.0 , 60 , 0.0
Trans_0002 , 0.0 , 2 , 1.99
Manuf_0003 , 0.0 , 53 , 0.0
Trans_0003 , 0.0 , 2 , 1.99
Manuf_0004 , 0.0 , 53 , 0.0
Trans_0004 , 0.0 , 2 , 1.99
Manuf_0005 , 0.0 , 60 , 0.0
Trans_0005 , 0.0 , 2 , 1.99
Manuf_0006 , 0.0 , 53 , 0.0
Trans_0006 , 0.0 , 2 , 1.99
Manuf_0007 , 1.99 , 20 , -0.0
Dist_0001 , -0.0 , 9 , 0.0
Dist_0002 , -0.0 , 2 , 0.0
Dist_0003 , 0.0 , 14 , 0.0
Manuf_0008 , 1.99 , 20 , -0.0
Dist_0004 , -0.0 , 9 , 0.0
Dist_0005 , -0.0 , 2 , 0.0
Dist_0006 , 0.0 , 14 , 0.0
Manuf_0009 , 1.99 , 18 , -0.0
Dist_0007 , -0.0 , 9 , 0.0
Dist_0008 , -0.0 , 2 , 0.0
Dist_0009 , 0.0 , 14 , 0.0
Manuf_0010 , 1.99 , 18 , -0.0
Dist_0010 , -0.0 , 9 , 0.0
Dist_0011 , -0.0 , 2 , 0.0
Dist_0012 , 0.0 , 14 , 0.0
