Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 2 , 1 , 1 , 6
Trans_0001 , 2 , 1 , 1 , 5
Manuf_0002 , 2 , 1 , 1 , 6
Trans_0002 , 2 , 1 , 1 , 5
Manuf_0003 , 2 , 1 , 1 , 6
Trans_0003 , 2 , 1 , 1 , 5
Manuf_0004 , 2 , 1 , 1 , 6
Trans_0004 , 2 , 1 , 1 , 5
Manuf_0005 , 2 , 1 , 1 , 5
Manuf_0007 , 4 , 3 , 1 , 4
Manuf_0006 , 2 , 1 , 1 , 5
Manuf_0008 , 4 , 3 , 1 , 4
Manuf_0009 , 4 , 1 , 3 , 3
Manuf_0010 , 4 , 1 , 3 , 3
Manuf_0011 , 202 , 194 , 8 , 2
Manuf_0014 , 192 , 189 , 3 , 2
Manuf_0015 , 204 , 195 , 9 , 2
Manuf_0023 , 158 , 153 , 5 , 2
Manuf_0025 , 164 , 155 , 9 , 2
Manuf_0026 , 167 , 156 , 11 , 2
Manuf_0049 , 4 , 2 , 2 , 1
Manuf_0050 , 1 , 1 , 0 , 1
Manuf_0051 , 3 , 2 , 1 , 1
Manuf_0053 , 4 , 2 , 2 , 1
Manuf_0060 , 4 , 2 , 2 , 1
Manuf_0080 , 3 , 2 , 1 , 1
Manuf_0082 , 5 , 2 , 3 , 1
Manuf_0083 , 5 , 2 , 3 , 1
Manuf_0012 , 23 , 20 , 3 , 2
Manuf_0052 , 2 , 2 , 0 , 1
Manuf_0054 , 2 , 2 , 0 , 1
Manuf_0013 , 26 , 24 , 2 , 2
Manuf_0055 , 4 , 2 , 2 , 1
Manuf_0061 , 4 , 2 , 2 , 1
Manuf_0056 , 3 , 2 , 1 , 1
Manuf_0057 , 3 , 2 , 1 , 1
Manuf_0058 , 4 , 2 , 2 , 1
Manuf_0059 , 4 , 2 , 2 , 1
Manuf_0062 , 4 , 2 , 2 , 1
Manuf_0063 , 4 , 2 , 2 , 1
Manuf_0081 , 3 , 2 , 1 , 1
Manuf_0091 , 2 , 2 , 0 , 1
Manuf_0016 , 25 , 24 , 1 , 2
Manuf_0017 , 26 , 25 , 1 , 2
Manuf_0018 , 26 , 25 , 1 , 2
Manuf_0019 , 26 , 25 , 1 , 2
Manuf_0020 , 26 , 25 , 1 , 2
Manuf_0021 , 33 , 30 , 3 , 2
Manuf_0022 , 41 , 40 , 1 , 2
Manuf_0064 , 4 , 2 , 2 , 1
Manuf_0069 , 4 , 2 , 2 , 1
Manuf_0074 , 4 , 2 , 2 , 1
Manuf_0077 , 4 , 2 , 2 , 1
Manuf_0078 , 4 , 2 , 2 , 1
Manuf_0024 , 23 , 20 , 3 , 2
Manuf_0065 , 4 , 2 , 2 , 1
Manuf_0066 , 4 , 2 , 2 , 1
Manuf_0070 , 4 , 2 , 2 , 1
Manuf_0075 , 4 , 2 , 2 , 1
Manuf_0079 , 4 , 2 , 2 , 1
Manuf_0084 , 3 , 2 , 1 , 1
Manuf_0088 , 5 , 2 , 3 , 1
Manuf_0089 , 3 , 2 , 1 , 1
Manuf_0090 , 4 , 2 , 2 , 1
Manuf_0093 , 2 , 2 , 0 , 1
Manuf_0067 , 2 , 2 , 0 , 1
Manuf_0068 , 2 , 2 , 0 , 1
Manuf_0071 , 4 , 2 , 2 , 1
Manuf_0072 , 4 , 2 , 2 , 1
Manuf_0073 , 4 , 2 , 2 , 1
Manuf_0076 , 4 , 2 , 2 , 1
Manuf_0085 , 3 , 2 , 1 , 1
Manuf_0086 , 3 , 2 , 1 , 1
Manuf_0087 , 3 , 2 , 1 , 1
Manuf_0092 , 2 , 2 , 0 , 1
Manuf_0027 , 25 , 24 , 1 , 2
Manuf_0028 , 25 , 23 , 2 , 2
Manuf_0029 , 28 , 25 , 3 , 2
Manuf_0030 , 26 , 25 , 1 , 2
Manuf_0031 , 26 , 25 , 1 , 2
Manuf_0032 , 33 , 30 , 3 , 2
Manuf_0033 , 39 , 38 , 1 , 2
Manuf_0034 , 36 , 35 , 1 , 2
Manuf_0035 , 38 , 37 , 1 , 2
Manuf_0036 , 39 , 38 , 1 , 2
Manuf_0037 , 41 , 40 , 1 , 2
Manuf_0038 , 27 , 26 , 1 , 2
Manuf_0039 , 22 , 21 , 1 , 2
Manuf_0040 , 41 , 40 , 1 , 2
Manuf_0041 , 42 , 41 , 1 , 2
Manuf_0042 , 42 , 41 , 1 , 2
Manuf_0043 , 39 , 38 , 1 , 2
Manuf_0044 , 22 , 21 , 1 , 2
Manuf_0045 , 27 , 26 , 1 , 2
Manuf_0046 , 28 , 27 , 1 , 2
Manuf_0047 , 39 , 38 , 1 , 2
Manuf_0048 , 7 , 6 , 1 , 2
Retail_0016 , 1 , 1 , 0 , 0
Retail_0017 , 1 , 1 , 0 , 0
Retail_0018 , 1 , 1 , 0 , 0
Retail_0019 , 1 , 1 , 0 , 0
Retail_0020 , 1 , 1 , 0 , 0
Retail_0021 , 1 , 1 , 0 , 0
Retail_0022 , 1 , 1 , 0 , 0
Retail_0023 , 1 , 1 , 0 , 0
Retail_0024 , 1 , 1 , 0 , 0
Retail_0025 , 1 , 1 , 0 , 0
Retail_0026 , 1 , 1 , 0 , 0
Retail_0027 , 1 , 1 , 0 , 0
Retail_0028 , 1 , 1 , 0 , 0
Retail_0029 , 1 , 1 , 0 , 0
Retail_0030 , 1 , 1 , 0 , 0
Retail_0031 , 1 , 1 , 0 , 0
Retail_0032 , 1 , 1 , 0 , 0
Retail_0033 , 1 , 1 , 0 , 0
Retail_0034 , 1 , 1 , 0 , 0
Retail_0035 , 1 , 1 , 0 , 0
Retail_0036 , 1 , 1 , 0 , 0
Retail_0037 , 1 , 1 , 0 , 0
Retail_0038 , 1 , 1 , 0 , 0
Retail_0039 , 1 , 1 , 0 , 0
Retail_0040 , 1 , 1 , 0 , 0
Retail_0041 , 1 , 1 , 0 , 0
