Stage , Degree , In_Edges , Out_Edges , Depth
Dist_0001 , 5 , 1 , 4 , 2
Manuf_0002 , 6 , 4 , 2 , 1
Manuf_0003 , 6 , 4 , 2 , 1
Manuf_0004 , 6 , 4 , 2 , 1
Manuf_0005 , 6 , 4 , 2 , 1
Manuf_0001 , 7 , 6 , 1 , 3
Retail_0001 , 1 , 1 , 0 , 0
Retail_0002 , 1 , 1 , 0 , 0
Retail_0003 , 1 , 1 , 0 , 0
Retail_0004 , 1 , 1 , 0 , 0
Retail_0005 , 1 , 1 , 0 , 0
Retail_0006 , 1 , 1 , 0 , 0
Retail_0007 , 1 , 1 , 0 , 0
Retail_0008 , 1 , 1 , 0 , 0
Part_0001 , 1 , 0 , 1 , 4
Part_0002 , 1 , 0 , 1 , 4
Part_0003 , 1 , 0 , 1 , 4
Part_0004 , 1 , 0 , 1 , 4
Part_0005 , 1 , 0 , 1 , 4
Part_0006 , 1 , 0 , 1 , 4
Part_0007 , 1 , 0 , 1 , 2
Part_0008 , 2 , 0 , 2 , 2
Part_0009 , 1 , 0 , 1 , 2
Part_0010 , 4 , 0 , 4 , 2
Part_0011 , 1 , 0 , 1 , 2
Part_0012 , 2 , 0 , 2 , 2
Part_0013 , 1 , 0 , 1 , 2
