Stage , Degree , In_Edges , Out_Edges , Depth
Dist_0001 , 4 , 1 , 3 , 6
Dist_0002 , 12 , 1 , 11 , 5
Dist_0003 , 4 , 1 , 3 , 5
Retail_0001 , 1 , 1 , 0 , 5
Manuf_0003 , 2 , 1 , 1 , 4
Manuf_0004 , 2 , 1 , 1 , 4
Manuf_0005 , 2 , 1 , 1 , 4
Manuf_0006 , 2 , 1 , 1 , 4
Manuf_0007 , 2 , 1 , 1 , 4
Manuf_0008 , 2 , 1 , 1 , 4
Manuf_0009 , 2 , 1 , 1 , 4
Manuf_0010 , 2 , 1 , 1 , 4
Manuf_0011 , 2 , 1 , 1 , 4
Manuf_0012 , 2 , 1 , 1 , 4
Manuf_0013 , 2 , 1 , 1 , 4
Manuf_0014 , 34 , 1 , 33 , 4
Manuf_0015 , 32 , 1 , 31 , 4
Manuf_0016 , 25 , 1 , 24 , 4
Manuf_0001 , 1 , 0 , 1 , 8
Manuf_0002 , 2 , 1 , 1 , 7
Trans_0001 , 4 , 1 , 3 , 3
Retail_0002 , 1 , 1 , 0 , 3
Retail_0003 , 1 , 1 , 0 , 3
Retail_0004 , 1 , 1 , 0 , 3
Retail_0005 , 1 , 1 , 0 , 3
Retail_0006 , 1 , 1 , 0 , 3
Retail_0007 , 1 , 1 , 0 , 3
Retail_0008 , 1 , 1 , 0 , 3
Retail_0009 , 1 , 1 , 0 , 3
Retail_0010 , 1 , 1 , 0 , 3
Retail_0011 , 1 , 1 , 0 , 3
Manuf_0017 , 2 , 1 , 1 , 3
Manuf_0018 , 2 , 1 , 1 , 3
Manuf_0019 , 2 , 1 , 1 , 3
Manuf_0020 , 2 , 1 , 1 , 3
Manuf_0021 , 2 , 1 , 1 , 3
Manuf_0022 , 2 , 1 , 1 , 3
Manuf_0023 , 2 , 1 , 1 , 3
Manuf_0024 , 2 , 1 , 1 , 3
Manuf_0025 , 2 , 1 , 1 , 3
Manuf_0026 , 2 , 1 , 1 , 3
Manuf_0027 , 2 , 1 , 1 , 3
Manuf_0028 , 2 , 1 , 1 , 3
Manuf_0029 , 2 , 1 , 1 , 3
Manuf_0030 , 2 , 1 , 1 , 3
Manuf_0031 , 2 , 1 , 1 , 3
Manuf_0032 , 2 , 1 , 1 , 3
Manuf_0033 , 2 , 1 , 1 , 3
Manuf_0034 , 2 , 1 , 1 , 3
Manuf_0035 , 2 , 1 , 1 , 3
Manuf_0036 , 2 , 1 , 1 , 3
Manuf_0037 , 2 , 1 , 1 , 3
Manuf_0038 , 2 , 1 , 1 , 3
Manuf_0039 , 2 , 1 , 1 , 3
Manuf_0040 , 2 , 1 , 1 , 3
Manuf_0041 , 2 , 1 , 1 , 3
Manuf_0042 , 2 , 1 , 1 , 3
Manuf_0043 , 2 , 1 , 1 , 3
Manuf_0044 , 2 , 1 , 1 , 3
Manuf_0045 , 2 , 1 , 1 , 3
Manuf_0046 , 2 , 1 , 1 , 3
Manuf_0047 , 2 , 1 , 1 , 3
Manuf_0048 , 2 , 1 , 1 , 3
Retail_0012 , 1 , 1 , 0 , 3
Manuf_0049 , 2 , 1 , 1 , 3
Manuf_0050 , 2 , 1 , 1 , 3
Manuf_0051 , 2 , 1 , 1 , 3
Manuf_0052 , 2 , 1 , 1 , 3
Manuf_0053 , 2 , 1 , 1 , 3
Manuf_0054 , 2 , 1 , 1 , 3
Manuf_0055 , 2 , 1 , 1 , 3
Manuf_0056 , 2 , 1 , 1 , 3
Manuf_0057 , 2 , 1 , 1 , 3
Manuf_0058 , 2 , 1 , 1 , 3
Manuf_0059 , 2 , 1 , 1 , 3
Manuf_0060 , 2 , 1 , 1 , 3
Manuf_0061 , 2 , 1 , 1 , 3
Manuf_0062 , 2 , 1 , 1 , 3
Manuf_0063 , 2 , 1 , 1 , 3
Manuf_0064 , 2 , 1 , 1 , 3
Manuf_0065 , 2 , 1 , 1 , 3
Manuf_0066 , 2 , 1 , 1 , 3
Manuf_0067 , 2 , 1 , 1 , 3
Manuf_0068 , 2 , 1 , 1 , 3
Manuf_0069 , 2 , 1 , 1 , 3
Manuf_0070 , 2 , 1 , 1 , 3
Manuf_0071 , 2 , 1 , 1 , 3
Manuf_0072 , 2 , 1 , 1 , 3
Manuf_0073 , 2 , 1 , 1 , 3
Manuf_0074 , 2 , 1 , 1 , 3
Manuf_0075 , 2 , 1 , 1 , 3
Manuf_0076 , 2 , 1 , 1 , 3
Manuf_0077 , 2 , 1 , 1 , 3
Retail_0013 , 1 , 1 , 0 , 3
Retail_0014 , 1 , 1 , 0 , 3
Manuf_0078 , 2 , 1 , 1 , 3
Manuf_0079 , 2 , 1 , 1 , 3
Manuf_0080 , 2 , 1 , 1 , 3
Manuf_0081 , 2 , 1 , 1 , 3
Manuf_0082 , 2 , 1 , 1 , 3
Manuf_0083 , 2 , 1 , 1 , 3
Manuf_0084 , 2 , 1 , 1 , 3
Manuf_0085 , 2 , 1 , 1 , 3
Manuf_0086 , 2 , 1 , 1 , 3
Manuf_0087 , 2 , 1 , 1 , 3
Manuf_0088 , 2 , 1 , 1 , 3
Manuf_0089 , 2 , 1 , 1 , 3
Manuf_0090 , 2 , 1 , 1 , 3
Manuf_0091 , 2 , 1 , 1 , 3
Manuf_0092 , 2 , 1 , 1 , 3
Manuf_0093 , 2 , 1 , 1 , 3
Manuf_0094 , 2 , 1 , 1 , 3
Manuf_0095 , 2 , 1 , 1 , 3
Manuf_0096 , 2 , 1 , 1 , 3
Manuf_0097 , 2 , 1 , 1 , 3
Manuf_0098 , 2 , 1 , 1 , 3
Manuf_0099 , 2 , 1 , 1 , 3
Retail_0015 , 1 , 1 , 0 , 3
Retail_0016 , 1 , 1 , 0 , 3
Retail_0017 , 1 , 1 , 0 , 2
Retail_0018 , 1 , 1 , 0 , 2
Retail_0019 , 1 , 1 , 0 , 2
Retail_0020 , 1 , 1 , 0 , 2
Retail_0021 , 1 , 1 , 0 , 2
Retail_0022 , 1 , 1 , 0 , 2
Retail_0023 , 1 , 1 , 0 , 2
Retail_0024 , 1 , 1 , 0 , 2
Retail_0025 , 1 , 1 , 0 , 2
Retail_0026 , 1 , 1 , 0 , 2
Retail_0027 , 1 , 1 , 0 , 2
Retail_0028 , 1 , 1 , 0 , 2
Retail_0029 , 1 , 1 , 0 , 2
Retail_0030 , 1 , 1 , 0 , 2
Retail_0031 , 1 , 1 , 0 , 2
Retail_0032 , 1 , 1 , 0 , 2
Retail_0033 , 1 , 1 , 0 , 2
Retail_0034 , 1 , 1 , 0 , 2
Retail_0035 , 1 , 1 , 0 , 2
Retail_0036 , 1 , 1 , 0 , 2
Retail_0037 , 1 , 1 , 0 , 2
Retail_0038 , 1 , 1 , 0 , 2
Retail_0039 , 1 , 1 , 0 , 2
Retail_0040 , 1 , 1 , 0 , 2
Retail_0041 , 1 , 1 , 0 , 2
Retail_0042 , 1 , 1 , 0 , 2
Retail_0043 , 1 , 1 , 0 , 2
Retail_0044 , 1 , 1 , 0 , 2
Retail_0045 , 1 , 1 , 0 , 2
Retail_0046 , 1 , 1 , 0 , 2
Retail_0047 , 1 , 1 , 0 , 2
Retail_0048 , 1 , 1 , 0 , 2
Retail_0049 , 1 , 1 , 0 , 2
Retail_0050 , 1 , 1 , 0 , 2
Retail_0051 , 1 , 1 , 0 , 2
Retail_0052 , 1 , 1 , 0 , 2
Retail_0053 , 1 , 1 , 0 , 2
Retail_0054 , 1 , 1 , 0 , 2
Retail_0055 , 1 , 1 , 0 , 2
Retail_0056 , 1 , 1 , 0 , 2
Retail_0057 , 1 , 1 , 0 , 2
Retail_0058 , 1 , 1 , 0 , 2
Retail_0059 , 1 , 1 , 0 , 2
Retail_0060 , 1 , 1 , 0 , 2
Retail_0061 , 1 , 1 , 0 , 2
Retail_0062 , 1 , 1 , 0 , 2
Retail_0063 , 1 , 1 , 0 , 2
Retail_0064 , 1 , 1 , 0 , 2
Retail_0065 , 1 , 1 , 0 , 2
Retail_0066 , 1 , 1 , 0 , 2
Retail_0067 , 1 , 1 , 0 , 2
Retail_0068 , 1 , 1 , 0 , 2
Retail_0069 , 1 , 1 , 0 , 2
Retail_0070 , 1 , 1 , 0 , 2
Retail_0071 , 1 , 1 , 0 , 2
Retail_0072 , 1 , 1 , 0 , 2
Retail_0073 , 1 , 1 , 0 , 2
Retail_0074 , 1 , 1 , 0 , 2
Retail_0075 , 1 , 1 , 0 , 2
Retail_0076 , 1 , 1 , 0 , 2
Retail_0077 , 1 , 1 , 0 , 2
Retail_0078 , 1 , 1 , 0 , 2
Retail_0079 , 1 , 1 , 0 , 2
Retail_0080 , 1 , 1 , 0 , 2
Retail_0081 , 1 , 1 , 0 , 2
Retail_0082 , 1 , 1 , 0 , 2
Retail_0083 , 1 , 1 , 0 , 2
Retail_0084 , 1 , 1 , 0 , 2
Retail_0085 , 1 , 1 , 0 , 2
Retail_0086 , 1 , 1 , 0 , 2
Retail_0087 , 1 , 1 , 0 , 2
Retail_0088 , 1 , 1 , 0 , 2
Retail_0089 , 1 , 1 , 0 , 2
Retail_0090 , 1 , 1 , 0 , 2
Retail_0091 , 1 , 1 , 0 , 2
Retail_0092 , 1 , 1 , 0 , 2
Retail_0093 , 1 , 1 , 0 , 2
Retail_0094 , 1 , 1 , 0 , 2
Retail_0095 , 1 , 1 , 0 , 2
Retail_0096 , 1 , 1 , 0 , 2
Retail_0097 , 1 , 1 , 0 , 2
Retail_0098 , 1 , 1 , 0 , 2
Retail_0099 , 1 , 1 , 0 , 2
Manuf_0100 , 2 , 1 , 1 , 1
Retail_0100 , 1 , 1 , 0 , 0
Manuf_0101 , 2 , 1 , 1 , 1
Retail_0101 , 1 , 1 , 0 , 0
Manuf_0102 , 2 , 1 , 1 , 1
Retail_0102 , 1 , 1 , 0 , 0
Manuf_0103 , 2 , 1 , 1 , 1
Retail_0103 , 1 , 1 , 0 , 0
Manuf_0104 , 2 , 1 , 1 , 1
Retail_0104 , 1 , 1 , 0 , 0
Manuf_0105 , 2 , 1 , 1 , 1
Retail_0105 , 1 , 1 , 0 , 0
Manuf_0106 , 2 , 1 , 1 , 1
Retail_0106 , 1 , 1 , 0 , 0
Manuf_0107 , 2 , 1 , 1 , 1
Retail_0107 , 1 , 1 , 0 , 0
Manuf_0108 , 2 , 1 , 1 , 1
Retail_0108 , 1 , 1 , 0 , 0
Manuf_0109 , 3 , 2 , 1 , 1
Retail_0109 , 1 , 1 , 0 , 0
Manuf_0110 , 2 , 1 , 1 , 1
Retail_0110 , 1 , 1 , 0 , 0
Manuf_0111 , 2 , 1 , 1 , 1
Retail_0111 , 1 , 1 , 0 , 0
Manuf_0112 , 2 , 1 , 1 , 1
Retail_0112 , 1 , 1 , 0 , 0
Manuf_0113 , 2 , 1 , 1 , 1
Retail_0113 , 1 , 1 , 0 , 0
Manuf_0114 , 2 , 1 , 1 , 1
Retail_0114 , 1 , 1 , 0 , 0
Manuf_0115 , 2 , 1 , 1 , 1
Retail_0115 , 1 , 1 , 0 , 0
Manuf_0116 , 2 , 1 , 1 , 1
Retail_0116 , 1 , 1 , 0 , 0
Manuf_0117 , 2 , 1 , 1 , 1
Retail_0117 , 1 , 1 , 0 , 0
Manuf_0118 , 2 , 1 , 1 , 1
Retail_0118 , 1 , 1 , 0 , 0
Manuf_0119 , 2 , 1 , 1 , 1
Retail_0119 , 1 , 1 , 0 , 0
Manuf_0120 , 2 , 1 , 1 , 1
Retail_0120 , 1 , 1 , 0 , 0
Manuf_0121 , 2 , 1 , 1 , 1
Retail_0121 , 1 , 1 , 0 , 0
Manuf_0122 , 2 , 1 , 1 , 1
Retail_0122 , 1 , 1 , 0 , 0
Manuf_0123 , 2 , 1 , 1 , 1
Retail_0123 , 1 , 1 , 0 , 0
Trans_0002 , 11 , 1 , 10 , 2
Trans_0003 , 8 , 1 , 7 , 2
Trans_0004 , 9 , 1 , 8 , 2
