Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 39 , 36 , 3 , 1
Manuf_0037 , 125 , 125 , 0 , 0
Manuf_0039 , 118 , 118 , 0 , 0
Manuf_0040 , 117 , 117 , 0 , 0
Manuf_0002 , 77 , 76 , 1 , 1
Manuf_0020 , 117 , 117 , 0 , 0
Manuf_0003 , 22 , 19 , 3 , 1
Manuf_0033 , 126 , 126 , 0 , 0
Manuf_0034 , 126 , 126 , 0 , 0
Manuf_0035 , 126 , 126 , 0 , 0
Manuf_0004 , 82 , 79 , 3 , 1
Manuf_0030 , 15 , 15 , 0 , 0
Manuf_0031 , 15 , 15 , 0 , 0
Manuf_0032 , 15 , 15 , 0 , 0
Manuf_0005 , 23 , 22 , 1 , 1
Manuf_0055 , 118 , 118 , 0 , 0
Part_0001 , 6 , 0 , 6 , 1
Manuf_0042 , 21 , 21 , 0 , 0
Manuf_0043 , 28 , 28 , 0 , 0
Manuf_0044 , 21 , 21 , 0 , 0
Manuf_0045 , 21 , 21 , 0 , 0
Manuf_0046 , 43 , 43 , 0 , 0
Manuf_0053 , 51 , 51 , 0 , 0
Part_0002 , 1 , 0 , 1 , 1
Part_0003 , 32 , 0 , 32 , 2
Manuf_0013 , 31 , 31 , 0 , 0
Manuf_0014 , 30 , 30 , 0 , 0
Manuf_0015 , 43 , 43 , 0 , 0
Manuf_0016 , 51 , 51 , 0 , 0
Manuf_0017 , 156 , 156 , 0 , 0
Manuf_0018 , 90 , 90 , 0 , 0
Manuf_0019 , 90 , 90 , 0 , 0
Manuf_0021 , 91 , 91 , 0 , 0
Manuf_0022 , 93 , 93 , 0 , 0
Manuf_0024 , 141 , 141 , 0 , 0
Manuf_0025 , 138 , 138 , 0 , 0
Manuf_0027 , 141 , 141 , 0 , 0
Manuf_0036 , 119 , 119 , 0 , 0
Manuf_0038 , 113 , 113 , 0 , 0
Manuf_0041 , 153 , 153 , 0 , 0
Manuf_0048 , 140 , 140 , 0 , 0
Manuf_0049 , 129 , 129 , 0 , 0
Manuf_0050 , 131 , 131 , 0 , 0
Manuf_0051 , 89 , 89 , 0 , 0
Manuf_0052 , 90 , 90 , 0 , 0
Manuf_0054 , 114 , 114 , 0 , 0
Manuf_0056 , 102 , 102 , 0 , 0
Manuf_0057 , 105 , 105 , 0 , 0
Part_0004 , 6 , 0 , 6 , 1
Part_0005 , 6 , 0 , 6 , 1
Part_0006 , 1 , 0 , 1 , 1
Manuf_0007 , 12 , 12 , 0 , 0
Part_0007 , 1 , 0 , 1 , 1
Part_0008 , 1 , 0 , 1 , 1
Part_0009 , 2 , 0 , 2 , 1
Part_0010 , 1 , 0 , 1 , 1
Part_0011 , 30 , 0 , 30 , 1
Part_0012 , 1 , 0 , 1 , 1
Part_0013 , 1 , 0 , 1 , 1
Part_0014 , 3 , 0 , 3 , 1
Part_0015 , 2 , 0 , 2 , 1
Part_0016 , 2 , 0 , 2 , 1
Part_0017 , 2 , 0 , 2 , 1
Part_0018 , 1 , 0 , 1 , 1
Part_0019 , 2 , 0 , 2 , 1
Part_0020 , 1 , 0 , 1 , 1
Part_0021 , 1 , 0 , 1 , 1
Part_0022 , 2 , 0 , 2 , 1
Part_0023 , 2 , 0 , 2 , 1
Part_0024 , 2 , 0 , 2 , 1
Part_0025 , 1 , 0 , 1 , 1
Part_0026 , 1 , 0 , 1 , 1
Part_0027 , 2 , 0 , 2 , 1
Part_0028 , 2 , 0 , 2 , 1
Manuf_0009 , 25 , 25 , 0 , 0
Manuf_0010 , 22 , 22 , 0 , 0
Part_0029 , 2 , 0 , 2 , 1
Part_0030 , 3 , 0 , 3 , 1
Part_0031 , 1 , 0 , 1 , 1
Manuf_0058 , 63 , 63 , 0 , 0
Part_0032 , 1 , 0 , 1 , 1
Part_0033 , 30 , 0 , 30 , 1
Part_0034 , 32 , 0 , 32 , 2
Part_0035 , 1 , 0 , 1 , 1
Manuf_0011 , 19 , 19 , 0 , 0
Part_0036 , 1 , 0 , 1 , 1
Part_0037 , 3 , 0 , 3 , 1
Part_0038 , 1 , 0 , 1 , 1
Part_0039 , 3 , 0 , 3 , 1
Part_0040 , 1 , 0 , 1 , 1
Part_0041 , 1 , 0 , 1 , 1
Part_0042 , 1 , 0 , 1 , 1
Part_0043 , 1 , 0 , 1 , 1
Part_0044 , 2 , 0 , 2 , 1
Part_0045 , 1 , 0 , 1 , 1
Part_0046 , 1 , 0 , 1 , 1
Manuf_0006 , 19 , 19 , 0 , 0
Part_0047 , 1 , 0 , 1 , 1
Part_0048 , 1 , 0 , 1 , 1
Part_0049 , 1 , 0 , 1 , 1
Part_0050 , 1 , 0 , 1 , 1
Manuf_0028 , 11 , 11 , 0 , 0
Part_0051 , 2 , 0 , 2 , 1
Part_0052 , 4 , 0 , 4 , 2
Part_0053 , 2 , 0 , 2 , 1
Part_0054 , 2 , 0 , 2 , 1
Part_0055 , 2 , 0 , 2 , 1
Part_0056 , 2 , 0 , 2 , 1
Part_0057 , 2 , 0 , 2 , 1
Part_0058 , 2 , 0 , 2 , 1
Part_0059 , 1 , 0 , 1 , 1
Part_0060 , 1 , 0 , 1 , 2
Part_0061 , 1 , 0 , 1 , 1
Part_0062 , 1 , 0 , 1 , 1
Part_0063 , 1 , 0 , 1 , 1
Part_0064 , 1 , 0 , 1 , 1
Part_0065 , 1 , 0 , 1 , 1
Part_0066 , 1 , 0 , 1 , 1
Part_0067 , 2 , 0 , 2 , 1
Part_0068 , 2 , 0 , 2 , 1
Part_0069 , 2 , 0 , 2 , 1
Part_0070 , 1 , 0 , 1 , 1
Part_0071 , 1 , 0 , 1 , 1
Manuf_0029 , 18 , 18 , 0 , 0
Part_0072 , 1 , 0 , 1 , 1
Part_0073 , 1 , 0 , 1 , 1
Manuf_0008 , 6 , 6 , 0 , 0
Part_0074 , 1 , 0 , 1 , 1
Part_0075 , 2 , 0 , 2 , 1
Part_0076 , 2 , 0 , 2 , 1
Part_0077 , 1 , 0 , 1 , 1
Part_0078 , 2 , 0 , 2 , 1
Part_0079 , 1 , 0 , 1 , 1
Part_0080 , 2 , 0 , 2 , 1
Part_0081 , 1 , 0 , 1 , 1
Part_0082 , 1 , 0 , 1 , 1
Part_0083 , 1 , 0 , 1 , 1
Part_0084 , 5 , 0 , 5 , 1
Part_0085 , 2 , 0 , 2 , 1
Part_0086 , 1 , 0 , 1 , 1
Part_0087 , 1 , 0 , 1 , 1
Part_0088 , 1 , 0 , 1 , 1
Part_0089 , 3 , 0 , 3 , 1
Part_0090 , 1 , 0 , 1 , 1
Part_0091 , 1 , 0 , 1 , 1
Manuf_0026 , 30 , 30 , 0 , 0
Part_0092 , 1 , 0 , 1 , 1
Part_0093 , 1 , 0 , 1 , 1
Part_0094 , 1 , 0 , 1 , 1
Part_0095 , 1 , 0 , 1 , 1
Part_0096 , 1 , 0 , 1 , 1
Part_0097 , 2 , 0 , 2 , 1
Part_0098 , 2 , 0 , 2 , 1
Part_0099 , 2 , 0 , 2 , 1
Part_0100 , 1 , 0 , 1 , 1
Part_0101 , 3 , 0 , 3 , 1
Part_0102 , 1 , 0 , 1 , 1
Part_0103 , 1 , 0 , 1 , 1
Part_0104 , 1 , 0 , 1 , 1
Part_0105 , 3 , 0 , 3 , 1
Part_0106 , 3 , 0 , 3 , 1
Part_0107 , 1 , 0 , 1 , 1
Part_0108 , 1 , 0 , 1 , 1
Part_0109 , 1 , 0 , 1 , 1
Part_0110 , 1 , 0 , 1 , 1
Part_0111 , 2 , 0 , 2 , 1
Part_0112 , 2 , 0 , 2 , 1
Part_0113 , 3 , 0 , 3 , 1
Part_0114 , 1 , 0 , 1 , 1
Part_0115 , 1 , 0 , 1 , 1
Part_0116 , 1 , 0 , 1 , 1
Part_0117 , 1 , 0 , 1 , 1
Part_0118 , 1 , 0 , 1 , 1
Part_0119 , 1 , 0 , 1 , 1
Part_0120 , 1 , 0 , 1 , 1
Part_0121 , 1 , 0 , 1 , 1
Part_0122 , 1 , 0 , 1 , 1
Part_0123 , 1 , 0 , 1 , 1
Part_0124 , 1 , 0 , 1 , 1
Part_0125 , 1 , 0 , 1 , 1
Part_0126 , 1 , 0 , 1 , 1
Part_0127 , 1 , 0 , 1 , 1
Part_0128 , 1 , 0 , 1 , 1
Part_0129 , 1 , 0 , 1 , 1
Part_0130 , 1 , 0 , 1 , 1
Part_0131 , 1 , 0 , 1 , 1
Part_0132 , 1 , 0 , 1 , 1
Part_0133 , 6 , 0 , 6 , 1
Part_0134 , 2 , 0 , 2 , 1
Part_0135 , 4 , 0 , 4 , 1
Part_0136 , 1 , 0 , 1 , 1
Part_0137 , 1 , 0 , 1 , 1
Part_0138 , 1 , 0 , 1 , 1
Part_0139 , 1 , 0 , 1 , 2
Part_0140 , 1 , 0 , 1 , 1
Part_0141 , 2 , 0 , 2 , 1
Part_0142 , 1 , 0 , 1 , 1
Part_0143 , 1 , 0 , 1 , 2
Part_0144 , 1 , 0 , 1 , 1
Part_0145 , 1 , 0 , 1 , 2
Part_0146 , 1 , 0 , 1 , 1
Part_0147 , 1 , 0 , 1 , 1
Manuf_0023 , 14 , 14 , 0 , 0
Part_0148 , 1 , 0 , 1 , 1
Part_0149 , 1 , 0 , 1 , 1
Part_0150 , 2 , 0 , 2 , 1
Part_0151 , 1 , 0 , 1 , 1
Part_0152 , 1 , 0 , 1 , 2
Part_0153 , 1 , 0 , 1 , 1
Part_0154 , 2 , 0 , 2 , 1
Part_0155 , 1 , 0 , 1 , 1
Part_0156 , 2 , 0 , 2 , 1
Part_0157 , 1 , 0 , 1 , 1
Part_0158 , 2 , 0 , 2 , 1
Part_0159 , 3 , 0 , 3 , 1
Part_0160 , 1 , 0 , 1 , 2
Part_0161 , 2 , 0 , 2 , 1
Part_0162 , 3 , 0 , 3 , 1
Part_0163 , 1 , 0 , 1 , 1
Part_0164 , 1 , 0 , 1 , 1
Part_0165 , 1 , 0 , 1 , 1
Part_0166 , 1 , 0 , 1 , 1
Part_0167 , 2 , 0 , 2 , 1
Part_0168 , 4 , 0 , 4 , 1
Part_0169 , 1 , 0 , 1 , 1
Part_0170 , 2 , 0 , 2 , 1
Part_0171 , 2 , 0 , 2 , 1
Part_0172 , 1 , 0 , 1 , 1
Part_0173 , 26 , 0 , 26 , 2
Part_0174 , 26 , 0 , 26 , 2
Part_0175 , 1 , 0 , 1 , 1
Part_0176 , 1 , 0 , 1 , 1
Part_0177 , 3 , 0 , 3 , 1
Part_0178 , 4 , 0 , 4 , 1
Part_0179 , 17 , 0 , 17 , 1
Part_0180 , 25 , 0 , 25 , 2
Part_0181 , 5 , 0 , 5 , 1
Part_0182 , 6 , 0 , 6 , 1
Part_0183 , 2 , 0 , 2 , 1
Part_0184 , 2 , 0 , 2 , 1
Part_0185 , 8 , 0 , 8 , 1
Part_0186 , 2 , 0 , 2 , 1
Part_0187 , 1 , 0 , 1 , 1
Part_0188 , 1 , 0 , 1 , 1
Part_0189 , 2 , 0 , 2 , 1
Part_0190 , 2 , 0 , 2 , 1
Part_0191 , 2 , 0 , 2 , 1
Part_0192 , 2 , 0 , 2 , 1
Part_0193 , 2 , 0 , 2 , 1
Part_0194 , 2 , 0 , 2 , 1
Part_0195 , 1 , 0 , 1 , 1
Part_0196 , 1 , 0 , 1 , 1
Part_0197 , 1 , 0 , 1 , 1
Part_0198 , 2 , 0 , 2 , 1
Part_0199 , 2 , 0 , 2 , 1
Part_0200 , 2 , 0 , 2 , 1
Part_0201 , 1 , 0 , 1 , 1
Part_0202 , 1 , 0 , 1 , 1
Part_0203 , 27 , 0 , 27 , 2
Part_0204 , 7 , 0 , 7 , 1
Part_0205 , 14 , 0 , 14 , 2
Part_0206 , 2 , 0 , 2 , 1
Part_0207 , 2 , 0 , 2 , 1
Part_0208 , 6 , 0 , 6 , 1
Part_0209 , 10 , 0 , 10 , 1
Part_0210 , 2 , 0 , 2 , 1
Part_0211 , 1 , 0 , 1 , 1
Part_0212 , 1 , 0 , 1 , 1
Part_0213 , 2 , 0 , 2 , 1
Part_0214 , 4 , 0 , 4 , 1
Part_0215 , 6 , 0 , 6 , 2
Part_0216 , 3 , 0 , 3 , 1
Part_0217 , 7 , 0 , 7 , 1
Part_0218 , 2 , 0 , 2 , 1
Part_0219 , 9 , 0 , 9 , 1
Part_0220 , 3 , 0 , 3 , 2
Part_0221 , 19 , 0 , 19 , 2
