Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 11 , 10 , 1 , 1
Retail_0001 , 1 , 1 , 0 , 0
Manuf_0002 , 11 , 10 , 1 , 1
Retail_0002 , 1 , 1 , 0 , 0
Manuf_0003 , 10 , 9 , 1 , 1
Retail_0003 , 1 , 1 , 0 , 0
Manuf_0004 , 11 , 10 , 1 , 1
Retail_0004 , 1 , 1 , 0 , 0
Manuf_0005 , 11 , 10 , 1 , 1
Retail_0005 , 1 , 1 , 0 , 0
Manuf_0006 , 11 , 10 , 1 , 1
Retail_0006 , 1 , 1 , 0 , 0
Part_0001 , 1 , 0 , 1 , 3
Trans_0001 , 7 , 1 , 6 , 2
Part_0002 , 1 , 0 , 1 , 3
Trans_0002 , 3 , 1 , 2 , 2
Part_0003 , 1 , 0 , 1 , 3
Trans_0003 , 3 , 1 , 2 , 2
Part_0004 , 1 , 0 , 1 , 3
Trans_0004 , 3 , 1 , 2 , 2
Part_0005 , 1 , 0 , 1 , 3
Trans_0005 , 4 , 1 , 3 , 2
Part_0006 , 1 , 0 , 1 , 3
Trans_0006 , 4 , 1 , 3 , 2
Part_0007 , 1 , 0 , 1 , 3
Trans_0007 , 6 , 1 , 5 , 2
Part_0008 , 1 , 0 , 1 , 3
Trans_0008 , 7 , 1 , 6 , 2
Part_0009 , 1 , 0 , 1 , 3
Trans_0009 , 7 , 1 , 6 , 2
Part_0010 , 1 , 0 , 1 , 3
Trans_0010 , 7 , 1 , 6 , 2
Part_0011 , 1 , 0 , 1 , 3
Trans_0011 , 7 , 1 , 6 , 2
Part_0012 , 1 , 0 , 1 , 3
Trans_0012 , 7 , 1 , 6 , 2
Part_0013 , 1 , 0 , 1 , 3
Trans_0013 , 7 , 1 , 6 , 2
