Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 7 , 6 , 1 , 3
Trans_0001 , 2 , 1 , 1 , 2
Manuf_0002 , 11 , 6 , 5 , 3
Trans_0002 , 2 , 1 , 1 , 2
Trans_0003 , 2 , 1 , 1 , 2
Trans_0004 , 2 , 1 , 1 , 2
Trans_0005 , 2 , 1 , 1 , 2
Trans_0006 , 2 , 1 , 1 , 2
Manuf_0003 , 13 , 6 , 7 , 3
Trans_0007 , 2 , 1 , 1 , 2
Trans_0008 , 2 , 1 , 1 , 2
Trans_0009 , 2 , 1 , 1 , 2
Trans_0010 , 2 , 1 , 1 , 2
Trans_0011 , 2 , 1 , 1 , 2
Trans_0012 , 2 , 1 , 1 , 2
Trans_0013 , 2 , 1 , 1 , 2
Manuf_0004 , 10 , 6 , 4 , 3
Trans_0014 , 2 , 1 , 1 , 2
Trans_0015 , 2 , 1 , 1 , 2
Trans_0016 , 2 , 1 , 1 , 2
Trans_0017 , 2 , 1 , 1 , 2
Manuf_0005 , 10 , 8 , 2 , 3
Trans_0018 , 2 , 1 , 1 , 2
Trans_0021 , 2 , 1 , 1 , 2
Manuf_0006 , 13 , 8 , 5 , 3
Trans_0019 , 2 , 1 , 1 , 2
Trans_0020 , 2 , 1 , 1 , 2
Trans_0022 , 2 , 1 , 1 , 2
Trans_0023 , 2 , 1 , 1 , 2
Trans_0024 , 2 , 1 , 1 , 2
Manuf_0007 , 9 , 7 , 2 , 3
Trans_0025 , 2 , 1 , 1 , 2
Trans_0028 , 2 , 1 , 1 , 2
Manuf_0008 , 12 , 7 , 5 , 3
Trans_0026 , 2 , 1 , 1 , 2
Trans_0027 , 2 , 1 , 1 , 2
Trans_0029 , 2 , 1 , 1 , 2
Trans_0030 , 2 , 1 , 1 , 2
Trans_0031 , 2 , 1 , 1 , 2
Manuf_0009 , 12 , 8 , 4 , 3
Trans_0032 , 2 , 1 , 1 , 2
Trans_0033 , 2 , 1 , 1 , 2
Trans_0034 , 2 , 1 , 1 , 2
Trans_0035 , 2 , 1 , 1 , 2
Manuf_0010 , 11 , 7 , 4 , 3
Trans_0036 , 2 , 1 , 1 , 2
Trans_0037 , 2 , 1 , 1 , 2
Trans_0038 , 2 , 1 , 1 , 2
Trans_0039 , 2 , 1 , 1 , 2
Manuf_0011 , 10 , 8 , 2 , 3
Trans_0040 , 2 , 1 , 1 , 2
Trans_0041 , 2 , 1 , 1 , 2
Manuf_0012 , 10 , 8 , 2 , 3
Trans_0042 , 2 , 1 , 1 , 2
Trans_0043 , 2 , 1 , 1 , 2
Manuf_0013 , 9 , 7 , 2 , 3
Trans_0044 , 2 , 1 , 1 , 2
Trans_0047 , 2 , 1 , 1 , 2
Manuf_0014 , 12 , 7 , 5 , 3
Trans_0045 , 2 , 1 , 1 , 2
Trans_0046 , 2 , 1 , 1 , 2
Trans_0048 , 2 , 1 , 1 , 2
Trans_0049 , 2 , 1 , 1 , 2
Trans_0050 , 2 , 1 , 1 , 2
Manuf_0015 , 8 , 6 , 2 , 3
Trans_0051 , 2 , 1 , 1 , 2
Trans_0052 , 3 , 2 , 1 , 2
Manuf_0016 , 9 , 6 , 3 , 3
Trans_0053 , 2 , 1 , 1 , 2
Trans_0054 , 2 , 1 , 1 , 2
Manuf_0017 , 6 , 5 , 1 , 1
Retail_0001 , 1 , 1 , 0 , 0
Manuf_0018 , 16 , 4 , 12 , 1
Retail_0002 , 1 , 1 , 0 , 0
Retail_0003 , 1 , 1 , 0 , 0
Retail_0004 , 1 , 1 , 0 , 0
Retail_0005 , 1 , 1 , 0 , 0
Retail_0006 , 1 , 1 , 0 , 0
Retail_0007 , 1 , 1 , 0 , 0
Retail_0008 , 1 , 1 , 0 , 0
Retail_0009 , 1 , 1 , 0 , 0
Retail_0010 , 1 , 1 , 0 , 0
Retail_0011 , 1 , 1 , 0 , 0
Retail_0012 , 1 , 1 , 0 , 0
Retail_0013 , 1 , 1 , 0 , 0
Manuf_0019 , 18 , 4 , 14 , 1
Retail_0014 , 1 , 1 , 0 , 0
Retail_0015 , 1 , 1 , 0 , 0
Retail_0016 , 1 , 1 , 0 , 0
Retail_0017 , 1 , 1 , 0 , 0
Retail_0018 , 1 , 1 , 0 , 0
Retail_0019 , 1 , 1 , 0 , 0
Retail_0020 , 1 , 1 , 0 , 0
Retail_0021 , 1 , 1 , 0 , 0
Retail_0022 , 1 , 1 , 0 , 0
Retail_0023 , 1 , 1 , 0 , 0
Retail_0024 , 1 , 1 , 0 , 0
Retail_0025 , 1 , 1 , 0 , 0
Retail_0026 , 1 , 1 , 0 , 0
Retail_0027 , 1 , 1 , 0 , 0
Manuf_0020 , 5 , 4 , 1 , 1
Retail_0028 , 1 , 1 , 0 , 0
Manuf_0021 , 14 , 4 , 10 , 1
Retail_0029 , 1 , 1 , 0 , 0
Retail_0030 , 1 , 1 , 0 , 0
Retail_0031 , 1 , 1 , 0 , 0
Retail_0032 , 1 , 1 , 0 , 0
Retail_0033 , 1 , 1 , 0 , 0
Retail_0034 , 1 , 1 , 0 , 0
Retail_0035 , 1 , 1 , 0 , 0
Retail_0036 , 1 , 1 , 0 , 0
Retail_0037 , 1 , 1 , 0 , 0
Retail_0038 , 1 , 1 , 0 , 0
Manuf_0022 , 9 , 4 , 5 , 1
Retail_0039 , 1 , 1 , 0 , 0
Retail_0040 , 1 , 1 , 0 , 0
Retail_0041 , 1 , 1 , 0 , 0
Retail_0042 , 1 , 1 , 0 , 0
Retail_0043 , 1 , 1 , 0 , 0
Manuf_0023 , 11 , 4 , 7 , 1
Retail_0044 , 1 , 1 , 0 , 0
Retail_0045 , 1 , 1 , 0 , 0
Retail_0046 , 1 , 1 , 0 , 0
Retail_0047 , 1 , 1 , 0 , 0
Retail_0048 , 1 , 1 , 0 , 0
Retail_0049 , 1 , 1 , 0 , 0
Retail_0050 , 1 , 1 , 0 , 0
Manuf_0024 , 6 , 4 , 2 , 1
Retail_0051 , 1 , 1 , 0 , 0
Retail_0052 , 1 , 1 , 0 , 0
Manuf_0025 , 5 , 4 , 1 , 1
Retail_0053 , 1 , 1 , 0 , 0
Manuf_0026 , 12 , 4 , 8 , 1
Retail_0054 , 1 , 1 , 0 , 0
Retail_0055 , 1 , 1 , 0 , 0
Retail_0056 , 1 , 1 , 0 , 0
Retail_0057 , 1 , 1 , 0 , 0
Retail_0058 , 1 , 1 , 0 , 0
Retail_0059 , 1 , 1 , 0 , 0
Retail_0060 , 1 , 1 , 0 , 0
Retail_0061 , 1 , 1 , 0 , 0
Manuf_0027 , 5 , 4 , 1 , 1
Retail_0062 , 1 , 1 , 0 , 0
Manuf_0028 , 17 , 4 , 13 , 1
Retail_0063 , 1 , 1 , 0 , 0
Retail_0064 , 1 , 1 , 0 , 0
Retail_0065 , 1 , 1 , 0 , 0
Retail_0066 , 1 , 1 , 0 , 0
Retail_0067 , 1 , 1 , 0 , 0
Retail_0068 , 1 , 1 , 0 , 0
Retail_0069 , 1 , 1 , 0 , 0
Retail_0070 , 1 , 1 , 0 , 0
Retail_0071 , 1 , 1 , 0 , 0
Retail_0072 , 1 , 1 , 0 , 0
Retail_0073 , 1 , 1 , 0 , 0
Retail_0074 , 1 , 1 , 0 , 0
Retail_0075 , 1 , 1 , 0 , 0
Manuf_0029 , 9 , 4 , 5 , 1
Retail_0076 , 1 , 1 , 0 , 0
Retail_0077 , 1 , 1 , 0 , 0
Retail_0078 , 1 , 1 , 0 , 0
Retail_0079 , 1 , 1 , 0 , 0
Retail_0080 , 1 , 1 , 0 , 0
Manuf_0030 , 5 , 4 , 1 , 1
Retail_0081 , 1 , 1 , 0 , 0
Manuf_0031 , 5 , 4 , 1 , 1
Retail_0082 , 1 , 1 , 0 , 0
Manuf_0032 , 5 , 4 , 1 , 1
Retail_0083 , 1 , 1 , 0 , 0
Manuf_0033 , 5 , 4 , 1 , 1
Retail_0084 , 1 , 1 , 0 , 0
Manuf_0034 , 17 , 4 , 13 , 1
Retail_0085 , 1 , 1 , 0 , 0
Retail_0086 , 1 , 1 , 0 , 0
Retail_0087 , 1 , 1 , 0 , 0
Retail_0088 , 1 , 1 , 0 , 0
Retail_0089 , 1 , 1 , 0 , 0
Retail_0090 , 1 , 1 , 0 , 0
Retail_0091 , 1 , 1 , 0 , 0
Retail_0092 , 1 , 1 , 0 , 0
Retail_0093 , 1 , 1 , 0 , 0
Retail_0094 , 1 , 1 , 0 , 0
Retail_0095 , 1 , 1 , 0 , 0
Retail_0096 , 1 , 1 , 0 , 0
Retail_0097 , 1 , 1 , 0 , 0
Manuf_0035 , 5 , 4 , 1 , 1
Retail_0098 , 1 , 1 , 0 , 0
Manuf_0036 , 5 , 4 , 1 , 1
Retail_0099 , 1 , 1 , 0 , 0
Manuf_0037 , 9 , 4 , 5 , 1
Retail_0100 , 1 , 1 , 0 , 0
Retail_0101 , 1 , 1 , 0 , 0
Retail_0102 , 1 , 1 , 0 , 0
Retail_0103 , 1 , 1 , 0 , 0
Retail_0104 , 1 , 1 , 0 , 0
Manuf_0038 , 5 , 4 , 1 , 1
Retail_0105 , 1 , 1 , 0 , 0
Manuf_0039 , 12 , 4 , 8 , 1
Retail_0106 , 1 , 1 , 0 , 0
Retail_0107 , 1 , 1 , 0 , 0
Retail_0108 , 1 , 1 , 0 , 0
Retail_0109 , 1 , 1 , 0 , 0
Retail_0110 , 1 , 1 , 0 , 0
Retail_0111 , 1 , 1 , 0 , 0
Retail_0112 , 1 , 1 , 0 , 0
Retail_0113 , 1 , 1 , 0 , 0
Manuf_0040 , 8 , 4 , 4 , 1
Retail_0114 , 1 , 1 , 0 , 0
Retail_0115 , 1 , 1 , 0 , 0
Retail_0116 , 1 , 1 , 0 , 0
Retail_0117 , 1 , 1 , 0 , 0
Manuf_0041 , 10 , 4 , 6 , 1
Retail_0118 , 1 , 1 , 0 , 0
Retail_0119 , 1 , 1 , 0 , 0
Retail_0120 , 1 , 1 , 0 , 0
Retail_0121 , 1 , 1 , 0 , 0
Retail_0122 , 1 , 1 , 0 , 0
Retail_0123 , 1 , 1 , 0 , 0
Manuf_0042 , 5 , 4 , 1 , 1
Retail_0124 , 1 , 1 , 0 , 0
Manuf_0043 , 6 , 4 , 2 , 1
Retail_0125 , 1 , 1 , 0 , 0
Retail_0126 , 1 , 1 , 0 , 0
Manuf_0044 , 9 , 4 , 5 , 1
Retail_0127 , 1 , 1 , 0 , 0
Retail_0128 , 1 , 1 , 0 , 0
Retail_0129 , 1 , 1 , 0 , 0
Retail_0130 , 1 , 1 , 0 , 0
Retail_0131 , 1 , 1 , 0 , 0
Manuf_0045 , 6 , 4 , 2 , 1
Retail_0132 , 1 , 1 , 0 , 0
