Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 2 , 1 , 1 , 8
Manuf_0003 , 3 , 2 , 1 , 7
Manuf_0002 , 2 , 1 , 1 , 8
Manuf_0006 , 2 , 1 , 1 , 6
Manuf_0004 , 2 , 1 , 1 , 6
Manuf_0008 , 2 , 1 , 1 , 5
Manuf_0005 , 2 , 1 , 1 , 6
Manuf_0009 , 11 , 9 , 2 , 5
Manuf_0010 , 3 , 1 , 2 , 5
Manuf_0007 , 2 , 1 , 1 , 5
Trans_0005 , 2 , 1 , 1 , 4
Trans_0008 , 2 , 1 , 1 , 4
Trans_0018 , 2 , 1 , 1 , 4
Trans_0019 , 2 , 1 , 1 , 4
Trans_0017 , 2 , 1 , 1 , 4
Trans_0028 , 2 , 1 , 1 , 4
Manuf_0011 , 2 , 1 , 1 , 4
Manuf_0015 , 2 , 1 , 1 , 3
Manuf_0012 , 2 , 1 , 1 , 4
Manuf_0018 , 4 , 3 , 1 , 3
Manuf_0013 , 2 , 1 , 1 , 4
Manuf_0039 , 4 , 3 , 1 , 3
Manuf_0014 , 4 , 3 , 1 , 3
Manuf_0043 , 32 , 29 , 3 , 2
Manuf_0016 , 5 , 4 , 1 , 3
Manuf_0017 , 4 , 3 , 1 , 3
Manuf_0019 , 2 , 1 , 1 , 3
Manuf_0020 , 2 , 1 , 1 , 3
Manuf_0021 , 2 , 1 , 1 , 3
Manuf_0022 , 2 , 1 , 1 , 3
Manuf_0023 , 2 , 1 , 1 , 3
Manuf_0024 , 2 , 1 , 1 , 3
Manuf_0025 , 2 , 1 , 1 , 3
Manuf_0026 , 2 , 1 , 1 , 3
Manuf_0027 , 2 , 1 , 1 , 3
Manuf_0028 , 2 , 1 , 1 , 3
Manuf_0029 , 2 , 1 , 1 , 3
Manuf_0044 , 32 , 29 , 3 , 2
Manuf_0030 , 2 , 1 , 1 , 3
Manuf_0031 , 2 , 1 , 1 , 3
Manuf_0032 , 2 , 1 , 1 , 3
Manuf_0033 , 2 , 1 , 1 , 3
Manuf_0034 , 2 , 1 , 1 , 3
Manuf_0035 , 2 , 1 , 1 , 3
Manuf_0036 , 2 , 1 , 1 , 3
Manuf_0037 , 2 , 1 , 1 , 3
Manuf_0038 , 2 , 1 , 1 , 3
Manuf_0040 , 4 , 3 , 1 , 3
Manuf_0041 , 5 , 4 , 1 , 3
