Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 143 , 142 , 1 , 2
Trans_0001 , 2 , 1 , 1 , 1
Manuf_0002 , 150 , 149 , 1 , 2
Trans_0002 , 2 , 1 , 1 , 1
Manuf_0003 , 142 , 141 , 1 , 2
Trans_0003 , 2 , 1 , 1 , 1
Manuf_0004 , 142 , 141 , 1 , 2
Trans_0004 , 2 , 1 , 1 , 1
Manuf_0005 , 155 , 154 , 1 , 2
Trans_0005 , 2 , 1 , 1 , 1
Manuf_0006 , 163 , 162 , 1 , 2
Trans_0006 , 2 , 1 , 1 , 1
Manuf_0007 , 155 , 154 , 1 , 2
Trans_0007 , 2 , 1 , 1 , 1
Manuf_0008 , 155 , 154 , 1 , 2
Trans_0008 , 2 , 1 , 1 , 1
Manuf_0009 , 150 , 149 , 1 , 2
Trans_0009 , 2 , 1 , 1 , 1
Manuf_0010 , 158 , 157 , 1 , 2
Trans_0010 , 2 , 1 , 1 , 1
Manuf_0011 , 150 , 149 , 1 , 2
Trans_0011 , 2 , 1 , 1 , 1
Manuf_0012 , 150 , 149 , 1 , 2
Trans_0012 , 2 , 1 , 1 , 1
Manuf_0013 , 166 , 165 , 1 , 2
Trans_0013 , 2 , 1 , 1 , 1
Manuf_0014 , 177 , 176 , 1 , 2
Trans_0014 , 2 , 1 , 1 , 1
Manuf_0015 , 166 , 165 , 1 , 2
Trans_0015 , 2 , 1 , 1 , 1
Manuf_0016 , 166 , 165 , 1 , 2
Trans_0016 , 2 , 1 , 1 , 1
Manuf_0017 , 185 , 184 , 1 , 2
Trans_0017 , 2 , 1 , 1 , 1
Manuf_0018 , 196 , 195 , 1 , 2
Trans_0018 , 2 , 1 , 1 , 1
Manuf_0019 , 185 , 184 , 1 , 2
Trans_0019 , 2 , 1 , 1 , 1
Manuf_0020 , 185 , 184 , 1 , 2
Trans_0020 , 2 , 1 , 1 , 1
Manuf_0021 , 222 , 221 , 1 , 2
Trans_0021 , 2 , 1 , 1 , 1
Manuf_0022 , 222 , 221 , 1 , 2
Trans_0022 , 2 , 1 , 1 , 1
Manuf_0023 , 233 , 232 , 1 , 2
Trans_0023 , 2 , 1 , 1 , 1
Manuf_0024 , 222 , 221 , 1 , 2
Trans_0024 , 2 , 1 , 1 , 1
Manuf_0025 , 207 , 206 , 1 , 2
Trans_0025 , 2 , 1 , 1 , 1
Manuf_0026 , 207 , 206 , 1 , 2
Trans_0026 , 2 , 1 , 1 , 1
Manuf_0027 , 166 , 165 , 1 , 2
Trans_0027 , 2 , 1 , 1 , 1
Manuf_0028 , 173 , 171 , 2 , 2
Trans_0028 , 2 , 1 , 1 , 1
Trans_0029 , 2 , 1 , 1 , 1
Manuf_0029 , 167 , 166 , 1 , 2
Trans_0030 , 2 , 1 , 1 , 1
Manuf_0030 , 208 , 199 , 9 , 2
Trans_0031 , 2 , 1 , 1 , 1
Trans_0032 , 2 , 1 , 1 , 1
Trans_0033 , 2 , 1 , 1 , 1
Trans_0034 , 2 , 1 , 1 , 1
Trans_0035 , 2 , 1 , 1 , 1
Trans_0036 , 2 , 1 , 1 , 1
Trans_0037 , 2 , 1 , 1 , 1
Trans_0038 , 2 , 1 , 1 , 1
Trans_0039 , 2 , 1 , 1 , 1
Manuf_0031 , 208 , 199 , 9 , 2
Trans_0040 , 2 , 1 , 1 , 1
Trans_0041 , 2 , 1 , 1 , 1
Trans_0042 , 2 , 1 , 1 , 1
Trans_0043 , 2 , 1 , 1 , 1
Trans_0044 , 2 , 1 , 1 , 1
Trans_0045 , 2 , 1 , 1 , 1
Trans_0046 , 2 , 1 , 1 , 1
Trans_0047 , 2 , 1 , 1 , 1
Trans_0048 , 2 , 1 , 1 , 1
Manuf_0032 , 225 , 216 , 9 , 2
Trans_0049 , 2 , 1 , 1 , 1
Trans_0050 , 2 , 1 , 1 , 1
Trans_0051 , 2 , 1 , 1 , 1
Trans_0052 , 2 , 1 , 1 , 1
Trans_0053 , 2 , 1 , 1 , 1
Trans_0054 , 2 , 1 , 1 , 1
Trans_0055 , 2 , 1 , 1 , 1
Trans_0056 , 2 , 1 , 1 , 1
Trans_0057 , 2 , 1 , 1 , 1
Manuf_0033 , 208 , 199 , 9 , 2
Trans_0058 , 2 , 1 , 1 , 1
Trans_0059 , 2 , 1 , 1 , 1
Trans_0060 , 2 , 1 , 1 , 1
Trans_0061 , 2 , 1 , 1 , 1
Trans_0062 , 2 , 1 , 1 , 1
Trans_0063 , 2 , 1 , 1 , 1
Trans_0064 , 2 , 1 , 1 , 1
Trans_0065 , 2 , 1 , 1 , 1
Trans_0066 , 2 , 1 , 1 , 1
Manuf_0034 , 195 , 186 , 9 , 2
Trans_0067 , 2 , 1 , 1 , 1
Trans_0068 , 2 , 1 , 1 , 1
Trans_0069 , 2 , 1 , 1 , 1
Trans_0070 , 2 , 1 , 1 , 1
Trans_0071 , 2 , 1 , 1 , 1
Trans_0072 , 2 , 1 , 1 , 1
Trans_0073 , 2 , 1 , 1 , 1
Trans_0074 , 2 , 1 , 1 , 1
Trans_0075 , 2 , 1 , 1 , 1
Manuf_0035 , 195 , 186 , 9 , 2
Trans_0076 , 2 , 1 , 1 , 1
Trans_0077 , 2 , 1 , 1 , 1
Trans_0078 , 2 , 1 , 1 , 1
Trans_0079 , 2 , 1 , 1 , 1
Trans_0080 , 2 , 1 , 1 , 1
Trans_0081 , 2 , 1 , 1 , 1
Trans_0082 , 2 , 1 , 1 , 1
Trans_0083 , 2 , 1 , 1 , 1
Trans_0084 , 2 , 1 , 1 , 1
Manuf_0036 , 195 , 186 , 9 , 2
Trans_0085 , 2 , 1 , 1 , 1
Trans_0086 , 2 , 1 , 1 , 1
Trans_0087 , 2 , 1 , 1 , 1
Trans_0088 , 2 , 1 , 1 , 1
Trans_0089 , 2 , 1 , 1 , 1
Trans_0090 , 2 , 1 , 1 , 1
Trans_0091 , 2 , 1 , 1 , 1
Trans_0092 , 2 , 1 , 1 , 1
Trans_0093 , 2 , 1 , 1 , 1
Manuf_0037 , 226 , 217 , 9 , 2
Trans_0094 , 2 , 1 , 1 , 1
Trans_0095 , 2 , 1 , 1 , 1
Trans_0096 , 2 , 1 , 1 , 1
Trans_0097 , 2 , 1 , 1 , 1
Trans_0098 , 2 , 1 , 1 , 1
Trans_0099 , 2 , 1 , 1 , 1
Trans_0100 , 2 , 1 , 1 , 1
Trans_0101 , 2 , 1 , 1 , 1
Trans_0102 , 2 , 1 , 1 , 1
Manuf_0038 , 227 , 218 , 9 , 2
