Stage , Degree , In_Edges , Out_Edges , Depth
Dist_0001 , 10 , 8 , 2 , 1
Dist_0112 , 1 , 1 , 0 , 0
Retail_0001 , 1 , 1 , 0 , 0
Dist_0002 , 10 , 8 , 2 , 1
Dist_0113 , 1 , 1 , 0 , 0
Retail_0002 , 1 , 1 , 0 , 0
Dist_0003 , 10 , 8 , 2 , 1
Dist_0114 , 1 , 1 , 0 , 0
Retail_0003 , 1 , 1 , 0 , 0
Dist_0004 , 10 , 8 , 2 , 1
Dist_0115 , 1 , 1 , 0 , 0
Retail_0004 , 1 , 1 , 0 , 0
Dist_0005 , 10 , 8 , 2 , 1
Dist_0116 , 1 , 1 , 0 , 0
Retail_0005 , 1 , 1 , 0 , 0
Dist_0006 , 10 , 8 , 2 , 1
Dist_0117 , 1 , 1 , 0 , 0
Retail_0006 , 1 , 1 , 0 , 0
Dist_0007 , 10 , 8 , 2 , 1
Dist_0118 , 1 , 1 , 0 , 0
Retail_0007 , 1 , 1 , 0 , 0
Dist_0008 , 10 , 8 , 2 , 1
Dist_0119 , 1 , 1 , 0 , 0
Retail_0008 , 1 , 1 , 0 , 0
Dist_0009 , 10 , 8 , 2 , 1
Dist_0120 , 1 , 1 , 0 , 0
Retail_0009 , 1 , 1 , 0 , 0
Dist_0010 , 10 , 8 , 2 , 1
Dist_0121 , 1 , 1 , 0 , 0
Retail_0010 , 1 , 1 , 0 , 0
Dist_0011 , 10 , 8 , 2 , 1
Dist_0122 , 1 , 1 , 0 , 0
Retail_0011 , 1 , 1 , 0 , 0
Dist_0012 , 10 , 8 , 2 , 1
Dist_0123 , 1 , 1 , 0 , 0
Retail_0012 , 1 , 1 , 0 , 0
Dist_0013 , 10 , 8 , 2 , 1
Dist_0124 , 1 , 1 , 0 , 0
Retail_0013 , 1 , 1 , 0 , 0
Dist_0014 , 10 , 8 , 2 , 1
Dist_0125 , 1 , 1 , 0 , 0
Retail_0014 , 1 , 1 , 0 , 0
Dist_0015 , 10 , 8 , 2 , 1
Dist_0126 , 1 , 1 , 0 , 0
Retail_0015 , 1 , 1 , 0 , 0
Dist_0016 , 10 , 8 , 2 , 1
Dist_0127 , 1 , 1 , 0 , 0
Retail_0016 , 1 , 1 , 0 , 0
Dist_0017 , 10 , 8 , 2 , 1
Dist_0128 , 1 , 1 , 0 , 0
Retail_0017 , 1 , 1 , 0 , 0
Dist_0018 , 10 , 8 , 2 , 1
Dist_0129 , 1 , 1 , 0 , 0
Retail_0018 , 1 , 1 , 0 , 0
Dist_0019 , 10 , 8 , 2 , 1
Dist_0130 , 1 , 1 , 0 , 0
Retail_0019 , 1 , 1 , 0 , 0
Dist_0020 , 10 , 8 , 2 , 1
Dist_0131 , 1 , 1 , 0 , 0
Retail_0020 , 1 , 1 , 0 , 0
Dist_0021 , 10 , 8 , 2 , 1
Dist_0132 , 1 , 1 , 0 , 0
Retail_0021 , 1 , 1 , 0 , 0
Dist_0022 , 10 , 8 , 2 , 1
Dist_0133 , 1 , 1 , 0 , 0
Retail_0022 , 1 , 1 , 0 , 0
Dist_0023 , 15 , 13 , 2 , 1
Dist_0134 , 1 , 1 , 0 , 0
Retail_0023 , 1 , 1 , 0 , 0
Dist_0024 , 15 , 13 , 2 , 1
Dist_0135 , 1 , 1 , 0 , 0
Retail_0024 , 1 , 1 , 0 , 0
Dist_0025 , 14 , 12 , 2 , 1
Dist_0136 , 1 , 1 , 0 , 0
Retail_0025 , 1 , 1 , 0 , 0
Dist_0026 , 15 , 13 , 2 , 1
Dist_0137 , 1 , 1 , 0 , 0
Retail_0026 , 1 , 1 , 0 , 0
Dist_0027 , 15 , 13 , 2 , 1
Dist_0138 , 1 , 1 , 0 , 0
Retail_0027 , 1 , 1 , 0 , 0
Dist_0028 , 16 , 14 , 2 , 1
Dist_0139 , 1 , 1 , 0 , 0
Retail_0028 , 1 , 1 , 0 , 0
Dist_0029 , 17 , 15 , 2 , 1
Dist_0140 , 1 , 1 , 0 , 0
Retail_0029 , 1 , 1 , 0 , 0
Dist_0030 , 17 , 15 , 2 , 1
Dist_0141 , 1 , 1 , 0 , 0
Retail_0030 , 1 , 1 , 0 , 0
Dist_0031 , 17 , 15 , 2 , 1
Dist_0142 , 1 , 1 , 0 , 0
Retail_0031 , 1 , 1 , 0 , 0
Dist_0032 , 17 , 15 , 2 , 1
Dist_0143 , 1 , 1 , 0 , 0
Retail_0032 , 1 , 1 , 0 , 0
Dist_0033 , 17 , 15 , 2 , 1
Dist_0144 , 1 , 1 , 0 , 0
Retail_0033 , 1 , 1 , 0 , 0
Dist_0034 , 17 , 15 , 2 , 1
Dist_0145 , 1 , 1 , 0 , 0
Retail_0034 , 1 , 1 , 0 , 0
Dist_0035 , 17 , 15 , 2 , 1
Dist_0146 , 1 , 1 , 0 , 0
Retail_0035 , 1 , 1 , 0 , 0
Dist_0036 , 17 , 15 , 2 , 1
Dist_0147 , 1 , 1 , 0 , 0
Retail_0036 , 1 , 1 , 0 , 0
Dist_0037 , 13 , 11 , 2 , 1
Dist_0148 , 1 , 1 , 0 , 0
Retail_0037 , 1 , 1 , 0 , 0
Dist_0038 , 13 , 11 , 2 , 1
Dist_0149 , 1 , 1 , 0 , 0
Retail_0038 , 1 , 1 , 0 , 0
Dist_0039 , 13 , 11 , 2 , 1
Dist_0150 , 1 , 1 , 0 , 0
Retail_0039 , 1 , 1 , 0 , 0
Dist_0040 , 13 , 11 , 2 , 1
Dist_0151 , 1 , 1 , 0 , 0
Retail_0040 , 1 , 1 , 0 , 0
Dist_0041 , 13 , 11 , 2 , 1
Dist_0152 , 1 , 1 , 0 , 0
Retail_0041 , 1 , 1 , 0 , 0
Dist_0042 , 13 , 11 , 2 , 1
Dist_0153 , 1 , 1 , 0 , 0
Retail_0042 , 1 , 1 , 0 , 0
Dist_0043 , 13 , 11 , 2 , 1
Dist_0154 , 1 , 1 , 0 , 0
Retail_0043 , 1 , 1 , 0 , 0
Dist_0044 , 13 , 11 , 2 , 1
Dist_0155 , 1 , 1 , 0 , 0
Retail_0044 , 1 , 1 , 0 , 0
Dist_0045 , 13 , 11 , 2 , 1
Dist_0156 , 1 , 1 , 0 , 0
Retail_0045 , 1 , 1 , 0 , 0
Dist_0046 , 13 , 11 , 2 , 1
Dist_0157 , 1 , 1 , 0 , 0
Retail_0046 , 1 , 1 , 0 , 0
Dist_0047 , 13 , 11 , 2 , 1
Dist_0158 , 1 , 1 , 0 , 0
Retail_0047 , 1 , 1 , 0 , 0
Dist_0048 , 13 , 11 , 2 , 1
Dist_0159 , 1 , 1 , 0 , 0
Retail_0048 , 1 , 1 , 0 , 0
Dist_0049 , 13 , 11 , 2 , 1
Dist_0160 , 1 , 1 , 0 , 0
Retail_0049 , 1 , 1 , 0 , 0
Dist_0050 , 13 , 11 , 2 , 1
Dist_0161 , 1 , 1 , 0 , 0
Retail_0050 , 1 , 1 , 0 , 0
Dist_0051 , 13 , 11 , 2 , 1
Dist_0162 , 1 , 1 , 0 , 0
Retail_0051 , 1 , 1 , 0 , 0
Dist_0052 , 13 , 11 , 2 , 1
Dist_0163 , 1 , 1 , 0 , 0
Retail_0052 , 1 , 1 , 0 , 0
Dist_0053 , 13 , 11 , 2 , 1
Dist_0164 , 1 , 1 , 0 , 0
Retail_0053 , 1 , 1 , 0 , 0
Dist_0054 , 13 , 11 , 2 , 1
