Stage , Degree , In_Edges , Out_Edges , Depth
Dist_0001 , 6 , 1 , 5 , 3
Retail_0001 , 1 , 1 , 0 , 2
Trans_0001 , 2 , 1 , 1 , 2
Trans_0002 , 2 , 1 , 1 , 2
Trans_0003 , 2 , 1 , 1 , 2
Trans_0004 , 2 , 1 , 1 , 2
Dist_0002 , 7 , 1 , 6 , 3
Retail_0002 , 1 , 1 , 0 , 2
Trans_0005 , 2 , 1 , 1 , 2
Trans_0006 , 2 , 1 , 1 , 2
Trans_0007 , 2 , 1 , 1 , 2
Trans_0008 , 2 , 1 , 1 , 2
Trans_0009 , 2 , 1 , 1 , 2
Dist_0003 , 9 , 1 , 8 , 3
Retail_0003 , 1 , 1 , 0 , 2
Trans_0010 , 2 , 1 , 1 , 2
Trans_0011 , 2 , 1 , 1 , 2
Trans_0012 , 2 , 1 , 1 , 2
Trans_0013 , 2 , 1 , 1 , 2
Trans_0014 , 2 , 1 , 1 , 2
Trans_0015 , 2 , 1 , 1 , 2
Trans_0016 , 2 , 1 , 1 , 2
Dist_0004 , 9 , 1 , 8 , 3
Retail_0004 , 1 , 1 , 0 , 2
Trans_0017 , 2 , 1 , 1 , 2
Trans_0018 , 2 , 1 , 1 , 2
Trans_0019 , 2 , 1 , 1 , 2
Trans_0020 , 2 , 1 , 1 , 2
Trans_0021 , 2 , 1 , 1 , 2
Trans_0022 , 2 , 1 , 1 , 2
Trans_0023 , 2 , 1 , 1 , 2
Dist_0005 , 9 , 1 , 8 , 3
Retail_0005 , 1 , 1 , 0 , 2
Trans_0024 , 2 , 1 , 1 , 2
Trans_0025 , 2 , 1 , 1 , 2
Trans_0026 , 2 , 1 , 1 , 2
Trans_0027 , 2 , 1 , 1 , 2
Trans_0028 , 2 , 1 , 1 , 2
Trans_0029 , 2 , 1 , 1 , 2
Trans_0030 , 2 , 1 , 1 , 2
Dist_0006 , 9 , 1 , 8 , 3
Retail_0006 , 1 , 1 , 0 , 2
Trans_0031 , 2 , 1 , 1 , 2
Trans_0032 , 2 , 1 , 1 , 2
Trans_0033 , 2 , 1 , 1 , 2
Trans_0034 , 2 , 1 , 1 , 2
Trans_0035 , 2 , 1 , 1 , 2
Trans_0036 , 2 , 1 , 1 , 2
Trans_0037 , 2 , 1 , 1 , 2
Dist_0007 , 7 , 1 , 6 , 3
Retail_0007 , 1 , 1 , 0 , 2
Trans_0038 , 2 , 1 , 1 , 2
Trans_0039 , 2 , 1 , 1 , 2
Trans_0040 , 2 , 1 , 1 , 2
Trans_0041 , 2 , 1 , 1 , 2
Trans_0042 , 2 , 1 , 1 , 2
Dist_0008 , 10 , 1 , 9 , 3
Retail_0008 , 1 , 1 , 0 , 2
Trans_0043 , 2 , 1 , 1 , 2
Trans_0044 , 2 , 1 , 1 , 2
Trans_0045 , 2 , 1 , 1 , 2
Trans_0046 , 2 , 1 , 1 , 2
Trans_0047 , 2 , 1 , 1 , 2
Trans_0048 , 2 , 1 , 1 , 2
Trans_0049 , 2 , 1 , 1 , 2
Trans_0050 , 2 , 1 , 1 , 2
Dist_0009 , 10 , 1 , 9 , 3
Retail_0009 , 1 , 1 , 0 , 2
Trans_0051 , 2 , 1 , 1 , 2
Trans_0052 , 2 , 1 , 1 , 2
Trans_0053 , 2 , 1 , 1 , 2
Trans_0054 , 2 , 1 , 1 , 2
Trans_0055 , 2 , 1 , 1 , 2
Trans_0056 , 2 , 1 , 1 , 2
Trans_0057 , 2 , 1 , 1 , 2
Trans_0058 , 2 , 1 , 1 , 2
Dist_0010 , 9 , 1 , 8 , 3
Retail_0010 , 1 , 1 , 0 , 2
Trans_0059 , 2 , 1 , 1 , 2
Trans_0060 , 2 , 1 , 1 , 2
Trans_0061 , 2 , 1 , 1 , 2
Trans_0062 , 2 , 1 , 1 , 2
Trans_0063 , 2 , 1 , 1 , 2
Trans_0064 , 2 , 1 , 1 , 2
Trans_0065 , 2 , 1 , 1 , 2
Dist_0011 , 10 , 1 , 9 , 3
Retail_0011 , 1 , 1 , 0 , 2
Trans_0066 , 2 , 1 , 1 , 2
Trans_0067 , 2 , 1 , 1 , 2
Trans_0068 , 2 , 1 , 1 , 2
Trans_0069 , 2 , 1 , 1 , 2
Trans_0070 , 2 , 1 , 1 , 2
Trans_0071 , 2 , 1 , 1 , 2
Trans_0072 , 2 , 1 , 1 , 2
Trans_0073 , 2 , 1 , 1 , 2
Dist_0012 , 10 , 1 , 9 , 3
Retail_0012 , 1 , 1 , 0 , 2
Trans_0074 , 2 , 1 , 1 , 2
Trans_0075 , 2 , 1 , 1 , 2
Trans_0076 , 2 , 1 , 1 , 2
Trans_0077 , 2 , 1 , 1 , 2
Trans_0078 , 2 , 1 , 1 , 2
Trans_0079 , 2 , 1 , 1 , 2
Trans_0080 , 2 , 1 , 1 , 2
Trans_0081 , 2 , 1 , 1 , 2
Dist_0013 , 9 , 1 , 8 , 3
Retail_0013 , 1 , 1 , 0 , 2
Trans_0082 , 2 , 1 , 1 , 2
Trans_0083 , 2 , 1 , 1 , 2
Trans_0084 , 2 , 1 , 1 , 2
Trans_0085 , 2 , 1 , 1 , 2
Trans_0086 , 2 , 1 , 1 , 2
Trans_0087 , 2 , 1 , 1 , 2
Trans_0088 , 2 , 1 , 1 , 2
Dist_0014 , 9 , 1 , 8 , 3
Retail_0014 , 1 , 1 , 0 , 2
Trans_0089 , 2 , 1 , 1 , 2
Trans_0090 , 2 , 1 , 1 , 2
Trans_0091 , 2 , 1 , 1 , 2
Trans_0092 , 2 , 1 , 1 , 2
Trans_0093 , 2 , 1 , 1 , 2
Trans_0094 , 2 , 1 , 1 , 2
Trans_0095 , 2 , 1 , 1 , 2
Dist_0015 , 7 , 1 , 6 , 3
Retail_0015 , 1 , 1 , 0 , 2
Trans_0096 , 2 , 1 , 1 , 2
Trans_0097 , 2 , 1 , 1 , 2
Trans_0098 , 2 , 1 , 1 , 2
Trans_0099 , 2 , 1 , 1 , 2
Trans_0100 , 2 , 1 , 1 , 2
Dist_0016 , 8 , 1 , 7 , 3
Retail_0016 , 1 , 1 , 0 , 2
Trans_0101 , 2 , 1 , 1 , 2
Trans_0102 , 2 , 1 , 1 , 2
Trans_0103 , 2 , 1 , 1 , 2
Trans_0104 , 2 , 1 , 1 , 2
Trans_0105 , 2 , 1 , 1 , 2
Trans_0106 , 2 , 1 , 1 , 2
Dist_0017 , 8 , 1 , 7 , 3
Retail_0017 , 1 , 1 , 0 , 2
Trans_0107 , 2 , 1 , 1 , 2
Trans_0108 , 2 , 1 , 1 , 2
Trans_0109 , 2 , 1 , 1 , 2
Trans_0110 , 2 , 1 , 1 , 2
Trans_0111 , 2 , 1 , 1 , 2
Trans_0112 , 2 , 1 , 1 , 2
Dist_0018 , 8 , 1 , 7 , 3
Retail_0018 , 1 , 1 , 0 , 2
Trans_0113 , 2 , 1 , 1 , 2
Trans_0114 , 2 , 1 , 1 , 2
Trans_0115 , 2 , 1 , 1 , 2
Trans_0116 , 2 , 1 , 1 , 2
Trans_0117 , 2 , 1 , 1 , 2
Trans_0118 , 2 , 1 , 1 , 2
Dist_0019 , 4 , 1 , 3 , 3
Retail_0019 , 1 , 1 , 0 , 2
Trans_0119 , 2 , 1 , 1 , 2
Trans_0121 , 2 , 1 , 1 , 2
Dist_0020 , 4 , 1 , 3 , 3
Retail_0020 , 1 , 1 , 0 , 2
Trans_0120 , 2 , 1 , 1 , 2
Trans_0122 , 2 , 1 , 1 , 2
Dist_0021 , 11 , 1 , 10 , 3
Retail_0021 , 1 , 1 , 0 , 2
Trans_0123 , 2 , 1 , 1 , 2
Trans_0124 , 2 , 1 , 1 , 2
Trans_0125 , 2 , 1 , 1 , 2
Trans_0126 , 2 , 1 , 1 , 2
Trans_0127 , 2 , 1 , 1 , 2
Trans_0128 , 2 , 1 , 1 , 2
Trans_0129 , 2 , 1 , 1 , 2
Trans_0130 , 2 , 1 , 1 , 2
Trans_0131 , 2 , 1 , 1 , 2
Dist_0022 , 7 , 1 , 6 , 3
Retail_0022 , 1 , 1 , 0 , 2
Trans_0132 , 2 , 1 , 1 , 2
Trans_0133 , 2 , 1 , 1 , 2
Trans_0134 , 2 , 1 , 1 , 2
Trans_0135 , 2 , 1 , 1 , 2
Trans_0136 , 2 , 1 , 1 , 2
Dist_0023 , 2 , 1 , 1 , 3
Trans_0137 , 2 , 1 , 1 , 2
Dist_0024 , 9 , 1 , 8 , 3
Retail_0023 , 1 , 1 , 0 , 2
Trans_0138 , 2 , 1 , 1 , 2
Trans_0139 , 2 , 1 , 1 , 2
Trans_0140 , 2 , 1 , 1 , 2
Trans_0141 , 2 , 1 , 1 , 2
Trans_0142 , 2 , 1 , 1 , 2
Trans_0143 , 2 , 1 , 1 , 2
Trans_0144 , 2 , 1 , 1 , 2
Dist_0025 , 3 , 1 , 2 , 3
Retail_0024 , 1 , 1 , 0 , 2
Trans_0145 , 2 , 1 , 1 , 2
Dist_0026 , 9 , 1 , 8 , 3
Retail_0025 , 1 , 1 , 0 , 2
Trans_0146 , 2 , 1 , 1 , 2
Trans_0147 , 2 , 1 , 1 , 2
Trans_0148 , 2 , 1 , 1 , 2
Trans_0149 , 2 , 1 , 1 , 2
Trans_0150 , 2 , 1 , 1 , 2
Trans_0151 , 2 , 1 , 1 , 2
Trans_0152 , 2 , 1 , 1 , 2
Dist_0027 , 6 , 1 , 5 , 3
Retail_0026 , 1 , 1 , 0 , 2
Trans_0153 , 2 , 1 , 1 , 2
Trans_0154 , 2 , 1 , 1 , 2
Trans_0155 , 2 , 1 , 1 , 2
Trans_0156 , 2 , 1 , 1 , 2
Dist_0028 , 5 , 1 , 4 , 3
Retail_0027 , 1 , 1 , 0 , 2
Trans_0157 , 2 , 1 , 1 , 2
Trans_0158 , 2 , 1 , 1 , 2
Trans_0159 , 2 , 1 , 1 , 2
Dist_0029 , 3 , 1 , 2 , 3
Retail_0028 , 1 , 1 , 0 , 2
Trans_0160 , 2 , 1 , 1 , 2
Dist_0030 , 5 , 1 , 4 , 3
Retail_0029 , 1 , 1 , 0 , 2
Trans_0161 , 2 , 1 , 1 , 2
Trans_0162 , 2 , 1 , 1 , 2
Trans_0163 , 2 , 1 , 1 , 2
Dist_0031 , 5 , 1 , 4 , 3
Retail_0030 , 1 , 1 , 0 , 2
Trans_0164 , 2 , 1 , 1 , 2
Trans_0165 , 2 , 1 , 1 , 2
Trans_0166 , 2 , 1 , 1 , 2
Dist_0032 , 10 , 1 , 9 , 3
Retail_0031 , 1 , 1 , 0 , 2
Trans_0167 , 2 , 1 , 1 , 2
Trans_0168 , 2 , 1 , 1 , 2
Trans_0169 , 2 , 1 , 1 , 2
Trans_0170 , 2 , 1 , 1 , 2
Trans_0171 , 2 , 1 , 1 , 2
Trans_0172 , 2 , 1 , 1 , 2
Trans_0173 , 2 , 1 , 1 , 2
Trans_0174 , 2 , 1 , 1 , 2
Dist_0033 , 3 , 1 , 2 , 3
Retail_0032 , 1 , 1 , 0 , 2
Trans_0175 , 2 , 1 , 1 , 2
Dist_0034 , 3 , 1 , 2 , 3
Retail_0033 , 1 , 1 , 0 , 2
Trans_0176 , 2 , 1 , 1 , 2
Dist_0035 , 5 , 1 , 4 , 3
Retail_0034 , 1 , 1 , 0 , 2
Trans_0177 , 2 , 1 , 1 , 2
Trans_0178 , 2 , 1 , 1 , 2
Trans_0179 , 2 , 1 , 1 , 2
Dist_0036 , 3 , 1 , 2 , 3
Retail_0035 , 1 , 1 , 0 , 2
Trans_0180 , 2 , 1 , 1 , 2
Dist_0037 , 2 , 1 , 1 , 3
Trans_0181 , 2 , 1 , 1 , 2
Dist_0038 , 2 , 1 , 1 , 3
Trans_0182 , 2 , 1 , 1 , 2
Dist_0039 , 2 , 1 , 1 , 3
Retail_0036 , 1 , 1 , 0 , 2
Dist_0040 , 2 , 1 , 1 , 3
Retail_0037 , 1 , 1 , 0 , 2
Dist_0041 , 2 , 1 , 1 , 3
Retail_0038 , 1 , 1 , 0 , 2
Dist_0042 , 2 , 1 , 1 , 3
Retail_0039 , 1 , 1 , 0 , 2
Dist_0043 , 2 , 1 , 1 , 3
Retail_0040 , 1 , 1 , 0 , 2
Dist_0044 , 2 , 1 , 1 , 3
Retail_0041 , 1 , 1 , 0 , 2
Dist_0045 , 2 , 1 , 1 , 3
Retail_0042 , 1 , 1 , 0 , 2
Dist_0046 , 2 , 1 , 1 , 3
Retail_0043 , 1 , 1 , 0 , 2
Dist_0047 , 2 , 1 , 1 , 3
Retail_0044 , 1 , 1 , 0 , 2
Dist_0048 , 2 , 1 , 1 , 3
Retail_0045 , 1 , 1 , 0 , 2
Manuf_0001 , 2 , 1 , 1 , 1
Retail_0046 , 1 , 1 , 0 , 0
Manuf_0002 , 2 , 1 , 1 , 1
Retail_0047 , 1 , 1 , 0 , 0
Manuf_0003 , 2 , 1 , 1 , 1
Retail_0048 , 1 , 1 , 0 , 0
Manuf_0004 , 2 , 1 , 1 , 1
Retail_0049 , 1 , 1 , 0 , 0
Manuf_0005 , 2 , 1 , 1 , 1
Retail_0050 , 1 , 1 , 0 , 0
Manuf_0006 , 2 , 1 , 1 , 1
Retail_0051 , 1 , 1 , 0 , 0
Manuf_0007 , 2 , 1 , 1 , 1
Retail_0052 , 1 , 1 , 0 , 0
Manuf_0008 , 2 , 1 , 1 , 1
Retail_0053 , 1 , 1 , 0 , 0
Manuf_0009 , 2 , 1 , 1 , 1
Retail_0054 , 1 , 1 , 0 , 0
Manuf_0010 , 2 , 1 , 1 , 1
Retail_0055 , 1 , 1 , 0 , 0
Manuf_0011 , 2 , 1 , 1 , 1
Retail_0056 , 1 , 1 , 0 , 0
Manuf_0012 , 2 , 1 , 1 , 1
Retail_0057 , 1 , 1 , 0 , 0
Manuf_0013 , 2 , 1 , 1 , 1
Retail_0058 , 1 , 1 , 0 , 0
Manuf_0014 , 2 , 1 , 1 , 1
Retail_0059 , 1 , 1 , 0 , 0
Manuf_0015 , 2 , 1 , 1 , 1
