Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 13 , 10 , 3 , 2
Trans_0014 , 2 , 1 , 1 , 1
Trans_0015 , 2 , 1 , 1 , 1
Trans_0016 , 2 , 1 , 1 , 1
Manuf_0002 , 13 , 10 , 3 , 2
Trans_0017 , 2 , 1 , 1 , 1
Trans_0018 , 2 , 1 , 1 , 1
Trans_0019 , 2 , 1 , 1 , 1
Manuf_0003 , 12 , 9 , 3 , 2
Trans_0020 , 2 , 1 , 1 , 1
Trans_0021 , 2 , 1 , 1 , 1
Trans_0022 , 2 , 1 , 1 , 1
Manuf_0004 , 13 , 10 , 3 , 2
Trans_0023 , 2 , 1 , 1 , 1
Trans_0024 , 2 , 1 , 1 , 1
Trans_0025 , 2 , 1 , 1 , 1
Manuf_0005 , 13 , 10 , 3 , 2
Trans_0026 , 2 , 1 , 1 , 1
Trans_0027 , 2 , 1 , 1 , 1
Trans_0028 , 2 , 1 , 1 , 1
Manuf_0006 , 13 , 10 , 3 , 2
Trans_0029 , 2 , 1 , 1 , 1
Trans_0030 , 2 , 1 , 1 , 1
Trans_0031 , 2 , 1 , 1 , 1
Part_0001 , 1 , 0 , 1 , 4
Trans_0001 , 7 , 1 , 6 , 3
Part_0002 , 1 , 0 , 1 , 4
Trans_0002 , 3 , 1 , 2 , 3
Part_0003 , 1 , 0 , 1 , 4
Trans_0003 , 3 , 1 , 2 , 3
Part_0004 , 1 , 0 , 1 , 4
Trans_0004 , 3 , 1 , 2 , 3
Part_0005 , 1 , 0 , 1 , 4
Trans_0005 , 4 , 1 , 3 , 3
Part_0006 , 1 , 0 , 1 , 4
Trans_0006 , 4 , 1 , 3 , 3
Part_0007 , 1 , 0 , 1 , 4
Trans_0007 , 6 , 1 , 5 , 3
Part_0008 , 1 , 0 , 1 , 4
Trans_0008 , 7 , 1 , 6 , 3
Part_0009 , 1 , 0 , 1 , 4
Trans_0009 , 7 , 1 , 6 , 3
Part_0010 , 1 , 0 , 1 , 4
Trans_0010 , 7 , 1 , 6 , 3
Part_0011 , 1 , 0 , 1 , 4
Trans_0011 , 7 , 1 , 6 , 3
Part_0012 , 1 , 0 , 1 , 4
Trans_0012 , 7 , 1 , 6 , 3
Part_0013 , 1 , 0 , 1 , 4
Trans_0013 , 7 , 1 , 6 , 3
Retail_0001 , 1 , 1 , 0 , 0
Retail_0002 , 1 , 1 , 0 , 0
Retail_0003 , 1 , 1 , 0 , 0
Retail_0004 , 1 , 1 , 0 , 0
Retail_0005 , 1 , 1 , 0 , 0
Retail_0006 , 1 , 1 , 0 , 0
Retail_0007 , 1 , 1 , 0 , 0
Retail_0008 , 1 , 1 , 0 , 0
Retail_0009 , 1 , 1 , 0 , 0
Retail_0010 , 1 , 1 , 0 , 0
Retail_0011 , 1 , 1 , 0 , 0
Retail_0012 , 1 , 1 , 0 , 0
Retail_0013 , 1 , 1 , 0 , 0
Retail_0014 , 1 , 1 , 0 , 0
Retail_0015 , 1 , 1 , 0 , 0
Retail_0016 , 1 , 1 , 0 , 0
Retail_0017 , 1 , 1 , 0 , 0
Retail_0018 , 1 , 1 , 0 , 0
