Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 3 , 2 , 1 , 4
Manuf_0011 , 3 , 2 , 1 , 3
Manuf_0002 , 2 , 1 , 1 , 4
Manuf_0013 , 3 , 2 , 1 , 3
Manuf_0003 , 3 , 2 , 1 , 4
Manuf_0015 , 7 , 6 , 1 , 3
Manuf_0004 , 3 , 2 , 1 , 4
Manuf_0005 , 3 , 2 , 1 , 4
Manuf_0006 , 2 , 1 , 1 , 4
Manuf_0016 , 4 , 3 , 1 , 3
Manuf_0007 , 2 , 1 , 1 , 4
Manuf_0008 , 2 , 1 , 1 , 3
Manuf_0030 , 11 , 9 , 2 , 2
Manuf_0009 , 2 , 1 , 1 , 3
Manuf_0010 , 2 , 1 , 1 , 3
Manuf_0029 , 15 , 14 , 1 , 2
Manuf_0012 , 4 , 3 , 1 , 3
Manuf_0037 , 7 , 5 , 2 , 2
Manuf_0038 , 4 , 2 , 2 , 2
Manuf_0014 , 2 , 1 , 1 , 3
Manuf_0039 , 6 , 4 , 2 , 2
Manuf_0040 , 4 , 2 , 2 , 2
Manuf_0042 , 9 , 7 , 2 , 2
Manuf_0017 , 2 , 1 , 1 , 3
Manuf_0018 , 2 , 1 , 1 , 3
Manuf_0019 , 2 , 1 , 1 , 3
Manuf_0020 , 2 , 1 , 1 , 3
Manuf_0021 , 2 , 1 , 1 , 2
Manuf_0055 , 41 , 40 , 1 , 1
Manuf_0022 , 3 , 2 , 1 , 2
Manuf_0023 , 3 , 2 , 1 , 2
Manuf_0024 , 4 , 3 , 1 , 2
Manuf_0025 , 6 , 5 , 1 , 2
Manuf_0026 , 2 , 1 , 1 , 2
Manuf_0056 , 24 , 23 , 1 , 1
Manuf_0027 , 2 , 1 , 1 , 2
Manuf_0028 , 2 , 1 , 1 , 2
Manuf_0057 , 8 , 7 , 1 , 1
Retail_0002 , 66 , 66 , 0 , 0
Manuf_0031 , 4 , 3 , 1 , 2
Manuf_0058 , 95 , 94 , 1 , 1
Manuf_0032 , 3 , 2 , 1 , 2
Manuf_0033 , 3 , 1 , 2 , 2
Manuf_0061 , 96 , 95 , 1 , 1
Manuf_0034 , 4 , 2 , 2 , 2
Manuf_0035 , 3 , 1 , 2 , 2
Manuf_0036 , 3 , 1 , 2 , 2
Manuf_0041 , 3 , 1 , 2 , 2
Manuf_0043 , 2 , 1 , 1 , 2
Manuf_0060 , 28 , 27 , 1 , 1
Manuf_0044 , 2 , 1 , 1 , 2
Manuf_0045 , 2 , 1 , 1 , 2
Manuf_0046 , 3 , 2 , 1 , 2
Manuf_0047 , 2 , 1 , 1 , 2
Manuf_0048 , 3 , 2 , 1 , 2
Manuf_0049 , 2 , 1 , 1 , 2
Manuf_0062 , 17 , 16 , 1 , 1
Manuf_0050 , 7 , 6 , 1 , 2
Manuf_0063 , 20 , 19 , 1 , 1
Manuf_0051 , 3 , 2 , 1 , 2
Manuf_0052 , 2 , 1 , 1 , 2
Manuf_0064 , 7 , 6 , 1 , 1
Manuf_0053 , 2 , 1 , 1 , 2
Manuf_0065 , 4 , 3 , 1 , 1
Manuf_0054 , 2 , 1 , 1 , 2
Retail_0001 , 46 , 46 , 0 , 0
Manuf_0059 , 39 , 38 , 1 , 1
Part_0001 , 1 , 0 , 1 , 5
Part_0002 , 1 , 0 , 1 , 5
Part_0003 , 1 , 0 , 1 , 5
Part_0004 , 1 , 0 , 1 , 5
Part_0005 , 1 , 0 , 1 , 5
Part_0006 , 1 , 0 , 1 , 5
Part_0007 , 1 , 0 , 1 , 5
Part_0008 , 1 , 0 , 1 , 5
Part_0009 , 1 , 0 , 1 , 5
Part_0010 , 2 , 0 , 2 , 5
Part_0011 , 1 , 0 , 1 , 4
Part_0012 , 1 , 0 , 1 , 4
Part_0013 , 1 , 0 , 1 , 4
Part_0014 , 1 , 0 , 1 , 4
Part_0015 , 1 , 0 , 1 , 4
Part_0016 , 1 , 0 , 1 , 4
Part_0017 , 1 , 0 , 1 , 4
Part_0018 , 1 , 0 , 1 , 4
Part_0019 , 1 , 0 , 1 , 4
Part_0020 , 1 , 0 , 1 , 4
Part_0021 , 1 , 0 , 1 , 4
Part_0022 , 1 , 0 , 1 , 4
Part_0023 , 1 , 0 , 1 , 4
Part_0024 , 1 , 0 , 1 , 4
Part_0025 , 1 , 0 , 1 , 4
Part_0026 , 1 , 0 , 1 , 4
Part_0027 , 1 , 0 , 1 , 4
Part_0028 , 1 , 0 , 1 , 3
Part_0029 , 1 , 0 , 1 , 3
Part_0030 , 1 , 0 , 1 , 3
Part_0031 , 4 , 0 , 4 , 3
Part_0032 , 2 , 0 , 2 , 3
Part_0033 , 2 , 0 , 2 , 3
Part_0034 , 1 , 0 , 1 , 3
Part_0035 , 1 , 0 , 1 , 3
Part_0036 , 1 , 0 , 1 , 3
Part_0037 , 1 , 0 , 1 , 3
Part_0038 , 2 , 0 , 2 , 3
Part_0039 , 1 , 0 , 1 , 3
Part_0040 , 1 , 0 , 1 , 3
Part_0041 , 1 , 0 , 1 , 3
Part_0042 , 1 , 0 , 1 , 3
Part_0043 , 1 , 0 , 1 , 3
Part_0044 , 1 , 0 , 1 , 3
Part_0045 , 1 , 0 , 1 , 3
Part_0046 , 2 , 0 , 2 , 3
Part_0047 , 2 , 0 , 2 , 3
Part_0048 , 2 , 0 , 2 , 3
Part_0049 , 2 , 0 , 2 , 3
Part_0050 , 2 , 0 , 2 , 3
Part_0051 , 2 , 0 , 2 , 3
Part_0052 , 2 , 0 , 2 , 3
Part_0053 , 2 , 0 , 2 , 3
Part_0054 , 2 , 0 , 2 , 3
Part_0055 , 2 , 0 , 2 , 3
Part_0056 , 3 , 0 , 3 , 3
Part_0057 , 2 , 0 , 2 , 3
Part_0058 , 1 , 0 , 1 , 3
Part_0059 , 1 , 0 , 1 , 3
Part_0060 , 1 , 0 , 1 , 3
Part_0061 , 1 , 0 , 1 , 3
Part_0062 , 2 , 0 , 2 , 3
Part_0063 , 1 , 0 , 1 , 3
Part_0064 , 1 , 0 , 1 , 3
Part_0065 , 1 , 0 , 1 , 3
Part_0066 , 1 , 0 , 1 , 3
Part_0067 , 1 , 0 , 1 , 3
Part_0068 , 1 , 0 , 1 , 3
Part_0069 , 1 , 0 , 1 , 3
Part_0070 , 1 , 0 , 1 , 3
Part_0071 , 1 , 0 , 1 , 3
Part_0072 , 1 , 0 , 1 , 3
Part_0073 , 1 , 0 , 1 , 3
Part_0074 , 1 , 0 , 1 , 3
Part_0075 , 1 , 0 , 1 , 3
Part_0076 , 1 , 0 , 1 , 3
Part_0077 , 1 , 0 , 1 , 3
Part_0078 , 1 , 0 , 1 , 3
Part_0079 , 1 , 0 , 1 , 3
Part_0080 , 1 , 0 , 1 , 3
Part_0081 , 1 , 0 , 1 , 3
Part_0082 , 1 , 0 , 1 , 3
Part_0083 , 1 , 0 , 1 , 3
Part_0084 , 1 , 0 , 1 , 3
Part_0085 , 1 , 0 , 1 , 3
Part_0086 , 1 , 0 , 1 , 3
Part_0087 , 1 , 0 , 1 , 3
Part_0088 , 1 , 0 , 1 , 3
Part_0089 , 1 , 0 , 1 , 3
