Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 0.7159240245819092 ,seconds
------
The SC has, 68 , nodes and,  108 edges.
------
The value of the objective using Pyomo is, 4020100.14 
stage, SI, time, S
Manuf_0001 , 0.0 , 19.75 , -0.0
Trans_0014 , -0.0 , 2.0 , 1.99
Trans_0015 , -0.0 , 2.0 , 1.99
Trans_0016 , -0.0 , 2.0 , 1.99
Manuf_0002 , 0.0 , 18.0 , -0.0
Trans_0017 , -0.0 , 3.0 , 2.99
Trans_0018 , -0.0 , 2.0 , 1.99
Trans_0019 , -0.0 , 2.0 , 1.99
Manuf_0003 , 0.0 , 24.0 , -0.0
Trans_0020 , -0.0 , 2.0 , 1.99
Trans_0021 , -0.0 , 2.0 , 0.01
Trans_0022 , -0.0 , 3.0 , 1.01
Manuf_0004 , 0.0 , 20.25 , -0.0
Trans_0023 , -0.0 , 3.0 , 1.01
Trans_0024 , -0.0 , 3.0 , 2.99
Trans_0025 , -0.0 , 3.0 , 2.99
Manuf_0005 , 0.0 , 19.75 , -0.0
Trans_0026 , -0.0 , 3.0 , 2.99
Trans_0027 , -0.0 , 3.0 , 2.99
Trans_0028 , -0.0 , 4.0 , 3.99
Manuf_0006 , 0.0 , 19.75 , -0.0
Trans_0029 , -0.0 , 3.0 , 2.99
Trans_0030 , -0.0 , 3.0 , 2.99
Trans_0031 , -0.0 , 3.0 , 1.01
Part_0001 , 0.0 , 6.0 , 5.99
Trans_0001 , 5.99 , 9.0 , -0.0
Part_0002 , 0.0 , 8.0 , 7.99
Trans_0002 , 7.99 , 6.0 , -0.0
Part_0003 , 0.0 , 9.0 , 8.99
Trans_0003 , 8.99 , 8.0 , -0.0
Part_0004 , 0.0 , 7.0 , 6.99
Trans_0004 , 6.99 , 6.0 , 0.0
Part_0005 , 0.0 , 16.0 , 0.0
Trans_0005 , 0.0 , 9.0 , 0.0
Part_0006 , 0.0 , 7.0 , 6.99
Trans_0006 , 6.99 , 8.0 , -0.0
Part_0007 , 0.0 , 8.0 , 7.99
Trans_0007 , 7.99 , 7.0 , 0.0
Part_0008 , 0.0 , 22.0 , 0.0
Trans_0008 , 0.0 , 5.0 , -0.0
Part_0009 , 0.0 , 3.0 , 2.99
Trans_0009 , 2.99 , 6.0 , -0.0
Part_0010 , 0.0 , 7.0 , 6.99
Trans_0010 , 6.99 , 21.0 , -0.0
Part_0011 , 0.0 , 8.0 , 7.99
Trans_0011 , 7.99 , 6.0 , -0.0
Part_0012 , 0.0 , 1.0 , 0.99
Trans_0012 , 0.99 , 5.0 , -0.0
Part_0013 , 0.0 , 4.0 , 3.99
Trans_0013 , 3.99 , 6.0 , 0.0
Retail_0001 , 1.99 , 4.0 , 5.0
Retail_0002 , 1.99 , 5.0 , 5.0
Retail_0003 , 1.99 , 6.0 , 5.0
Retail_0004 , 2.99 , 6.0 , 5.0
Retail_0005 , 1.99 , 5.0 , 5.0
Retail_0006 , 1.99 , 5.0 , 5.0
Retail_0007 , 1.99 , 6.0 , 5.0
Retail_0008 , 0.01 , 5.0 , 5.0
Retail_0009 , 1.01 , 4.0 , 5.0
Retail_0010 , 1.01 , 4.0 , 5.0
Retail_0011 , 2.99 , 5.0 , 5.0
Retail_0012 , 2.99 , 6.0 , 5.0
Retail_0013 , 2.99 , 6.0 , 5.0
Retail_0014 , 2.99 , 5.0 , 5.0
Retail_0015 , 3.99 , 6.0 , 5.0
Retail_0016 , 2.99 , 6.0 , 5.0
Retail_0017 , 2.99 , 5.0 , 5.0
Retail_0018 , 1.01 , 4.0 , 5.0
