Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 14.179712057113647 ,seconds
------
The SC has, 617 , nodes and,  753 edges.
------
The value of the objective using Pyomo is, 199787.68 
stage, SI, time, S
Manuf_0001 , -0.0 , 1 , 0.99
Trans_0001 , 0.99 , 0 , 0.98
Manuf_0002 , 0.0 , 2 , 0.0
Trans_0002 , 0.01 , 0 , 0.0
Trans_0003 , 0.0 , 2 , 1.99
Trans_0004 , 0.0 , 6 , 0.0
Trans_0005 , 0.0 , 3 , 0.0
Trans_0006 , 0.0 , 4 , 0.0
Manuf_0003 , 0.0 , 2 , 0.0
Trans_0007 , 0.0 , 4 , 0.0
Trans_0008 , 0.0 , 5 , 0.02
Trans_0009 , 0.0 , 5 , 0.02
Trans_0010 , 0.0 , 3 , 0.02
Trans_0011 , 0.0 , 7 , 0.02
Trans_0012 , 0.01 , 0 , 0.0
Trans_0013 , 0.0 , 5 , 0.0
Manuf_0004 , 0.0 , 2 , 1.03
Trans_0014 , 1.03 , 4 , 0.0
Trans_0015 , 1.03 , 4 , 0.0
Trans_0016 , 1.03 , 0 , 1.02
Trans_0017 , 1.03 , 7 , 1.02
Manuf_0005 , 1.99 , 2 , 0.01
Trans_0018 , 0.01 , 0 , 0.0
Trans_0021 , 0.01 , 2 , 0.0
Manuf_0006 , 1.99 , 2 , 0.03
Trans_0019 , 0.03 , 5 , 1.02
Trans_0020 , 0.03 , 3 , 0.02
Trans_0022 , 0.03 , 5 , 1.02
Trans_0023 , 0.03 , 0 , 0.02
Trans_0024 , 0.03 , 6 , 0.0
Manuf_0007 , 1.99 , 2 , 0.01
Trans_0025 , 0.01 , 0 , 0.0
Trans_0028 , 0.01 , 3 , 3.0
Manuf_0008 , 1.99 , 2 , 0.0
Trans_0026 , 0.0 , 6 , 0.02
Trans_0027 , 0.0 , 3 , 0.02
Trans_0029 , 0.0 , 5 , 0.0
Trans_0030 , 0.01 , 0 , 0.0
Trans_0031 , 0.0 , 6 , 0.0
Manuf_0009 , 1.99 , 2 , 0.0
Trans_0032 , 0.0 , 3 , 0.0
Trans_0033 , 0.0 , 4 , 0.0
Trans_0034 , 0.01 , 0 , -0.0
Trans_0035 , 0.0 , 6 , 0.0
Manuf_0010 , -0.0 , 1 , 0.03
Trans_0036 , 0.03 , 3 , 1.02
Trans_0037 , 0.03 , 3 , 0.02
Trans_0038 , 0.03 , 0 , 0.02
Trans_0039 , 0.03 , 7 , 0.02
Manuf_0011 , 1.99 , 3 , 0.0
Trans_0040 , 0.01 , 0 , 0.0
Trans_0041 , 0.0 , 1 , 0.99
Manuf_0012 , 1.99 , 2 , 0.01
Trans_0042 , 0.01 , 0 , 0.0
Trans_0043 , 0.01 , 4 , 0.0
Manuf_0013 , 0.0 , 3 , 0.01
Trans_0044 , 0.01 , 0 , 0.0
Trans_0047 , 0.01 , 2 , 2.0
Manuf_0014 , 0.0 , 1 , 0.01
Trans_0045 , 0.01 , 3 , 0.02
Trans_0046 , 0.01 , 5 , 0.0
Trans_0048 , 0.01 , 5 , 0.02
Trans_0049 , 0.01 , 0 , 0.0
Trans_0050 , 0.01 , 5 , 0.02
Manuf_0015 , -0.0 , 2 , 0.03
Trans_0051 , 0.03 , 0 , 0.02
Trans_0052 , 0.03 , 1 , 1.02
Manuf_0016 , -0.0 , 2 , 0.03
Trans_0053 , 0.03 , 0 , 0.02
Trans_0054 , 0.03 , 3 , 0.02
Manuf_0017 , 0.98 , 3 , 0.01
