Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 5.612710952758789 ,seconds
------
The SC has, 468 , nodes and,  605 edges.
------
The value of the objective using Pyomo is, 1721745.81 
stage, SI, time, S
Manuf_0001 , 0.0 , 12.0 , 0.0
Manuf_0011 , 0.0 , 4.0 , 3.99
Manuf_0002 , 0.0 , 5.0 , 4.99
Manuf_0013 , 4.99 , 17.0 , 0.0
Manuf_0003 , 0.0 , 12.0 , 7.01
Manuf_0015 , 7.01 , 5.0 , 12.0
Manuf_0004 , 0.0 , 8.0 , 7.01
Manuf_0005 , 0.0 , 12.0 , 7.01
Manuf_0006 , 0.0 , 9.0 , 8.99
Manuf_0016 , 8.99 , 14.0 , 12.0
Manuf_0007 , 0.0 , 9.0 , 8.99
Manuf_0008 , 0.0 , 94.939 , 3.99
Manuf_0030 , 3.99 , 7.0 , 7.02
Manuf_0009 , 0.0 , 56.0155 , 3.99
Manuf_0010 , 0.0 , 6.0 , 5.99
Manuf_0029 , 5.99 , 16.0 , 7.02
Manuf_0012 , 0.0 , 53.0175 , 12.0
Manuf_0037 , 12.0 , 3.0 , 14.99
Manuf_0038 , 0.0 , 20.0 , 14.99
Manuf_0014 , 0.01 , 10.0 , 10.0
Manuf_0039 , 10.0 , 5.0 , 14.99
Manuf_0040 , 12.0 , 3.0 , 14.99
Manuf_0042 , 12.0 , 3.0 , 14.99
Manuf_0017 , 0.0 , 26.0 , 12.0
Manuf_0018 , 2.01 , 10.0 , 12.0
Manuf_0019 , 4.01 , 8.0 , 12.0
Manuf_0020 , 1.01 , 11.0 , 12.0
Manuf_0021 , 0.0 , 10.0 , 7.02
Manuf_0055 , 7.02 , 3.0 , 10.01
Manuf_0022 , 0.0 , 9.0 , 7.02
Manuf_0023 , 0.0 , 16.0 , 7.02
Manuf_0024 , 0.0 , 14.0 , 7.02
Manuf_0025 , 0.0 , 13.0 , 7.02
Manuf_0026 , 0.0 , 32.0 , 7.02
Manuf_0056 , 7.02 , 3.0 , 10.01
Manuf_0027 , 0.0 , 29.0 , 7.02
Manuf_0028 , 0.0 , 24.0 , 7.02
Manuf_0057 , 7.02 , 3.0 , 10.01
Retail_0002 , 10.01 , 10.0 , 20.0
Manuf_0031 , 0.0 , 20.0 , 14.99
Manuf_0058 , 14.99 , 3.0 , 10.01
Manuf_0032 , 0.0 , 18.0 , 14.99
Manuf_0033 , 0.0 , 19.0 , 14.99
Manuf_0061 , 14.99 , 5.0 , 10.01
Manuf_0034 , 0.0 , 15.0 , 14.99
Manuf_0035 , 1.0 , 14.0 , 14.99
Manuf_0036 , 1.0 , 14.0 , 14.99
Manuf_0041 , 0.0 , 71.3155 , 14.99
Manuf_0043 , 0.0 , 22.0 , 21.99
Manuf_0060 , 21.99 , 5.0 , 10.01
Manuf_0044 , 0.0 , 26.0 , 21.99
Manuf_0045 , 0.0 , 22.0 , 21.99
Manuf_0046 , 0.0 , 18.0 , 14.99
Manuf_0047 , 39.78 , 94.9485 , 14.99
Manuf_0048 , 0.0 , 94.99 , 14.99
Manuf_0049 , 0.0 , 6.0 , 5.99
Manuf_0062 , 5.99 , 17.0 , 10.01
Manuf_0050 , 0.0 , 19.0 , 3.02
Manuf_0063 , 3.02 , 7.0 , 10.01
Manuf_0051 , 0.0 , 27.0 , 3.02
Manuf_0052 , 0.0 , 26.0 , 7.02
Manuf_0064 , 7.02 , 3.0 , 10.01
Manuf_0053 , 0.0 , 27.0 , 4.02
Manuf_0065 , 4.02 , 6.0 , 10.01
Manuf_0054 , 0.0 , 15.0 , 4.02
Retail_0001 , 10.01 , 10.0 , 20.0
Manuf_0059 , 3.02 , 7.0 , 10.01
Part_0001 , 0.0 , 108.445 , 0.0
Part_0002 , 0.0 , 34.8285 , 0.0
Part_0003 , 0.0 , 31.2325 , 0.0
Part_0004 , 0.0 , 28.9425 , 0.0
Part_0005 , 0.0 , 173.168 , 0.0
Part_0006 , 0.0 , 38.711 , 0.0
Part_0007 , 0.0 , 40.794000000000004 , 0.0
Part_0008 , 0.0 , 176.647 , 0.0
Part_0009 , 0.0 , 29.838999999999995 , 0.0
Part_0010 , 0.0 , 33.358 , 0.0
Part_0011 , 0.0 , 30.052 , 0.0
Part_0012 , 0.0 , 29.727999999999998 , 0.0
Part_0013 , 0.0 , 29.813499999999998 , 0.0
Part_0014 , 0.0 , 44.24549999999999 , 0.0
Part_0015 , 0.0 , 80.604 , 0.0
Part_0016 , 0.0 , 28.5305 , 0.0
Part_0017 , 0.0 , 26.0 , 0.0
Part_0018 , 0.0 , 26.4985 , 4.99
Part_0019 , 0.0 , 29.88 , 0.01
Part_0020 , 0.0 , 39.5515 , 7.01
Part_0021 , 0.0 , 40.1245 , 7.01
Part_0022 , 0.0 , 37.435 , 7.01
Part_0023 , 0.0 , 245.2225 , 8.99
Part_0024 , 0.0 , 25.5525 , 0.0
Part_0025 , 0.0 , 27.688000000000002 , 2.01
Part_0026 , 0.0 , 28.503999999999998 , 4.01
Part_0027 , 0.0 , 29.7305 , 1.01
