Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 6.847105026245117 ,seconds
------
The SC has, 271 , nodes and,  524 edges.
------
The value of the objective using Pyomo is, 249086.26 
stage, SI, time, S
Manuf_0001 , 0.0 , 20 , 0.01
Retail_0001 , 0.01 , 0 , 0.0
Manuf_0002 , 0.0 , 20 , 0.01
Retail_0002 , 0.01 , 0 , 0.0
Manuf_0003 , 0.0 , 20 , 0.01
Retail_0003 , 0.01 , 0 , 0.0
Manuf_0004 , 0.0 , 20 , 0.01
Manuf_0005 , 7.99 , 20 , 0.01
Manuf_0006 , 9.99 , 20 , 0.01
Retail_0004 , 0.01 , 0 , 0.0
Manuf_0007 , 4.99 , 20 , 0.01
Manuf_0008 , 17.99 , 20 , 0.01
Retail_0005 , 0.01 , 0 , 0.0
Manuf_0009 , 0.0 , 20 , 0.01
Manuf_0010 , 8.99 , 20 , 0.01
Manuf_0011 , 0.0 , 20 , 0.01
Retail_0006 , 0.01 , 0 , 0.0
Manuf_0012 , 0.0 , 20 , 0.01
Manuf_0013 , 0.0 , 20 , 0.01
Retail_0007 , 0.01 , 0 , 0.0
Manuf_0014 , 0.0 , 20 , 0.01
Manuf_0015 , 7.99 , 20 , 0.01
Retail_0009 , 0.01 , 0 , 0.0
Manuf_0016 , 0.0 , 20 , 0.01
Manuf_0017 , 0.0 , 20 , 0.01
Retail_0008 , 0.01 , 0 , 0.0
Manuf_0018 , 0.0 , 20 , 0.01
Manuf_0019 , 0.0 , 20 , 0.01
Retail_0010 , 0.01 , 0 , 0.0
Manuf_0020 , 9.99 , 20 , 0.01
Manuf_0021 , 6.99 , 20 , 0.01
Manuf_0022 , 0.0 , 20 , 0.01
Retail_0011 , 0.01 , 0 , 0.0
Manuf_0023 , 9.99 , 20 , 0.01
Manuf_0024 , 6.99 , 20 , 0.01
Manuf_0025 , 18.99 , 20 , 0.01
Retail_0012 , 0.01 , 0 , 0.0
Manuf_0026 , 0.0 , 20 , 0.01
Manuf_0027 , 0.0 , 20 , 0.01
Retail_0013 , 0.01 , 0 , 0.0
Manuf_0028 , 0.0 , 20 , 0.01
Manuf_0029 , 0.0 , 20 , 0.01
Retail_0014 , 0.01 , 0 , 0.0
Manuf_0030 , 0.0 , 20 , 0.01
Retail_0017 , 0.01 , 0 , 0.0
Manuf_0031 , 0.0 , 20 , 0.01
Manuf_0032 , 0.0 , 20 , 0.01
Retail_0016 , 0.01 , 0 , 0.0
Manuf_0033 , 11.99 , 20 , 0.01
Retail_0018 , 0.01 , 0 , 0.0
Manuf_0034 , 0.0 , 20 , 0.01
Manuf_0035 , 7.99 , 20 , 0.01
Retail_0019 , 0.01 , 0 , 0.0
Retail_0020 , 0.01 , 0 , 0.0
Manuf_0036 , 0.0 , 20 , 0.01
Manuf_0037 , 11.99 , 20 , 0.01
Manuf_0038 , 0.0 , 20 , 0.01
Retail_0021 , 0.01 , 0 , 0.0
Retail_0022 , 0.01 , 0 , 0.0
Manuf_0039 , 0.0 , 20 , 0.01
Manuf_0040 , 0.0 , 20 , 0.01
Manuf_0041 , 14.99 , 20 , 0.01
Manuf_0042 , 0.0 , 20 , 0.01
Manuf_0043 , 0.0 , 20 , 0.01
Retail_0023 , 0.01 , 0 , 0.0
Manuf_0044 , 10.99 , 20 , 0.01
Manuf_0045 , 0.0 , 20 , 0.01
Retail_0024 , 0.01 , 0 , 0.0
Manuf_0046 , 0.0 , 20 , 0.01
Retail_0025 , 0.01 , 0 , 0.0
Manuf_0047 , 14.99 , 20 , 0.01
Manuf_0048 , 9.99 , 20 , 0.01
Part_0001 , 0.0 , 13 , 0.0
Part_0002 , 0.0 , 4 , 0.0
Part_0003 , 0.0 , 8 , 0.0
Part_0004 , 0.0 , 17 , 0.0
Part_0005 , 0.0 , 5 , 0.0
Part_0006 , 0.0 , 12 , 0.0
Part_0007 , 0.0 , 20 , 0.0
Part_0008 , 0.0 , 5 , 0.0
Part_0009 , 0.0 , 7 , 0.0
Part_0010 , 0.0 , 19 , 0.0
Part_0011 , 0.0 , 13 , 0.0
Part_0012 , 0.0 , 11 , 0.0
Part_0013 , 0.0 , 17 , 0.0
Part_0014 , 0.0 , 37 , 0.0
Part_0015 , 0.0 , 13 , 0.0
Part_0016 , 0.0 , 8 , 0.0
Part_0017 , 0.0 , 5 , 0.0
Part_0018 , 0.0 , 9 , 0.0
Part_0019 , 0.0 , 15 , 0.0
Part_0020 , 0.0 , 10 , 0.0
Part_0021 , 0.0 , 8 , 0.0
Part_0022 , 0.0 , 33 , 0.0
Part_0023 , 0.0 , 10 , 0.0
Part_0024 , 0.0 , 11 , 0.0
Part_0025 , 0.0 , 10 , 0.0
Part_0026 , 0.0 , 8 , 7.99
Part_0027 , 0.0 , 21 , 0.0
Part_0028 , 0.0 , 12 , 9.99
Part_0029 , 0.0 , 5 , 4.99
Part_0030 , 0.0 , 17 , 0.0
Part_0031 , 0.0 , 25 , 0.0
Part_0032 , 0.0 , 16 , 0.0
Part_0033 , 0.0 , 22 , 0.0
Part_0034 , 0.0 , 10 , 9.99
Part_0035 , 0.0 , 18 , 17.99
Part_0036 , 0.0 , 9 , 8.99
Part_0037 , 0.0 , 23 , 0.0
Part_0038 , 0.0 , 8 , 7.99
Part_0039 , 0.0 , 8 , 0.0
Part_0040 , 0.0 , 12 , 0.0
Part_0041 , 0.0 , 11 , 0.0
Part_0042 , 0.0 , 13 , 0.0
Part_0043 , 0.0 , 10 , 0.0
Part_0044 , 0.0 , 15 , 0.0
Part_0045 , 0.0 , 11 , 0.0
Part_0046 , 0.0 , 11 , 0.0
Part_0047 , 0.0 , 18 , 0.0
Part_0048 , 0.0 , 18 , 0.0
Part_0049 , 0.0 , 10 , 0.0
Part_0050 , 0.0 , 12 , 0.0
Part_0051 , 0.0 , 15 , 0.0
Part_0052 , 0.0 , 9 , 0.0
Part_0053 , 0.0 , 18 , 0.0
Part_0054 , 0.0 , 15 , 0.0
Part_0055 , 0.0 , 14 , 0.0
Part_0056 , 0.0 , 5 , 0.0
Part_0057 , 0.0 , 20 , 0.0
Part_0058 , 0.0 , 2 , 0.0
Part_0059 , 0.0 , 11 , 0.0
Part_0060 , 0.0 , 17 , 7.99
Part_0061 , 0.0 , 19 , 7.99
Part_0062 , 0.0 , 8 , 0.0
Part_0063 , 0.0 , 17 , 0.0
Part_0064 , 0.0 , 9 , 8.99
Part_0065 , 0.0 , 20 , 9.99
Part_0066 , 0.0 , 8 , 7.99
Part_0067 , 0.0 , 13 , 9.99
Part_0068 , 0.0 , 7 , 6.99
Part_0069 , 0.0 , 7 , 6.99
Part_0070 , 0.0 , 17 , 16.99
Part_0071 , 0.0 , 16 , 15.99
Part_0072 , 0.0 , 15 , 14.99
Part_0073 , 0.0 , 18 , 17.99
Part_0074 , 0.0 , 19 , 18.99
Part_0075 , 0.0 , 8 , 7.99
Part_0076 , 0.0 , 12 , 11.99
Part_0077 , 0.0 , 12 , 0.0
Part_0078 , 0.0 , 20 , 18.99
Part_0079 , 0.0 , 25 , 0.0
Part_0080 , 0.0 , 19 , 0.0
Part_0081 , 0.0 , 17 , 0.0
Part_0082 , 0.0 , 11 , 0.0
Part_0083 , 0.0 , 39 , 0.0
Part_0084 , 0.0 , 18 , 0.0
Part_0085 , 0.0 , 11 , 0.0
Part_0086 , 0.0 , 23 , 0.0
Part_0087 , 0.0 , 9 , 0.0
Part_0088 , 0.0 , 13 , 0.0
Part_0089 , 0.0 , 16 , 0.0
Part_0090 , 0.0 , 19 , 0.0
Part_0091 , 0.0 , 8 , 0.0
Part_0092 , 0.0 , 10 , 0.0
Part_0093 , 0.0 , 13 , 0.0
Part_0094 , 0.0 , 15 , 0.0
Part_0095 , 0.0 , 12 , 0.0
Part_0096 , 0.0 , 14 , 0.0
Part_0097 , 0.0 , 12 , 0.0
Part_0098 , 0.0 , 5 , 0.0
Part_0099 , 0.0 , 5 , 0.0
Part_0100 , 0.0 , 16 , 11.99
Part_0101 , 0.0 , 16 , 11.99
Part_0102 , 0.0 , 14 , 11.99
Part_0103 , 0.0 , 18 , 11.99
Part_0104 , 0.0 , 16 , 11.99
Part_0105 , 0.0 , 23 , 0.0
Part_0106 , 0.0 , 18 , 11.99
Part_0107 , 0.0 , 15 , 11.99
Part_0108 , 0.0 , 8 , 7.99
Part_0109 , 0.0 , 19 , 0.0
Part_0110 , 0.0 , 19 , 0.0
Part_0111 , 0.0 , 13 , 0.0
Part_0112 , 0.0 , 10 , 0.0
Part_0113 , 0.0 , 16 , 0.0
Part_0114 , 0.0 , 12 , 11.99
Part_0115 , 0.0 , 4 , 3.99
Part_0116 , 0.0 , 11 , 10.99
Part_0117 , 0.0 , 6 , 5.99
Part_0118 , 0.0 , 4 , 3.99
Part_0119 , 0.0 , 11 , 10.99
Part_0120 , 0.0 , 14 , 11.99
Part_0121 , 0.0 , 13 , 11.99
Part_0122 , 0.0 , 29 , 11.99
Part_0123 , 0.0 , 18 , 11.99
Part_0124 , 0.0 , 12 , 11.99
Part_0125 , 0.0 , 44 , 11.99
Part_0126 , 0.0 , 11 , 10.99
Part_0127 , 0.0 , 22 , 0.0
Part_0128 , 0.0 , 16 , 0.0
Part_0129 , 0.0 , 6 , 0.0
Part_0130 , 0.0 , 16 , 0.0
Part_0131 , 0.0 , 12 , 0.0
Part_0132 , 0.0 , 16 , 0.0
Part_0133 , 0.0 , 13 , 12.99
Part_0134 , 0.0 , 14 , 13.99
Part_0135 , 0.0 , 21 , 14.99
Part_0136 , 0.0 , 19 , 14.99
Part_0137 , 0.0 , 14 , 13.99
Part_0138 , 0.0 , 13 , 12.99
Part_0139 , 0.0 , 13 , 12.99
Part_0140 , 0.0 , 18 , 14.99
Part_0141 , 0.0 , 12 , 11.99
Part_0142 , 0.0 , 15 , 14.99
Part_0143 , 0.0 , 14 , 13.99
Part_0144 , 0.0 , 20 , 0.0
Part_0145 , 0.0 , 18 , 0.0
Part_0146 , 0.0 , 17 , 0.0
Part_0147 , 0.0 , 10 , 0.0
Part_0148 , 0.0 , 19 , 0.0
Part_0149 , 0.0 , 12 , 0.0
Part_0150 , 0.0 , 16 , 0.0
Part_0151 , 0.0 , 15 , 0.0
Part_0152 , 0.0 , 18 , 0.0
Part_0153 , 0.0 , 14 , 0.0
Part_0154 , 0.0 , 21 , 10.99
Part_0155 , 0.0 , 11 , 10.99
Part_0156 , 0.0 , 5 , 0.0
Part_0157 , 0.0 , 4 , 0.0
Part_0158 , 0.0 , 12 , 0.0
Part_0159 , 0.0 , 5 , 0.0
Part_0160 , 0.0 , 54 , 0.0
Part_0161 , 0.0 , 10 , 0.0
Part_0162 , 0.0 , 8 , 0.0
Part_0163 , 0.0 , 21 , 0.0
Part_0164 , 0.0 , 16 , 14.99
Part_0165 , 0.0 , 14 , 13.99
Part_0166 , 0.0 , 7 , 6.99
Part_0167 , 0.0 , 10 , 9.99
Part_0168 , 0.0 , 57 , 14.99
Part_0169 , 0.0 , 9 , 8.99
Part_0170 , 0.0 , 5 , 4.99
Part_0171 , 0.0 , 17 , 9.99
Part_0172 , 0.0 , 7 , 6.99
Part_0173 , 0.0 , 21 , 9.99
Part_0174 , 0.0 , 13 , 9.99
Part_0175 , 0.0 , 10 , 9.99
Part_0176 , 0.0 , 4 , 3.99
Part_0177 , 0.0 , 10 , 9.99
Part_0178 , 0.0 , 10 , 9.99
Part_0179 , 0.0 , 11 , 9.99
Part_0180 , 0.0 , 10 , 9.99
Part_0181 , 0.0 , 15 , 14.99
Part_0182 , 0.0 , 4 , 0.01
Part_0183 , 0.0 , 3 , 0.01
Part_0184 , 0.0 , 14 , 0.01
Part_0185 , 0.0 , 12 , 0.01
Part_0186 , 0.0 , 11 , 0.01
Part_0187 , 0.0 , 12 , 0.01
Part_0188 , 0.0 , 5 , 0.01
Part_0189 , 0.0 , 4 , 0.01
Part_0190 , 0.0 , 12 , 0.01
Part_0191 , 0.0 , 11 , 0.01
Part_0192 , 0.0 , 20 , 0.01
Retail_0015 , 0.01 , 0 , 0.0
Part_0193 , 0.0 , 20 , 0.01
Part_0194 , 0.0 , 4 , 0.01
Part_0195 , 0.0 , 16 , 0.01
Part_0196 , 0.0 , 13 , 0.01
Part_0197 , 0.0 , 11 , 0.01
Part_0198 , 0.0 , 20 , 0.01
