Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 1.8862769603729248 ,seconds
------
The SC has, 145 , nodes and,  224 edges.
------
The value of the objective using Pyomo is, 1896966.70 
stage, SI, time, S
Dist_0001 , 4.99 , 12 , -0.0
Dist_0013 , -0.0 , 10 , 0.0
Dist_0014 , -0.0 , 5 , 0.0
Dist_0015 , 0.0 , 6 , 0.0
Dist_0016 , -0.0 , 3 , 0.0
Dist_0002 , 6.99 , 16 , -0.0
Dist_0017 , -0.0 , 7 , 0.0
Dist_0018 , -0.0 , 4 , 0.0
Dist_0019 , -0.0 , 4 , 0.0
Dist_0020 , -0.0 , 10 , 0.0
Dist_0003 , 5.99 , 12 , -0.0
Dist_0021 , -0.0 , 9 , 0.0
Dist_0022 , -0.0 , 3 , 0.0
Dist_0023 , -0.0 , 7 , 0.0
Dist_0024 , -0.0 , 5 , 0.0
Dist_0004 , 8.99 , 11 , -0.0
Dist_0025 , -0.0 , 7 , 0.0
Dist_0026 , -0.0 , 4 , 0.0
Dist_0027 , -0.0 , 8 , 0.0
Dist_0028 , -0.0 , 5 , 0.0
Dist_0005 , 7.99 , 17 , -0.0
Dist_0029 , -0.0 , 11 , 0.0
Dist_0030 , -0.0 , 6 , 0.0
Dist_0031 , -0.0 , 8 , 0.0
Dist_0032 , -0.0 , 6 , 0.0
Dist_0006 , 0.0 , 12 , -0.0
Dist_0033 , -0.0 , 11 , -0.0
Dist_0034 , -0.0 , 5 , 0.0
Dist_0035 , -0.0 , 6 , 0.0
Dist_0036 , -0.0 , 7 , 0.0
Dist_0007 , 6.99 , 19 , -0.0
Dist_0037 , -0.0 , 12 , -0.0
Dist_0038 , -0.0 , 7 , 0.0
Dist_0039 , -0.0 , 5 , 0.0
Dist_0040 , -0.0 , 2 , 0.0
Dist_0008 , 7.99 , 12 , -0.0
Dist_0041 , -0.0 , 8 , 0.0
Dist_0042 , -0.0 , 5 , 0.0
Dist_0043 , 0.0 , 9 , 0.0
Dist_0044 , -0.0 , 3 , 0.0
Dist_0009 , 6.99 , 13 , -0.0
Dist_0045 , -0.0 , 10 , 0.0
Dist_0046 , -0.0 , 7 , 0.0
Dist_0047 , 0.0 , 9 , 0.0
Dist_0048 , 0.0 , 6 , 0.0
Dist_0010 , 5.99 , 16 , -0.0
Dist_0049 , -0.0 , 12 , 0.0
Dist_0050 , -0.0 , 2 , 0.0
Dist_0051 , -0.0 , 7 , 0.0
Dist_0052 , -0.0 , 3 , 0.0
Dist_0011 , 7.99 , 20 , -0.0
Dist_0053 , -0.0 , 8 , 0.0
Dist_0054 , -0.0 , 2 , 0.0
Dist_0055 , -0.0 , 9 , 0.0
Dist_0056 , -0.0 , 7 , 0.0
Dist_0012 , 5.99 , 13 , -0.0
Dist_0057 , -0.0 , 6 , 0.0
Dist_0058 , -0.0 , 7 , 0.0
Dist_0059 , -0.0 , 7 , 0.0
Dist_0060 , -0.0 , 4 , 0.0
Dist_0061 , -0.0 , 3 , 0.0
Dist_0062 , -0.0 , 4 , 0.0
Dist_0063 , -0.0 , 4 , 0.0
Dist_0064 , -0.0 , 4 , 0.0
Dist_0065 , -0.0 , 4 , 0.0
Dist_0066 , -0.0 , 3 , 0.0
Dist_0067 , -0.0 , 5 , 0.0
Dist_0068 , -0.0 , 2 , 0.0
Dist_0069 , -0.0 , 4 , 0.0
Dist_0070 , -0.0 , 3 , 0.0
Dist_0071 , -0.0 , 4 , 0.0
Dist_0072 , -0.0 , 2 , 0.0
Dist_0073 , -0.0 , 5 , 0.0
Dist_0074 , -0.0 , 2 , 0.0
Dist_0075 , -0.0 , 4 , 0.0
Dist_0076 , -0.0 , 3 , 0.0
Dist_0077 , 0.0 , 3 , 0.0
Dist_0078 , -0.0 , 4 , 0.0
Dist_0079 , -0.0 , 3 , 0.0
Dist_0080 , -0.0 , 3 , 0.0
Dist_0081 , -0.0 , 3 , 0.0
Dist_0082 , -0.0 , 3 , 0.0
Dist_0083 , -0.0 , 3 , 0.0
Dist_0084 , -0.0 , 4 , 0.0
Manuf_0001 , 1.0 , 2 , 2.99
Manuf_0029 , 2.99 , 4 , 0.0
Manuf_0002 , -0.0 , 4 , 2.99
Manuf_0003 , -0.0 , 3 , 2.99
Manuf_0004 , 0.0 , 81 , -0.0
Manuf_0030 , 0.0 , 5 , 0.0
Manuf_0031 , 2.99 , 5 , 0.0
Manuf_0032 , 0.0 , 5 , 0.0
Manuf_0033 , 2.99 , 6 , 0.0
Manuf_0034 , 1.99 , 6 , 0.0
Manuf_0035 , 0.0 , 4 , 0.0
Manuf_0036 , 1.99 , 5 , 0.0
Manuf_0037 , 1.99 , 6 , 0.0
Manuf_0038 , 1.99 , 5 , 0.0
Manuf_0039 , 0.0 , 5 , 0.0
Manuf_0040 , 2.99 , 6 , 0.0
Manuf_0041 , 2.99 , 5 , 0.0
Manuf_0005 , -0.0 , 4 , 0.0
Manuf_0006 , 0.0 , 3 , 0.0
Manuf_0007 , -0.0 , 3 , 2.99
Manuf_0008 , 0.69 , 2 , 2.68
Manuf_0009 , -0.0 , 4 , 0.0
Manuf_0010 , 0.0 , 3 , 0.0
Manuf_0011 , -0.0 , 3 , 2.99
Manuf_0012 , 0.69 , 2 , 2.68
Manuf_0013 , 0.0 , 2 , 1.99
Manuf_0014 , 0.0 , 3 , 1.99
Manuf_0015 , -0.0 , 4 , 0.0
Manuf_0016 , 0.0 , 3 , 0.0
Manuf_0017 , -0.0 , 2 , 1.99
Manuf_0018 , 0.0 , 3 , 1.99
Manuf_0019 , 0.0 , 2 , 1.99
Manuf_0020 , 0.0 , 3 , 1.99
Manuf_0021 , 0.0 , 2 , 1.99
Manuf_0022 , 0.0 , 3 , 1.99
Manuf_0023 , -0.0 , 4 , 0.0
Manuf_0024 , 0.0 , 3 , 0.0
Manuf_0025 , -0.0 , 3 , 2.99
