Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 0.39520692825317383 ,seconds
------
The SC has, 58 , nodes and,  176 edges.
------
The value of the objective using Pyomo is, 604640.34 
stage, SI, time, S
Part_0001 , 0.0 , 39 , -0.0
Manuf_0001 , -0.0 , 6 , 0.0
Part_0002 , 0.0 , 26 , 0.0
Manuf_0002 , 0.0 , 6 , 0.0
Part_0003 , 0.0 , 22 , 0.0
Manuf_0003 , 0.0 , 20 , 0.0
Part_0004 , 0.0 , 46 , 0.0
Manuf_0004 , 0.0 , 6 , 0.0
Part_0005 , 0.0 , 24 , 0.0
Manuf_0005 , 0.0 , 5 , 0.0
Part_0006 , 0.0 , 55 , 0.0
Manuf_0006 , 0.0 , 10 , 0.0
Part_0007 , 0.0 , 95 , 0.0
Part_0008 , 0.0 , 31 , 0.0
Part_0009 , 0.0 , 10 , -0.0
Part_0010 , 0.0 , 43 , -0.0
Part_0011 , 0.0 , 28 , -0.0
Part_0012 , 0.0 , 10 , -0.0
Part_0013 , 0.0 , 53 , -0.0
Part_0014 , 0.0 , 31 , -0.0
Part_0015 , 0.0 , 9 , -0.0
Part_0016 , 0.0 , 31 , -0.0
Part_0017 , 0.0 , 52 , -0.0
Part_0018 , 0.0 , 42 , -0.0
Part_0019 , 0.0 , 35 , -0.0
Part_0020 , 0.0 , 44 , -0.0
Part_0021 , 0.0 , 118 , 0.0
Part_0022 , 0.0 , 56 , -0.0
Part_0023 , 0.0 , 27 , -0.0
Part_0024 , 0.0 , 122 , -0.0
Part_0025 , 0.0 , 57 , -0.0
Part_0026 , 0.0 , 56 , -0.0
Part_0027 , 0.0 , 6 , -0.0
Part_0028 , 0.0 , 46 , -0.0
Part_0029 , 0.0 , 49 , -0.0
Part_0030 , 0.0 , 34 , -0.0
Part_0031 , 0.0 , 55 , 0.0
Part_0032 , 0.0 , 37 , -0.0
Part_0033 , 0.0 , 47 , -0.0
Part_0034 , 0.0 , 44 , -0.0
Part_0035 , 0.0 , 51 , -0.0
Part_0036 , 0.0 , 34 , -0.0
Manuf_0007 , 4.62 , 5 , 9.61
Manuf_0008 , -0.0 , 23 , 10.0
Manuf_0009 , 4.01 , 6 , 10.0
Manuf_0010 , 2.01 , 8 , 10.0
Manuf_0011 , 3.49 , 6 , 9.48
Manuf_0012 , 3.55 , 6 , 9.54
Manuf_0013 , 0.0 , 50 , 10.0
Part_0037 , 0.0 , 40 , 4.01
Part_0038 , 0.0 , 49 , 0.0
Part_0039 , 0.0 , 53 , -0.0
Part_0040 , 0.0 , 31 , -0.0
Part_0041 , 0.0 , 63 , 2.01
Part_0042 , 0.0 , 52 , 2.01
Part_0043 , 0.0 , 112 , 0.0
Part_0044 , 0.0 , 52 , 0.0
Part_0045 , 0.0 , 37 , 0.0
