Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 378.8476459980011 ,seconds
------
The SC has, 2025 , nodes and,  16225 edges.
------
The value of the objective using Pyomo is, 591829.91 
stage, SI, time, S
Manuf_0001 , 3.3 , 1.05 , 4.34
Trans_0001 , 4.34 , 3.68 , 8.01
Manuf_0002 , 2.73 , 1.16 , 3.88
Trans_0002 , 3.88 , 4.14 , 8.01
Manuf_0003 , 2.62 , 1.02 , 3.63
Trans_0003 , 3.63 , 4.39 , 8.01
Manuf_0004 , 3.13 , 1.01 , 4.13
Trans_0004 , 4.15 , 3.84 , 7.98
Manuf_0005 , 1.64 , 1.13 , 2.76
Trans_0005 , 2.76 , 5.26 , 8.01
Manuf_0006 , 2.36 , 1.12 , 3.47
Trans_0006 , 3.47 , 4.55 , 8.01
Manuf_0007 , 0.9 , 1.13 , 2.02
Trans_0007 , 2.02 , 6.0 , 8.01
Manuf_0008 , 3.11 , 1.09 , 4.19
Trans_0008 , 4.2 , 3.78 , 7.97
Manuf_0009 , 2.37 , 1.03 , 3.39
Trans_0009 , 3.39 , 4.63 , 8.01
Manuf_0010 , 2.5 , 1.19 , 3.68
Trans_0010 , 3.68 , 4.34 , 8.01
Manuf_0011 , 0.94 , 1.09 , 2.02
Trans_0011 , 2.02 , 6.0 , 8.01
Manuf_0012 , 1.75 , 1.11 , 2.85
Trans_0012 , 2.85 , 5.17 , 8.01
Manuf_0013 , 0.92 , 1.11 , 2.02
Trans_0013 , 2.02 , 6.0 , 8.01
Manuf_0014 , 2.27 , 1.15 , 3.41
Trans_0014 , 3.41 , 4.61 , 8.01
Manuf_0015 , 0.99 , 1.04 , 2.02
Trans_0015 , 2.02 , 6.0 , 8.01
Manuf_0016 , 0.88 , 1.15 , 2.02
Trans_0016 , 2.02 , 6.0 , 8.01
Manuf_0017 , 0.99 , 1.04 , 2.02
Trans_0017 , 2.02 , 6.0 , 8.01
Manuf_0018 , 2.65 , 1.17 , 3.81
Trans_0018 , 3.81 , 4.21 , 8.01
Manuf_0019 , 0.92 , 1.11 , 2.02
Trans_0019 , 2.02 , 6.0 , 8.01
Manuf_0020 , 0.83 , 1.2 , 2.02
Trans_0020 , 2.02 , 6.0 , 8.01
Manuf_0021 , 1.0 , 1.02 , 2.01
Trans_0021 , 2.02 , 6.0 , 8.01
Manuf_0022 , 0.99 , 1.04 , 2.02
Trans_0022 , 2.02 , 6.0 , 8.01
Manuf_0023 , 2.79 , 1.1 , 3.88
Trans_0023 , 3.9 , 4.1 , 7.99
Manuf_0024 , 1.74 , 1.19 , 2.92
Trans_0024 , 2.93 , 5.08 , 8.0
Manuf_0025 , 0.84 , 1.19 , 2.02
Trans_0025 , 2.02 , 6.0 , 8.01
Manuf_0026 , 0.95 , 1.07 , 2.01
Trans_0026 , 2.01 , 6.0 , 8.0
Manuf_0027 , 0.95 , 1.08 , 2.02
Trans_0027 , 2.02 , 6.0 , 8.01
Manuf_0028 , 0.0 , 1.2 , 1.19
Trans_0028 , 1.19 , 4.72 , 0.0
Trans_0029 , 1.5 , 6.0 , 7.49
Manuf_0029 , 1.0 , 1.01 , 2.0
Trans_0030 , 2.01 , 6.0 , 8.0
Manuf_0030 , 0.0 , 1.07 , 0.0
Trans_0031 , 0.0 , 6.0 , 4.91
Trans_0032 , 0.0 , 6.0 , 0.0
Trans_0033 , 0.0 , 6.0 , 0.0
Trans_0034 , 0.0 , 6.0 , 0.0
Trans_0035 , 0.0 , 6.0 , 0.0
Trans_0036 , 0.0 , 6.0 , 0.0
Trans_0037 , 0.0 , 6.0 , 5.99
Trans_0038 , 0.0 , 6.0 , 5.99
Trans_0039 , 0.0 , 6.0 , 5.99
Manuf_0031 , 0.0 , 1.12 , 0.0
Trans_0040 , 0.0 , 6.0 , 5.99
Trans_0041 , 0.0 , 6.0 , 0.0
Trans_0042 , 0.0 , 6.0 , 0.0
Trans_0043 , 0.0 , 6.0 , 0.0
Trans_0044 , 0.0 , 6.0 , 0.0
Trans_0045 , 0.0 , 6.0 , 0.0
Trans_0046 , 0.0 , 6.0 , 5.99
Trans_0047 , 0.0 , 6.0 , 5.99
Trans_0048 , 0.0 , 6.0 , 5.99
Manuf_0032 , 0.0 , 1.19 , 0.0
Trans_0049 , 0.0 , 6.0 , 5.99
Trans_0050 , 0.0 , 6.0 , 0.0
Trans_0051 , 0.0 , 6.0 , 0.0
Trans_0052 , 0.0 , 6.0 , 0.0
Trans_0053 , 0.0 , 6.0 , 0.0
Trans_0054 , 0.0 , 6.0 , 0.0
Trans_0055 , 0.0 , 6.0 , 5.99
Trans_0056 , 0.0 , 6.0 , 5.99
Trans_0057 , 0.0 , 6.0 , 5.99
Manuf_0033 , 0.0 , 1.17 , 0.0
Trans_0058 , 0.0 , 6.0 , 0.0
Trans_0059 , 0.0 , 6.0 , 0.0
Trans_0060 , 0.0 , 6.0 , 0.0
Trans_0061 , 0.0 , 6.0 , 0.0
Trans_0062 , 0.0 , 6.0 , 0.0
Trans_0063 , 0.0 , 6.0 , 0.0
Trans_0064 , 0.0 , 6.0 , 0.0
Trans_0065 , 0.0 , 6.0 , 5.99
Trans_0066 , 0.0 , 6.0 , 5.99
Manuf_0034 , 0.0 , 1.14 , 0.0
Trans_0067 , 0.0 , 6.0 , 0.0
Trans_0068 , 0.0 , 6.0 , 0.0
Trans_0069 , 0.0 , 6.0 , 0.0
Trans_0070 , 0.0 , 4.97 , 0.0
Trans_0071 , 0.0 , 6.0 , 0.0
Trans_0072 , 0.0 , 6.0 , 0.0
Trans_0073 , 0.0 , 6.0 , 5.99
Trans_0074 , 0.0 , 6.0 , 5.99
Trans_0075 , 0.0 , 6.0 , 5.99
Manuf_0035 , 0.0 , 1.15 , 0.0
