Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 77.01768612861633 ,seconds
------
The SC has, 1206 , nodes and,  4063 edges.
------
The value of the objective using Pyomo is, 516974.37 
stage, SI, time, S
Manuf_0001 , 17.99 , 4 , 0.0
Manuf_0037 , 14.99 , 3 , 0.0
Manuf_0039 , 0.0 , 5 , 0.0
Manuf_0040 , 0.0 , 4 , 0.0
Manuf_0002 , 12.99 , 3 , 15.98
Manuf_0020 , 15.98 , 4 , 0.0
Manuf_0003 , -0.0 , 5 , 3.99
Manuf_0033 , 3.99 , 5 , 0.0
Manuf_0034 , 3.99 , 3 , 0.0
Manuf_0035 , 3.99 , 3 , 0.0
Manuf_0004 , -0.0 , 4 , 0.0
Manuf_0030 , -0.0 , 5 , 0.0
Manuf_0031 , -0.0 , 3 , 0.0
Manuf_0032 , -0.0 , 4 , 0.0
Manuf_0005 , 12.99 , 5 , 0.0
Manuf_0055 , 0.0 , 5 , 0.0
Part_0001 , 0.0 , 15 , 0.0
Manuf_0042 , 0.0 , 6 , 0.0
Manuf_0043 , 6.99 , 5 , 0.0
Manuf_0044 , 0.0 , 5 , 0.0
Manuf_0045 , 0.0 , 5 , 0.0
Manuf_0046 , 9.99 , 7 , 0.0
Manuf_0053 , 15.99 , 6 , 0.0
Part_0002 , 0.0 , 17 , 6.99
Part_0003 , 0.0 , 15 , -0.0
Manuf_0013 , 0.0 , 5 , 0.0
Manuf_0014 , 0.0 , 4 , 0.0
Manuf_0015 , 15.99 , 5 , 0.0
Manuf_0016 , 15.99 , 5 , 0.0
Manuf_0017 , 22.99 , 4 , 0.0
Manuf_0018 , 0.0 , 4 , 0.0
Manuf_0019 , 0.0 , 4 , 0.0
Manuf_0021 , 15.99 , 3 , 0.0
Manuf_0022 , -0.0 , 5 , 0.0
Manuf_0024 , 12.99 , 4 , 0.0
Manuf_0025 , -0.0 , 3 , 0.0
Manuf_0027 , 12.99 , 4 , 0.0
Manuf_0036 , -0.0 , 4 , 0.0
Manuf_0038 , 0.0 , 3 , 0.0
Manuf_0041 , 12.99 , 3 , 0.0
Manuf_0048 , -0.0 , 4 , 0.0
Manuf_0049 , -0.0 , 3 , 0.0
Manuf_0050 , 0.0 , 4 , 0.0
Manuf_0051 , 13.99 , 4 , 0.0
Manuf_0052 , 13.99 , 4 , 0.0
Manuf_0054 , 0.0 , 4 , 0.0
Manuf_0056 , -0.0 , 3 , 0.0
Manuf_0057 , 0.0 , 4 , 0.0
Part_0004 , 0.0 , 15 , 0.0
Part_0005 , 0.0 , 14 , 0.0
Part_0006 , 0.0 , 16 , -0.0
Manuf_0007 , -0.0 , 6 , 0.0
Part_0007 , 0.0 , 27 , -0.0
Part_0008 , 0.0 , 20 , -0.0
Part_0009 , 0.0 , 20 , 15.99
Part_0010 , 0.0 , 22 , 15.98
Part_0011 , 0.0 , 19 , -0.0
Part_0012 , 0.0 , 18 , -0.0
Part_0013 , 0.0 , 18 , -0.0
Part_0014 , 0.0 , 22 , 12.99
Part_0015 , 0.0 , 20 , -0.0
Part_0016 , 0.0 , 21 , 9.99
Part_0017 , 0.0 , 26 , 9.99
Part_0018 , 0.0 , 16 , 15.99
Part_0019 , 0.0 , 24 , 0.0
Part_0020 , 0.0 , 15 , 14.99
Part_0021 , 0.0 , 27 , 9.99
Part_0022 , 0.0 , 26 , 9.99
Part_0023 , 0.0 , 12 , 0.0
Part_0024 , 0.0 , 16 , 0.0
Part_0025 , 0.0 , 24 , 9.99
Part_0026 , 0.0 , 18 , 15.99
Part_0027 , 0.0 , 19 , 0.0
Part_0028 , 0.0 , 13 , -0.0
Manuf_0009 , -0.0 , 7 , 0.0
Manuf_0010 , -0.0 , 5 , 0.0
Part_0029 , 0.0 , 23 , -0.0
Part_0030 , 0.0 , 29 , 3.99
Part_0031 , 0.0 , 13 , 12.99
Manuf_0058 , 17.99 , 5 , 0.0
Part_0032 , 0.0 , 12 , 11.99
Part_0033 , 0.0 , 14 , -0.0
Part_0034 , 0.0 , 17 , -0.0
Part_0035 , 0.0 , 23 , -0.0
Manuf_0011 , -0.0 , 7 , 0.0
Part_0036 , 0.0 , 12 , -0.0
Part_0037 , 0.0 , 16 , -0.0
Part_0038 , 0.0 , 16 , 15.99
Part_0039 , 0.0 , 20 , 0.0
Part_0040 , 0.0 , 12 , 11.99
Part_0041 , 0.0 , 23 , 12.99
Part_0042 , 0.0 , 14 , 12.99
Part_0043 , 0.0 , 24 , 22.99
Part_0044 , 0.0 , 14 , 0.0
Part_0045 , 0.0 , 14 , 13.99
Part_0046 , 0.0 , 21 , -0.0
Manuf_0006 , -0.0 , 5 , 0.0
Part_0047 , 0.0 , 17 , -0.0
Part_0048 , 0.0 , 15 , 6.99
Part_0049 , 0.0 , 14 , -0.0
Part_0050 , 0.0 , 20 , 10.99
Manuf_0028 , 10.99 , 6 , 0.0
Part_0051 , 0.0 , 34 , 0.0
Part_0052 , 0.0 , 32 , -0.0
Part_0053 , 0.0 , 27 , 0.0
Part_0054 , 0.0 , 30 , 0.0
Part_0055 , 0.0 , 77 , 0.0
Part_0056 , 0.0 , 21 , 0.0
Part_0057 , 0.0 , 23 , 0.0
Part_0058 , 0.0 , 46 , 15.99
Part_0059 , 0.0 , 59 , 12.99
Part_0060 , 0.0 , 42 , 17.99
Part_0061 , 0.0 , 57 , 0.0
Part_0062 , 0.0 , 51 , 0.0
Part_0063 , 0.0 , 54 , 0.0
Part_0064 , 0.0 , 44 , 0.0
Part_0065 , 0.0 , 49 , 0.0
Part_0066 , 0.0 , 58 , 0.0
Part_0067 , 0.0 , 34 , 0.0
Part_0068 , 0.0 , 46 , 0.0
Part_0069 , 0.0 , 44 , 0.0
Part_0070 , 0.0 , 25 , 0.0
Part_0071 , 0.0 , 30 , 2.99
Manuf_0029 , 2.99 , 7 , 0.0
Part_0072 , 0.0 , 24 , 0.0
Part_0073 , 0.0 , 22 , -0.0
Manuf_0008 , -0.0 , 4 , 0.0
Part_0074 , 0.0 , 32 , 0.0
Part_0075 , 0.0 , 17 , 9.99
Part_0076 , 0.0 , 22 , 9.99
Part_0077 , 0.0 , 22 , 15.99
Part_0078 , 0.0 , 22 , -0.0
Part_0079 , 0.0 , 30 , 15.99
Part_0080 , 0.0 , 29 , 9.99
Part_0081 , 0.0 , 18 , 17.99
Part_0082 , 0.0 , 19 , -0.0
