Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 0.5919477939605713 ,seconds
------
The SC has, 88 , nodes and,  107 edges.
------
The value of the objective using Pyomo is, 3720739.60 
stage, SI, time, S
Manuf_0001 , 0.0 , 19.0 , 0.0
Trans_0004 , 0.0 , 20.0 , 7.49
Manuf_0002 , 0.0 , 19.0 , 0.0
Trans_0005 , 0.0 , 23.0 , 7.49
Manuf_0003 , 9.29 , 23.0 , 0.0
Dist_0001 , 0.0 , 20.0 , 0.0
Dist_0002 , 0.0 , 22.0 , 0.0
Dist_0003 , 0.0 , 22.0 , 0.0
Dist_0004 , 0.0 , 19.0 , 0.0
Dist_0005 , 0.0 , 20.0 , 0.0
Manuf_0004 , 9.29 , 19.0 , 0.0
Dist_0006 , 0.0 , 23.0 , 0.0
Dist_0007 , 0.0 , 23.0 , 0.0
Dist_0008 , 0.0 , 20.0 , 0.0
Dist_0009 , 0.0 , 21.0 , 0.0
Manuf_0005 , 9.29 , 22.0 , -0.0
Dist_0010 , -0.0 , 24.0 , 0.0
Dist_0011 , -0.0 , 20.0 , 0.0
Dist_0012 , -0.0 , 23.0 , 0.0
Dist_0013 , -0.0 , 24.0 , 0.0
Dist_0014 , -0.0 , 20.0 , 0.0
Dist_0015 , -0.0 , 22.0 , 0.0
Dist_0016 , -0.0 , 21.0 , 0.0
Dist_0017 , -0.0 , 24.0 , 0.0
Dist_0018 , -0.0 , 22.0 , 0.0
Dist_0019 , -0.0 , 23.0 , 0.0
Dist_0020 , -0.0 , 21.0 , 0.0
Manuf_0006 , 7.49 , 19.6 , 0.0
Dist_0021 , 0.0 , 22.0 , 0.0
Dist_0022 , 0.0 , 22.0 , 0.0
Dist_0023 , 0.0 , 21.0 , 0.0
Dist_0024 , 0.0 , 24.0 , 0.0
Dist_0025 , 0.0 , 22.0 , 0.0
Manuf_0007 , 7.49 , 19.6 , 0.0
Dist_0026 , 0.0 , 23.0 , 0.0
Dist_0027 , 0.0 , 22.0 , 0.0
Dist_0028 , 0.0 , 23.0 , 0.0
Dist_0029 , 0.0 , 23.0 , 0.0
Manuf_0008 , 7.49 , 19.6 , -0.0
Dist_0030 , -0.0 , 21.0 , 0.0
Dist_0031 , -0.0 , 22.0 , 0.0
Dist_0032 , -0.0 , 24.0 , 0.0
Dist_0033 , -0.0 , 20.0 , 0.0
Dist_0034 , -0.0 , 22.0 , 0.0
Dist_0035 , -0.0 , 19.0 , 0.0
Dist_0036 , -0.0 , 19.0 , 0.0
Dist_0037 , 0.0 , 19.0 , 0.0
Dist_0038 , -0.0 , 20.0 , 0.0
Dist_0039 , -0.0 , 24.0 , 0.0
Dist_0040 , 0.0 , 22.0 , 0.0
Manuf_0009 , 7.49 , 19.6 , -0.0
Dist_0041 , 0.0 , 21.0 , 0.0
Dist_0042 , -0.0 , 20.0 , 0.0
Dist_0043 , -0.0 , 21.0 , 0.0
Dist_0044 , -0.0 , 24.0 , 0.0
Dist_0045 , -0.0 , 22.0 , 0.0
Dist_0046 , -0.0 , 21.0 , 0.0
Dist_0047 , -0.0 , 21.0 , 0.0
Dist_0048 , 0.0 , 20.0 , 0.0
Dist_0049 , 0.0 , 22.0 , 0.0
Dist_0050 , -0.0 , 19.0 , 0.0
Dist_0051 , -0.0 , 21.0 , 0.0
Part_0001 , 0.0 , 23.0 , 0.0
Part_0002 , 0.0 , 21.0 , 0.0
Part_0003 , 0.0 , 19.0 , 0.0
Part_0004 , 0.0 , 22.0 , 0.0
Part_0005 , 0.0 , 22.0 , 0.0
Part_0006 , 0.0 , 21.0 , 0.0
Part_0007 , 0.0 , 21.5 , -0.0
Trans_0001 , -0.0 , 7.5 , 7.49
Part_0008 , 0.0 , 21.5 , -0.0
Trans_0002 , -0.0 , 7.5 , 7.49
Part_0009 , 0.0 , 21.5 , -0.0
Trans_0003 , -0.0 , 9.3 , 9.29
Part_0010 , 0.0 , 21.0 , 9.29
Part_0011 , 0.0 , 22.0 , 7.49
Part_0012 , 0.0 , 21.0 , 9.29
Part_0013 , 0.0 , 23.0 , 7.49
Part_0014 , 0.0 , 23.0 , 9.29
Part_0015 , 0.0 , 24.0 , 9.29
Part_0016 , 0.0 , 22.0 , 7.49
Part_0017 , 0.0 , 19.0 , 7.49
Part_0018 , 0.0 , 22.0 , 7.49
Part_0019 , 0.0 , 21.0 , 7.49
Part_0020 , 0.0 , 21.0 , 7.49
Part_0021 , 0.0 , 19.0 , 7.49
Part_0022 , 0.0 , 19.0 , 7.49
Part_0023 , 0.0 , 21.0 , 7.49
