Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 212.93871307373047 ,seconds
------
The SC has, 1451 , nodes and,  4812 edges.
------
The value of the objective using Pyomo is, 317426.78 
stage, SI, time, S
Manuf_0001 , -0.0 , 10.9 , 0.96
Retail_0001 , 0.96 , 2.05 , 3.0
Manuf_0002 , 0.0 , 4.0 , 0.96
Retail_0002 , 0.96 , 2.05 , 3.0
Manuf_0003 , -0.0 , 4.0 , 0.96
Retail_0003 , 0.96 , 2.05 , 3.0
Manuf_0004 , -0.0 , 4.0 , 0.96
Retail_0004 , 0.96 , 2.05 , 3.0
Manuf_0005 , 0.0 , 4.0 , 0.96
Retail_0005 , 0.96 , 2.05 , 3.0
Manuf_0006 , -0.0 , 4.0 , 0.96
Manuf_0654 , 0.96 , 2.05 , 3.0
Manuf_0655 , 0.96 , 2.05 , 3.0
Manuf_0657 , 0.96 , 2.05 , 3.0
Manuf_0664 , 0.96 , 2.05 , 3.0
Manuf_0666 , 0.96 , 2.05 , 3.0
Manuf_0671 , 0.96 , 2.05 , 3.0
Retail_0006 , 0.96 , 2.05 , 3.0
Manuf_0007 , -0.0 , 4.0 , 0.96
Manuf_0658 , 0.96 , 2.05 , 3.0
Manuf_0662 , 0.96 , 2.05 , 3.0
Manuf_0663 , 0.96 , 2.05 , 3.0
Retail_0007 , 0.96 , 2.05 , 3.0
Manuf_0008 , 0.0 , 4.0 , 0.96
Manuf_0661 , 0.96 , 2.05 , 3.0
Manuf_0665 , 0.96 , 2.05 , 3.0
Manuf_0667 , 0.96 , 2.05 , 3.0
Manuf_0672 , 0.96 , 2.05 , 3.0
Retail_0008 , 0.96 , 2.05 , 3.0
Manuf_0009 , 0.0 , 4.0 , 0.96
Manuf_0656 , 0.96 , 2.05 , 3.0
Retail_0009 , 0.96 , 2.05 , 3.0
Manuf_0010 , 0.0 , 4.0 , 0.96
Retail_0010 , 0.96 , 2.05 , 3.0
Manuf_0011 , 0.0 , 4.0 , 0.96
Retail_0011 , 0.96 , 2.05 , 3.0
Manuf_0012 , 0.0 , 4.0 , 0.96
Retail_0012 , 0.96 , 2.05 , 3.0
Manuf_0013 , 0.0 , 4.0 , 0.96
Retail_0013 , 0.96 , 2.05 , 3.0
Manuf_0014 , 0.0 , 4.0 , 0.96
Retail_0014 , 0.96 , 2.05 , 3.0
Manuf_0015 , 0.0 , 4.0 , 0.96
Retail_0015 , 0.96 , 2.05 , 3.0
Manuf_0016 , 0.0 , 4.0 , 0.96
Retail_0016 , 0.96 , 2.05 , 3.0
Manuf_0017 , 0.0 , 4.0 , 0.96
Manuf_0659 , 0.96 , 2.05 , 3.0
Manuf_0669 , 0.96 , 2.05 , 3.0
