Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 0.1963210105895996 ,seconds
------
The SC has, 27 , nodes and,  31 edges.
------
The value of the objective using Pyomo is, 760760.03 
stage, SI, time, S
Dist_0001 , -0.0 , 1.0 , 0.99
Manuf_0002 , 0.99 , 2.05 , 0.0
Manuf_0003 , 0.99 , 2.05 , 0.0
Manuf_0004 , 0.99 , 2.05 , 0.0
Manuf_0005 , 0.99 , 2.05 , -0.0
Manuf_0001 , -0.0 , 1.0 , -0.0
Retail_0001 , -0.0 , 5.1 , 2.0
Retail_0002 , -0.0 , 3.0 , 2.0
Retail_0003 , 0.01 , 2.0 , 2.0
Retail_0004 , -0.0 , 3.0 , 2.0
Retail_0005 , -0.0 , 5.1 , 2.0
Retail_0006 , 0.0 , 5.1 , 2.0
Retail_0007 , -0.0 , 4.1 , 2.0
Retail_0008 , -0.0 , 3.0 , 2.0
Part_0001 , 0.0 , 38.0 , -0.0
Part_0002 , 0.0 , 34.55 , -0.0
Part_0003 , 0.0 , 14.0 , -0.0
Part_0004 , 0.0 , 33.75 , -0.0
Part_0005 , 0.0 , 33.75 , -0.0
Part_0006 , 0.0 , 12.0 , -0.0
Part_0007 , 0.0 , 11.75 , 0.99
Part_0008 , 0.0 , 35.0 , 0.99
Part_0009 , 0.0 , 10.0 , 0.99
Part_0010 , 0.0 , 36.0 , 0.99
Part_0011 , 0.0 , 10.0 , 0.99
Part_0012 , 0.0 , 40.2 , 0.99
Part_0013 , 0.0 , 10.0 , 0.99
