Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 139.12851881980896 ,seconds
------
The SC has, 1479 , nodes and,  2069 edges.
------
The value of the objective using Pyomo is, 527772.31 
stage, SI, time, S
Manuf_0001 , 0.0 , 2.36 , 0.0
Trans_0001 , 0.0 , 3.0 , 2.99
Trans_0003 , 0.0 , 3.0 , 2.99
Trans_0004 , 0.0 , 3.0 , 2.99
Trans_0005 , 0.0 , 4.0 , 3.99
Trans_0006 , 0.0 , 3.0 , 2.99
Trans_0007 , 0.0 , 2.0 , 1.99
Trans_0008 , 0.0 , 3.0 , 2.99
Trans_0350 , 0.0 , 2.0 , 1.99
Trans_0351 , 0.0 , 3.0 , 2.99
Manuf_0002 , 0.0 , 2.87 , 0.0
Trans_0002 , 0.0 , 3.0 , 2.99
Trans_0129 , 0.0 , 3.0 , 2.99
Trans_0130 , 0.0 , 4.0 , 3.99
Trans_0131 , 0.0 , 4.0 , 3.99
Trans_0132 , 0.0 , 3.0 , 2.99
Trans_0133 , 0.0 , 3.0 , 2.99
Trans_0134 , 0.0 , 3.0 , 2.99
Trans_0135 , 0.0 , 4.0 , 3.99
Trans_0456 , 0.0 , 4.0 , 3.99
Manuf_0003 , 0.0 , 2.71 , 0.0
Trans_0009 , 0.0 , 3.0 , 2.99
Trans_0010 , 0.0 , 4.0 , 3.99
Trans_0011 , 0.0 , 3.0 , 2.99
Trans_0012 , 0.0 , 3.0 , 2.99
Trans_0013 , 0.0 , 3.0 , 2.99
Trans_0014 , 0.0 , 3.0 , 2.99
Trans_0015 , 0.0 , 3.0 , 2.99
Trans_0016 , 0.0 , 3.0 , 2.99
Trans_0017 , 0.0 , 3.0 , 2.99
Manuf_0004 , 0.0 , 2.56 , 0.0
Trans_0018 , 0.0 , 3.0 , 2.99
Trans_0019 , 0.0 , 4.0 , 3.99
Trans_0020 , 0.0 , 4.0 , 3.99
Trans_0021 , 0.0 , 3.0 , 2.99
Trans_0022 , 0.0 , 3.0 , 2.99
Trans_0023 , 0.0 , 4.0 , 3.99
Trans_0024 , 0.0 , 3.0 , 2.99
Trans_0025 , 0.0 , 3.0 , 2.99
Trans_0026 , 0.0 , 4.0 , 3.99
Manuf_0005 , 0.0 , 3.19 , 0.0
Trans_0027 , 0.0 , 3.0 , 2.99
Trans_0028 , 0.0 , 3.0 , 2.99
Trans_0029 , 0.0 , 4.0 , 3.99
Trans_0030 , 0.0 , 3.0 , 2.99
Trans_0031 , 0.53 , 3.0 , 3.52
Trans_0032 , 0.0 , 3.0 , 2.99
Trans_0033 , 0.0 , 3.0 , 2.99
Trans_0034 , 0.0 , 3.0 , 2.99
Trans_0035 , 0.0 , 3.0 , 2.99
Trans_0036 , 0.0 , 3.0 , 2.99
Manuf_0006 , -0.0 , 2.2 , 0.0
Trans_0037 , 0.0 , 3.0 , 2.99
Trans_0038 , 0.0 , 3.0 , 2.99
Trans_0039 , 0.0 , 4.0 , 3.99
Trans_0040 , 0.0 , 3.0 , 2.99
Trans_0041 , 0.0 , 3.0 , 2.99
Trans_0042 , 0.0 , 3.0 , 2.99
Trans_0043 , 0.0 , 4.0 , 3.99
Trans_0044 , 0.0 , 4.0 , 3.99
Trans_0045 , 0.0 , 3.0 , 2.99
Manuf_0007 , 0.0 , 2.57 , 0.0
Trans_0046 , 0.0 , 3.0 , 2.99
Trans_0047 , 0.0 , 3.0 , 2.99
Trans_0048 , 0.0 , 3.0 , 2.99
Trans_0049 , 0.0 , 4.0 , 3.99
Trans_0050 , 0.0 , 4.0 , 3.99
Trans_0051 , 0.0 , 3.0 , 2.99
Trans_0052 , 0.0 , 3.0 , 2.99
Trans_0053 , 0.0 , 4.0 , 3.99
Trans_0054 , 0.0 , 3.0 , 2.99
