Stage , Degree , In_Edges , Out_Edges , Depth
Dist_0001 , 3 , 1 , 2 , 1
Retail_0001 , 1 , 1 , 0 , 0
Retail_0002 , 1 , 1 , 0 , 0
Dist_0002 , 3 , 1 , 2 , 1
Retail_0003 , 1 , 1 , 0 , 0
Retail_0004 , 1 , 1 , 0 , 0
Dist_0003 , 3 , 1 , 2 , 1
Retail_0005 , 1 , 1 , 0 , 0
Retail_0006 , 1 , 1 , 0 , 0
Dist_0004 , 3 , 1 , 2 , 1
Retail_0007 , 1 , 1 , 0 , 0
Retail_0008 , 1 , 1 , 0 , 0
Dist_0005 , 3 , 1 , 2 , 1
Retail_0009 , 1 , 1 , 0 , 0
Retail_0010 , 1 , 1 , 0 , 0
Dist_0006 , 3 , 1 , 2 , 1
Retail_0011 , 1 , 1 , 0 , 0
Retail_0012 , 1 , 1 , 0 , 0
Dist_0007 , 3 , 1 , 2 , 1
Retail_0013 , 1 , 1 , 0 , 0
Retail_0014 , 1 , 1 , 0 , 0
Dist_0008 , 3 , 1 , 2 , 1
Retail_0015 , 1 , 1 , 0 , 0
Retail_0016 , 1 , 1 , 0 , 0
Dist_0009 , 3 , 1 , 2 , 1
Retail_0017 , 1 , 1 , 0 , 0
Retail_0018 , 1 , 1 , 0 , 0
Dist_0010 , 3 , 1 , 2 , 1
Retail_0019 , 1 , 1 , 0 , 0
Retail_0020 , 1 , 1 , 0 , 0
Dist_0011 , 3 , 1 , 2 , 1
Retail_0021 , 1 , 1 , 0 , 0
Retail_0022 , 1 , 1 , 0 , 0
Dist_0012 , 3 , 1 , 2 , 1
Retail_0023 , 1 , 1 , 0 , 0
Retail_0024 , 1 , 1 , 0 , 0
Dist_0013 , 3 , 1 , 2 , 1
Retail_0025 , 1 , 1 , 0 , 0
Retail_0026 , 1 , 1 , 0 , 0
Dist_0014 , 3 , 1 , 2 , 1
Retail_0027 , 1 , 1 , 0 , 0
Retail_0028 , 1 , 1 , 0 , 0
Dist_0015 , 3 , 1 , 2 , 1
Retail_0029 , 1 , 1 , 0 , 0
Retail_0030 , 1 , 1 , 0 , 0
Dist_0016 , 3 , 1 , 2 , 1
Retail_0031 , 1 , 1 , 0 , 0
Retail_0032 , 1 , 1 , 0 , 0
Dist_0017 , 3 , 1 , 2 , 1
Retail_0033 , 1 , 1 , 0 , 0
Retail_0034 , 1 , 1 , 0 , 0
Manuf_0001 , 15 , 4 , 11 , 5
Manuf_0014 , 9 , 8 , 1 , 4
Manuf_0015 , 5 , 4 , 1 , 4
Manuf_0016 , 5 , 4 , 1 , 4
Manuf_0017 , 10 , 9 , 1 , 4
Manuf_0018 , 10 , 9 , 1 , 4
Manuf_0019 , 10 , 9 , 1 , 4
Manuf_0020 , 10 , 9 , 1 , 4
Manuf_0021 , 10 , 9 , 1 , 4
Manuf_0022 , 10 , 9 , 1 , 4
Manuf_0023 , 10 , 9 , 1 , 4
Manuf_0024 , 10 , 9 , 1 , 4
Manuf_0002 , 15 , 4 , 11 , 5
Manuf_0003 , 15 , 4 , 11 , 5
Manuf_0004 , 15 , 4 , 11 , 5
Manuf_0005 , 4 , 3 , 1 , 5
Manuf_0025 , 7 , 6 , 1 , 4
Manuf_0006 , 3 , 2 , 1 , 5
Manuf_0007 , 3 , 2 , 1 , 5
Manuf_0008 , 3 , 2 , 1 , 5
Manuf_0009 , 3 , 2 , 1 , 5
Manuf_0010 , 3 , 2 , 1 , 5
Manuf_0011 , 3 , 2 , 1 , 4
Manuf_0027 , 6 , 5 , 1 , 3
Manuf_0012 , 3 , 2 , 1 , 4
Manuf_0029 , 6 , 5 , 1 , 3
Manuf_0013 , 3 , 2 , 1 , 4
Manuf_0030 , 6 , 5 , 1 , 3
Manuf_0031 , 6 , 5 , 1 , 3
Manuf_0032 , 6 , 5 , 1 , 3
Manuf_0033 , 6 , 5 , 1 , 3
Manuf_0034 , 6 , 5 , 1 , 3
Manuf_0035 , 6 , 5 , 1 , 3
Manuf_0036 , 6 , 5 , 1 , 3
Manuf_0037 , 6 , 5 , 1 , 3
Manuf_0038 , 6 , 5 , 1 , 3
Manuf_0039 , 6 , 5 , 1 , 3
Manuf_0040 , 6 , 5 , 1 , 3
Manuf_0041 , 6 , 5 , 1 , 3
Manuf_0042 , 6 , 5 , 1 , 3
Manuf_0026 , 5 , 4 , 1 , 3
Manuf_0043 , 6 , 5 , 1 , 2
Manuf_0044 , 6 , 5 , 1 , 2
Manuf_0028 , 5 , 4 , 1 , 3
Manuf_0045 , 6 , 5 , 1 , 2
Manuf_0046 , 6 , 5 , 1 , 2
Manuf_0047 , 6 , 5 , 1 , 2
Manuf_0048 , 7 , 6 , 1 , 2
Manuf_0049 , 7 , 6 , 1 , 2
Manuf_0050 , 7 , 6 , 1 , 2
Manuf_0051 , 7 , 6 , 1 , 2
Manuf_0052 , 7 , 6 , 1 , 2
Manuf_0053 , 7 , 6 , 1 , 2
Manuf_0054 , 7 , 6 , 1 , 2
Manuf_0055 , 7 , 6 , 1 , 2
Manuf_0056 , 6 , 5 , 1 , 2
Manuf_0057 , 7 , 6 , 1 , 2
Manuf_0058 , 7 , 6 , 1 , 2
Manuf_0059 , 7 , 6 , 1 , 2
Part_0001 , 13 , 0 , 13 , 6
Part_0002 , 19 , 0 , 19 , 6
Part_0003 , 13 , 0 , 13 , 6
Part_0004 , 13 , 0 , 13 , 6
Part_0005 , 9 , 0 , 9 , 6
Part_0006 , 6 , 0 , 6 , 6
Part_0007 , 3 , 0 , 3 , 5
Part_0008 , 3 , 0 , 3 , 5
Part_0009 , 5 , 0 , 5 , 4
Part_0010 , 17 , 0 , 17 , 4
Part_0011 , 1 , 0 , 1 , 4
Part_0012 , 1 , 0 , 1 , 4
Part_0013 , 1 , 0 , 1 , 4
Part_0014 , 1 , 0 , 1 , 4
Part_0015 , 1 , 0 , 1 , 4
Part_0016 , 1 , 0 , 1 , 4
Part_0017 , 1 , 0 , 1 , 4
Part_0018 , 1 , 0 , 1 , 4
Part_0019 , 1 , 0 , 1 , 4
Part_0020 , 1 , 0 , 1 , 4
Part_0021 , 1 , 0 , 1 , 4
Part_0022 , 1 , 0 , 1 , 4
Part_0023 , 12 , 0 , 12 , 4
Part_0024 , 1 , 0 , 1 , 4
Part_0025 , 1 , 0 , 1 , 4
Part_0026 , 1 , 0 , 1 , 4
Part_0027 , 1 , 0 , 1 , 4
Part_0028 , 1 , 0 , 1 , 4
Part_0029 , 1 , 0 , 1 , 4
Part_0030 , 1 , 0 , 1 , 4
Part_0031 , 1 , 0 , 1 , 4
Part_0032 , 1 , 0 , 1 , 4
Part_0033 , 1 , 0 , 1 , 4
Part_0034 , 1 , 0 , 1 , 4
Part_0035 , 1 , 0 , 1 , 4
Part_0036 , 1 , 0 , 1 , 4
Part_0037 , 1 , 0 , 1 , 4
Part_0038 , 1 , 0 , 1 , 4
Part_0039 , 1 , 0 , 1 , 4
Part_0040 , 1 , 0 , 1 , 4
Part_0041 , 1 , 0 , 1 , 4
Part_0042 , 1 , 0 , 1 , 4
Part_0043 , 1 , 0 , 1 , 4
Part_0044 , 1 , 0 , 1 , 4
