Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 7 , 6 , 1 , 3
Trans_0002 , 4 , 1 , 3 , 2
Manuf_0002 , 9 , 5 , 4 , 1
Dist_0001 , 1 , 1 , 0 , 0
Dist_0002 , 1 , 1 , 0 , 0
Dist_0003 , 1 , 1 , 0 , 0
Dist_0004 , 1 , 1 , 0 , 0
Manuf_0003 , 17 , 6 , 11 , 1
Dist_0005 , 1 , 1 , 0 , 0
Dist_0006 , 1 , 1 , 0 , 0
Dist_0007 , 1 , 1 , 0 , 0
Dist_0008 , 1 , 1 , 0 , 0
Dist_0009 , 1 , 1 , 0 , 0
Dist_0010 , 1 , 1 , 0 , 0
Dist_0011 , 1 , 1 , 0 , 0
Dist_0012 , 1 , 1 , 0 , 0
Dist_0013 , 1 , 1 , 0 , 0
Dist_0014 , 1 , 1 , 0 , 0
Dist_0015 , 1 , 1 , 0 , 0
Manuf_0004 , 17 , 6 , 11 , 1
Dist_0016 , 1 , 1 , 0 , 0
Dist_0017 , 1 , 1 , 0 , 0
Dist_0018 , 1 , 1 , 0 , 0
Dist_0019 , 1 , 1 , 0 , 0
Dist_0020 , 1 , 1 , 0 , 0
Dist_0021 , 1 , 1 , 0 , 0
Dist_0022 , 1 , 1 , 0 , 0
Dist_0023 , 1 , 1 , 0 , 0
Dist_0024 , 1 , 1 , 0 , 0
Dist_0025 , 1 , 1 , 0 , 0
Dist_0026 , 1 , 1 , 0 , 0
Part_0001 , 1 , 0 , 1 , 4
Part_0002 , 1 , 0 , 1 , 4
Part_0003 , 1 , 0 , 1 , 4
Part_0004 , 1 , 0 , 1 , 4
Part_0005 , 1 , 0 , 1 , 4
Part_0006 , 1 , 0 , 1 , 4
Part_0007 , 1 , 0 , 1 , 3
Trans_0001 , 3 , 1 , 2 , 2
Part_0008 , 1 , 0 , 1 , 3
Trans_0003 , 2 , 1 , 1 , 2
Part_0009 , 1 , 0 , 1 , 2
Part_0010 , 1 , 0 , 1 , 2
Part_0011 , 3 , 0 , 3 , 2
Part_0012 , 1 , 0 , 1 , 2
Part_0013 , 1 , 0 , 1 , 2
Part_0014 , 2 , 0 , 2 , 2
Part_0015 , 1 , 0 , 1 , 2
Part_0016 , 1 , 0 , 1 , 2
