Stage , Degree , In_Edges , Out_Edges , Depth
Dist_0001 , 3 , 1 , 2 , 5
Manuf_0001 , 12 , 11 , 1 , 4
Manuf_0002 , 12 , 11 , 1 , 4
Dist_0002 , 3 , 1 , 2 , 5
Dist_0003 , 3 , 1 , 2 , 5
Dist_0004 , 3 , 1 , 2 , 5
Dist_0005 , 3 , 1 , 2 , 5
Dist_0006 , 3 , 1 , 2 , 5
Dist_0007 , 3 , 1 , 2 , 5
Dist_0008 , 3 , 1 , 2 , 5
Dist_0009 , 2 , 1 , 1 , 1
Retail_0001 , 1 , 1 , 0 , 0
Dist_0010 , 2 , 1 , 1 , 1
Retail_0002 , 1 , 1 , 0 , 0
Trans_0011 , 2 , 1 , 1 , 3
Trans_0012 , 2 , 1 , 1 , 3
Manuf_0003 , 2 , 1 , 1 , 2
Manuf_0004 , 2 , 1 , 1 , 2
Part_0001 , 1 , 0 , 1 , 7
Trans_0001 , 2 , 1 , 1 , 6
Part_0002 , 1 , 0 , 1 , 7
Trans_0002 , 2 , 1 , 1 , 6
Part_0003 , 1 , 0 , 1 , 7
Trans_0003 , 2 , 1 , 1 , 6
Part_0004 , 1 , 0 , 1 , 7
Trans_0004 , 2 , 1 , 1 , 6
Part_0005 , 1 , 0 , 1 , 7
Trans_0005 , 2 , 1 , 1 , 6
Part_0006 , 1 , 0 , 1 , 7
Trans_0006 , 2 , 1 , 1 , 6
Part_0007 , 1 , 0 , 1 , 7
Trans_0007 , 2 , 1 , 1 , 6
Part_0008 , 1 , 0 , 1 , 7
Trans_0008 , 2 , 1 , 1 , 6
Part_0009 , 1 , 0 , 1 , 6
Trans_0009 , 3 , 1 , 2 , 5
Part_0010 , 1 , 0 , 1 , 6
Trans_0010 , 3 , 1 , 2 , 5
Part_0011 , 1 , 0 , 1 , 5
Part_0012 , 1 , 0 , 1 , 5
