Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 2 , 1 , 1 , 4
Manuf_0614 , 11 , 10 , 1 , 3
Manuf_0002 , 2 , 1 , 1 , 4
Manuf_0003 , 2 , 1 , 1 , 4
Manuf_0004 , 2 , 1 , 1 , 4
Manuf_0005 , 2 , 1 , 1 , 4
Manuf_0006 , 2 , 1 , 1 , 4
Manuf_0007 , 2 , 1 , 1 , 4
Manuf_0008 , 2 , 1 , 1 , 4
Manuf_0009 , 2 , 1 , 1 , 4
Manuf_0010 , 2 , 1 , 1 , 4
Manuf_0011 , 5 , 1 , 4 , 4
Manuf_0615 , 48 , 47 , 1 , 3
Manuf_0616 , 46 , 45 , 1 , 3
Manuf_0618 , 48 , 47 , 1 , 3
Manuf_0622 , 46 , 45 , 1 , 3
Manuf_0012 , 5 , 1 , 4 , 4
Manuf_0013 , 5 , 1 , 4 , 4
Manuf_0014 , 8 , 1 , 7 , 4
Manuf_0617 , 32 , 31 , 1 , 3
Manuf_0619 , 37 , 36 , 1 , 3
Manuf_0621 , 28 , 27 , 1 , 3
Manuf_0015 , 3 , 1 , 2 , 4
Manuf_0016 , 5 , 1 , 4 , 4
Manuf_0017 , 2 , 1 , 1 , 4
Manuf_0018 , 2 , 1 , 1 , 4
Manuf_0019 , 3 , 1 , 2 , 4
Manuf_0020 , 3 , 1 , 2 , 4
Manuf_0021 , 3 , 1 , 2 , 4
Manuf_0022 , 6 , 1 , 5 , 4
Manuf_0023 , 6 , 1 , 5 , 4
Manuf_0024 , 5 , 1 , 4 , 4
Manuf_0025 , 5 , 1 , 4 , 4
Manuf_0026 , 5 , 1 , 4 , 4
Manuf_0027 , 8 , 1 , 7 , 4
Manuf_0028 , 8 , 1 , 7 , 4
Manuf_0029 , 8 , 1 , 7 , 4
Manuf_0030 , 3 , 1 , 2 , 4
Manuf_0031 , 3 , 1 , 2 , 4
Manuf_0032 , 8 , 1 , 7 , 4
Manuf_0033 , 8 , 1 , 7 , 4
Manuf_0034 , 8 , 1 , 7 , 4
Manuf_0035 , 5 , 1 , 4 , 4
Manuf_0036 , 8 , 1 , 7 , 4
Manuf_0037 , 8 , 1 , 7 , 4
Manuf_0038 , 8 , 1 , 7 , 4
Manuf_0039 , 6 , 1 , 5 , 4
