Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 7 , 6 , 1 , 3
Trans_0004 , 7 , 1 , 6 , 2
Manuf_0002 , 7 , 6 , 1 , 3
Trans_0005 , 2 , 1 , 1 , 2
Manuf_0003 , 10 , 5 , 5 , 1
Dist_0001 , 1 , 1 , 0 , 0
Dist_0002 , 1 , 1 , 0 , 0
Dist_0003 , 1 , 1 , 0 , 0
Dist_0004 , 1 , 1 , 0 , 0
Dist_0005 , 1 , 1 , 0 , 0
Manuf_0004 , 9 , 5 , 4 , 1
Dist_0006 , 1 , 1 , 0 , 0
Dist_0007 , 1 , 1 , 0 , 0
Dist_0008 , 1 , 1 , 0 , 0
Dist_0009 , 1 , 1 , 0 , 0
Manuf_0005 , 17 , 6 , 11 , 1
Dist_0010 , 1 , 1 , 0 , 0
Dist_0011 , 1 , 1 , 0 , 0
Dist_0012 , 1 , 1 , 0 , 0
Dist_0013 , 1 , 1 , 0 , 0
Dist_0014 , 1 , 1 , 0 , 0
Dist_0015 , 1 , 1 , 0 , 0
Dist_0016 , 1 , 1 , 0 , 0
Dist_0017 , 1 , 1 , 0 , 0
Dist_0018 , 1 , 1 , 0 , 0
Dist_0019 , 1 , 1 , 0 , 0
Dist_0020 , 1 , 1 , 0 , 0
Manuf_0006 , 10 , 5 , 5 , 1
Dist_0021 , 1 , 1 , 0 , 0
Dist_0022 , 1 , 1 , 0 , 0
Dist_0023 , 1 , 1 , 0 , 0
Dist_0024 , 1 , 1 , 0 , 0
Dist_0025 , 1 , 1 , 0 , 0
Manuf_0007 , 9 , 5 , 4 , 1
Dist_0026 , 1 , 1 , 0 , 0
Dist_0027 , 1 , 1 , 0 , 0
Dist_0028 , 1 , 1 , 0 , 0
Dist_0029 , 1 , 1 , 0 , 0
Manuf_0008 , 17 , 6 , 11 , 1
Dist_0030 , 1 , 1 , 0 , 0
Dist_0031 , 1 , 1 , 0 , 0
Dist_0032 , 1 , 1 , 0 , 0
Dist_0033 , 1 , 1 , 0 , 0
Dist_0034 , 1 , 1 , 0 , 0
Dist_0035 , 1 , 1 , 0 , 0
Dist_0036 , 1 , 1 , 0 , 0
Dist_0037 , 1 , 1 , 0 , 0
Dist_0038 , 1 , 1 , 0 , 0
Dist_0039 , 1 , 1 , 0 , 0
Dist_0040 , 1 , 1 , 0 , 0
Manuf_0009 , 18 , 7 , 11 , 1
Dist_0041 , 1 , 1 , 0 , 0
Dist_0042 , 1 , 1 , 0 , 0
Dist_0043 , 1 , 1 , 0 , 0
Dist_0044 , 1 , 1 , 0 , 0
Dist_0045 , 1 , 1 , 0 , 0
Dist_0046 , 1 , 1 , 0 , 0
Dist_0047 , 1 , 1 , 0 , 0
Dist_0048 , 1 , 1 , 0 , 0
Dist_0049 , 1 , 1 , 0 , 0
Dist_0050 , 1 , 1 , 0 , 0
Dist_0051 , 1 , 1 , 0 , 0
Part_0001 , 2 , 0 , 2 , 4
Part_0002 , 2 , 0 , 2 , 4
Part_0003 , 2 , 0 , 2 , 4
Part_0004 , 2 , 0 , 2 , 4
Part_0005 , 2 , 0 , 2 , 4
Part_0006 , 2 , 0 , 2 , 4
Part_0007 , 1 , 0 , 1 , 3
Trans_0001 , 2 , 1 , 1 , 2
Part_0008 , 1 , 0 , 1 , 3
Trans_0002 , 5 , 1 , 4 , 2
Part_0009 , 1 , 0 , 1 , 3
Trans_0003 , 4 , 1 , 3 , 2
Part_0010 , 1 , 0 , 1 , 2
Part_0011 , 2 , 0 , 2 , 2
Part_0012 , 1 , 0 , 1 , 2
Part_0013 , 2 , 0 , 2 , 2
Part_0014 , 1 , 0 , 1 , 2
Part_0015 , 1 , 0 , 1 , 2
Part_0016 , 3 , 0 , 3 , 2
Part_0017 , 1 , 0 , 1 , 2
Part_0018 , 1 , 0 , 1 , 2
Part_0019 , 7 , 0 , 7 , 2
Part_0020 , 1 , 0 , 1 , 2
Part_0021 , 1 , 0 , 1 , 2
Part_0022 , 1 , 0 , 1 , 2
Part_0023 , 1 , 0 , 1 , 2
