Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 11 , 10 , 1 , 3
Trans_0001 , 33 , 1 , 32 , 2
Manuf_0002 , 15 , 12 , 3 , 1
Dist_0001 , 1 , 1 , 0 , 0
Dist_0002 , 1 , 1 , 0 , 0
Dist_0003 , 1 , 1 , 0 , 0
Manuf_0003 , 6 , 3 , 3 , 1
Dist_0004 , 1 , 1 , 0 , 0
Dist_0005 , 1 , 1 , 0 , 0
Dist_0006 , 1 , 1 , 0 , 0
Manuf_0004 , 6 , 3 , 3 , 1
Dist_0007 , 1 , 1 , 0 , 0
Dist_0008 , 1 , 1 , 0 , 0
Dist_0009 , 1 , 1 , 0 , 0
Manuf_0005 , 6 , 3 , 3 , 1
Dist_0010 , 1 , 1 , 0 , 0
Dist_0011 , 1 , 1 , 0 , 0
Dist_0012 , 1 , 1 , 0 , 0
Manuf_0006 , 6 , 3 , 3 , 1
Dist_0013 , 1 , 1 , 0 , 0
Dist_0014 , 1 , 1 , 0 , 0
Dist_0015 , 1 , 1 , 0 , 0
Manuf_0007 , 6 , 3 , 3 , 1
Dist_0016 , 1 , 1 , 0 , 0
Dist_0017 , 1 , 1 , 0 , 0
Dist_0018 , 1 , 1 , 0 , 0
Manuf_0008 , 6 , 3 , 3 , 1
Dist_0019 , 1 , 1 , 0 , 0
Dist_0020 , 1 , 1 , 0 , 0
Dist_0021 , 1 , 1 , 0 , 0
Manuf_0009 , 6 , 3 , 3 , 1
Dist_0022 , 1 , 1 , 0 , 0
Dist_0023 , 1 , 1 , 0 , 0
Dist_0024 , 1 , 1 , 0 , 0
Manuf_0010 , 6 , 3 , 3 , 1
Dist_0025 , 1 , 1 , 0 , 0
Dist_0026 , 1 , 1 , 0 , 0
Dist_0027 , 1 , 1 , 0 , 0
Manuf_0011 , 6 , 3 , 3 , 1
Dist_0028 , 1 , 1 , 0 , 0
Dist_0029 , 1 , 1 , 0 , 0
Dist_0030 , 1 , 1 , 0 , 0
Manuf_0012 , 6 , 3 , 3 , 1
Dist_0031 , 1 , 1 , 0 , 0
Dist_0032 , 1 , 1 , 0 , 0
Dist_0033 , 1 , 1 , 0 , 0
Manuf_0013 , 6 , 3 , 3 , 1
Dist_0034 , 1 , 1 , 0 , 0
Dist_0035 , 1 , 1 , 0 , 0
Dist_0036 , 1 , 1 , 0 , 0
Manuf_0014 , 6 , 3 , 3 , 1
Dist_0037 , 1 , 1 , 0 , 0
Dist_0038 , 1 , 1 , 0 , 0
Dist_0039 , 1 , 1 , 0 , 0
