Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0001 , 2 , 1 , 1 , 7
Trans_0001 , 2 , 1 , 1 , 6
Manuf_0002 , 4 , 2 , 2 , 5
Manuf_0006 , 4 , 1 , 3 , 4
Manuf_0022 , 2 , 1 , 1 , 3
Manuf_0003 , 2 , 1 , 1 , 5
Manuf_0014 , 3 , 2 , 1 , 4
Manuf_0004 , 2 , 1 , 1 , 5
Manuf_0015 , 3 , 2 , 1 , 4
Manuf_0005 , 2 , 1 , 1 , 5
Manuf_0016 , 3 , 2 , 1 , 4
Manuf_0020 , 2 , 1 , 1 , 3
Manuf_0021 , 2 , 1 , 1 , 3
Trans_0016 , 2 , 1 , 1 , 2
Manuf_0007 , 2 , 1 , 1 , 4
Trans_0006 , 2 , 1 , 1 , 3
Manuf_0008 , 2 , 1 , 1 , 4
Trans_0023 , 2 , 1 , 1 , 2
Manuf_0009 , 2 , 1 , 1 , 4
Trans_0024 , 3 , 1 , 2 , 2
Manuf_0010 , 4 , 3 , 1 , 4
Manuf_0025 , 2 , 1 , 1 , 3
Manuf_0011 , 2 , 1 , 1 , 4
Trans_0007 , 2 , 1 , 1 , 3
Manuf_0012 , 2 , 1 , 1 , 4
Trans_0008 , 2 , 1 , 1 , 3
Manuf_0013 , 2 , 1 , 1 , 4
Trans_0009 , 2 , 1 , 1 , 3
Trans_0010 , 2 , 1 , 1 , 3
Trans_0011 , 2 , 1 , 1 , 3
Trans_0012 , 2 , 1 , 1 , 3
Manuf_0017 , 2 , 1 , 1 , 4
Trans_0013 , 2 , 1 , 1 , 3
Manuf_0018 , 2 , 1 , 1 , 4
Trans_0014 , 2 , 1 , 1 , 3
Manuf_0019 , 2 , 1 , 1 , 4
Trans_0015 , 2 , 1 , 1 , 3
Trans_0017 , 2 , 1 , 1 , 2
Trans_0018 , 3 , 1 , 2 , 2
Trans_0019 , 2 , 1 , 1 , 2
Manuf_0023 , 2 , 1 , 1 , 3
Trans_0021 , 2 , 1 , 1 , 2
Manuf_0024 , 2 , 1 , 1 , 3
Trans_0022 , 2 , 1 , 1 , 2
Trans_0026 , 2 , 1 , 1 , 2
Manuf_0026 , 2 , 1 , 1 , 3
Trans_0027 , 2 , 1 , 1 , 2
Manuf_0027 , 2 , 1 , 1 , 3
Trans_0028 , 3 , 1 , 2 , 2
Manuf_0028 , 2 , 1 , 1 , 3
Trans_0030 , 2 , 1 , 1 , 2
Manuf_0029 , 2 , 1 , 1 , 3
Trans_0031 , 2 , 1 , 1 , 2
Manuf_0030 , 2 , 1 , 1 , 3
Trans_0033 , 2 , 1 , 1 , 2
Manuf_0031 , 2 , 1 , 1 , 3
Trans_0034 , 2 , 1 , 1 , 2
Manuf_0032 , 2 , 1 , 1 , 3
Trans_0035 , 2 , 1 , 1 , 2
Manuf_0033 , 2 , 1 , 1 , 3
Trans_0037 , 2 , 1 , 1 , 2
Manuf_0034 , 2 , 1 , 1 , 3
Trans_0039 , 6 , 1 , 5 , 2
Manuf_0035 , 2 , 1 , 1 , 3
Trans_0040 , 2 , 1 , 1 , 2
Manuf_0036 , 2 , 1 , 1 , 3
Trans_0041 , 2 , 1 , 1 , 2
Manuf_0037 , 2 , 1 , 1 , 3
Trans_0042 , 2 , 1 , 1 , 2
Manuf_0038 , 4 , 0 , 4 , 3
Manuf_0042 , 7 , 5 , 2 , 2
Manuf_0044 , 7 , 6 , 1 , 2
Manuf_0046 , 7 , 6 , 1 , 2
Manuf_0047 , 7 , 6 , 1 , 2
Manuf_0039 , 5 , 3 , 2 , 3
Manuf_0052 , 24 , 21 , 3 , 1
Manuf_0053 , 26 , 23 , 3 , 1
Manuf_0040 , 2 , 1 , 1 , 2
Manuf_0056 , 24 , 21 , 3 , 1
Manuf_0041 , 8 , 3 , 5 , 2
Manuf_0054 , 25 , 22 , 3 , 1
Manuf_0055 , 28 , 25 , 3 , 1
Manuf_0043 , 5 , 4 , 1 , 2
Manuf_0045 , 5 , 4 , 1 , 2
Manuf_0048 , 4 , 3 , 1 , 2
Manuf_0049 , 4 , 3 , 1 , 2
Manuf_0050 , 5 , 3 , 2 , 2
Manuf_0051 , 5 , 4 , 1 , 2
Dist_0001 , 1 , 1 , 0 , 0
Dist_0002 , 1 , 1 , 0 , 0
Dist_0003 , 1 , 1 , 0 , 0
Dist_0004 , 1 , 1 , 0 , 0
Dist_0005 , 1 , 1 , 0 , 0
Dist_0006 , 1 , 1 , 0 , 0
Dist_0007 , 1 , 1 , 0 , 0
Dist_0008 , 1 , 1 , 0 , 0
Dist_0009 , 1 , 1 , 0 , 0
Dist_0010 , 1 , 1 , 0 , 0
Dist_0011 , 1 , 1 , 0 , 0
Dist_0012 , 1 , 1 , 0 , 0
Dist_0013 , 1 , 1 , 0 , 0
Dist_0014 , 1 , 1 , 0 , 0
Dist_0015 , 1 , 1 , 0 , 0
Part_0001 , 1 , 0 , 1 , 8
Part_0002 , 1 , 0 , 1 , 6
Part_0003 , 1 , 0 , 1 , 6
Trans_0002 , 2 , 1 , 1 , 5
Part_0004 , 3 , 0 , 3 , 6
Part_0005 , 2 , 0 , 2 , 6
Trans_0003 , 4 , 1 , 3 , 5
Part_0006 , 4 , 0 , 4 , 5
Trans_0020 , 3 , 1 , 2 , 2
Part_0007 , 4 , 0 , 4 , 5
Trans_0025 , 2 , 1 , 1 , 2
Part_0008 , 4 , 0 , 4 , 5
Trans_0029 , 2 , 1 , 1 , 2
Part_0009 , 4 , 0 , 4 , 5
Trans_0032 , 2 , 1 , 1 , 2
Part_0010 , 1 , 0 , 1 , 5
Trans_0004 , 2 , 1 , 1 , 4
Part_0011 , 1 , 0 , 1 , 5
Part_0012 , 1 , 0 , 1 , 5
Part_0013 , 3 , 0 , 3 , 5
Part_0014 , 1 , 0 , 1 , 5
Trans_0005 , 5 , 1 , 4 , 4
Part_0015 , 4 , 0 , 4 , 4
Trans_0036 , 3 , 1 , 2 , 2
Part_0016 , 1 , 0 , 1 , 4
Part_0017 , 3 , 0 , 3 , 4
Part_0018 , 2 , 0 , 2 , 4
Part_0019 , 1 , 0 , 1 , 3
Trans_0038 , 5 , 1 , 4 , 2
Part_0020 , 1 , 0 , 1 , 3
Part_0021 , 1 , 0 , 1 , 3
Part_0022 , 1 , 0 , 1 , 3
Part_0023 , 1 , 0 , 1 , 3
Part_0024 , 4 , 0 , 4 , 3
Part_0025 , 3 , 0 , 3 , 3
Part_0026 , 9 , 0 , 9 , 3
Part_0027 , 4 , 0 , 4 , 3
Part_0028 , 3 , 0 , 3 , 3
Part_0029 , 3 , 0 , 3 , 3
Part_0030 , 1 , 0 , 1 , 2
Part_0031 , 5 , 0 , 5 , 2
Part_0032 , 5 , 0 , 5 , 2
Part_0033 , 5 , 0 , 5 , 2
Part_0034 , 5 , 0 , 5 , 2
Part_0035 , 5 , 0 , 5 , 2
Part_0036 , 5 , 0 , 5 , 2
Part_0037 , 5 , 0 , 5 , 2
Part_0038 , 5 , 0 , 5 , 2
Part_0039 , 5 , 0 , 5 , 2
Part_0040 , 1 , 0 , 1 , 2
Part_0041 , 3 , 0 , 3 , 2
Part_0042 , 2 , 0 , 2 , 2
Part_0043 , 1 , 0 , 1 , 2
